Hospital,Hospital type,Control type,Medicaid charges,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Cost of Uncompensated Care,"Donations, Land Improvements",IPPS Payment amount (unadjusted),BALANCE SHEET: Temporary Investments (G_C1THRU4_2),STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Cost To Charge Ratio,State,Total Costs,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),REIMBURSEMENT SETTLEMENT: Subtotal,REIMBURSEMENT SETTLEMENT: Interim payments,HVBP payment adjustment amount,NUMBER OF BEDS: ICU,Net Revenue from Medicaid,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),Fiscal Year End Date,FTE Employees on Payroll,Number of Interns & Residents,Total Liabilities,Total discharges,Fiscal Year Begin Date,Total cost of charity care,NUMBER OF BEDS: Total Hospital,BED DAYS: Total Hospital,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),BALANCE SHEET: Inventory (G_C1THRU4_7),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Total Charges,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),IPPS Interim payment,Total Inpatient Days,NUMBER OF BEDS: Adults & Pediatrics,"ADJUSTED SALARIES, Subtotal Salaries",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,HAC reduction adjustment amount,Total Salaries,Total Bad Debt expense,BALANCE SHEET: Total Assets (G_C1THRU4_36),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Urban (1) and Rural (2) Indicator,Total Days Title XVIII,Beginning FFY,Financial Indicators: Ratio of Charity Care to Total Operating Expense,Financial Indicators: Total Net Assets,Financial Indicators: Medicaid Costs,Financial Indicators: Medicaid Shortfall,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ADVENTHEALTH DAYTONA BEACH (100068),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,27708784.0,,,79764191.0,,74017340.0,,FL,471599440.0,109216680.0,26344385.0,25807703.0,189857.0,62.0,,321627295.0,202832744.0,2023-12-31,,2590.73,213862793.0,20978.0,2023-01-01 00:00:00,,330.0,120450.0,10678088.0,11410838.0,23638474.0,2807142868.0,651801174.0,72457515.0,100425.0,268.0,207587174.0,,,201593626.0,,662742924.0,97859343.0,2.0,30775.0,2023,,448880131.0,,,202832744.0,0.11355815692347924,49647082.0,0.0761690588792956,2.9448550807440768,2.7531700011390203,2.7426064315450716,1.8571590346822482,0.47643630945206616,0.32269343851945825,0.6773065614805417,2.6448492290387047,448880131.0,0.9834902047177496,6.660592172583868,non-profit
ADVENTHEALTH DELAND (100045),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,,,,24194161.0,,49334630.0,,FL,170035384.0,38392169.0,7642027.0,7489304.0,44736.0,24.0,,190935065.0,147488709.0,2023-12-31,,818.64,60013789.0,8954.0,2023-01-01 00:00:00,,142.0,51830.0,2353602.0,2639638.0,9268660.0,1114427335.0,244561857.0,21720691.0,38080.0,118.0,65293305.0,,,77989669.0,,246822760.0,39298563.0,2.0,9442.0,2023,,186808971.0,,,147488709.0,0.20172659222161532,36678447.0,0.1499761551123649,4.973281530407933,4.865244055369729,4.843222715549101,3.841635230351273,0.32125753211284486,0.2431452796330452,0.7568547203669548,,186808971.0,0.9908399735907661,6.223175564969131,non-profit
ADVENTHEALTH DURAND (521307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,102743.0,,,,,2351741.0,,WI,15548090.0,5315471.0,3232187.0,4203252.0,,,,10893752.0,7552027.0,2023-12-31,,76.13,8310756.0,140.0,2023-01-01 00:00:00,,25.0,9125.0,264567.0,172105.0,384540.0,30224681.0,18048837.0,,464.0,25.0,,,,7442872.0,,13800845.0,3031589.0,2.0,339.0,2023,,5490089.0,,,7552027.0,0.13029875553754516,605157.0,0.033528863937327374,2.049442467092756,1.9910965556956288,1.9672913275229984,1.4207634657399129,1.5137743668636336,0.6021918223123294,0.39780817768767057,9.632743836563074,5490089.0,1.30780665966468,5.953589685145315,non-profit
ADVENTHEALTH FISH MEMORIAL (100072),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,,,,28621348.0,,30657628.0,,FL,197916314.0,41900468.0,7202542.0,7058469.0,53157.0,36.0,,136212698.0,86326963.0,2023-12-31,,901.73,82197346.0,11014.0,2023-01-01 00:00:00,,253.0,92345.0,3050195.0,3873836.0,15053429.0,1201472179.0,273921216.0,24257611.0,52839.0,217.0,81764348.0,,,88721784.0,,307533169.0,45106461.0,2.0,12968.0,2023,,225335823.0,,,86326963.0,0.1119213343445438,23241410.0,0.08484706055043213,3.2508634032440877,3.136800858644347,3.085613912474677,2.0602863672071634,0.36477709094660904,0.267279611715639,0.7327203882843609,,225335823.0,0.8907046251001303,6.072771171296281,non-profit
ADVENTHEALTH GORDON (110023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,,,,12804192.0,,-215120072.0,,GA,128157314.0,,9394945.0,9209066.0,21186.0,8.0,,,,2023-12-31,,918.51,,4320.0,2023-01-01 00:00:00,,69.0,25185.0,,,9246294.0,1018401085.0,,11532324.0,19678.0,61.0,49090787.0,,34477.0,93023230.0,,,,2.0,4741.0,2023,,,,,0.0,,,,,,,,,,,,,,,non-profit
ADVENTHEALTH HENDERSONVILLE (340023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,920070.0,,,12996674.0,,32179262.0,,NC,200668317.0,28977267.0,22269073.0,21808075.0,24481.0,14.0,,214522023.0,136303504.0,2023-12-31,,1115.72,61646708.0,4462.0,2023-01-01 00:00:00,,98.0,35770.0,2360426.0,4592740.0,8560510.0,756338078.0,276529730.0,11590585.0,19984.0,84.0,65000053.0,,,106721647.0,,281887393.0,43276011.0,1.0,5222.0,2023,,220240685.0,,,136303504.0,0.1163681821842447,11045873.0,0.03994461282698247,7.403114413792025,6.197255075849631,7.163161971072013,4.703808126556587,0.2799060854719009,0.2186926749150502,0.7813073250849498,21.30966448205028,220240685.0,0.9809936054855777,6.389908025487839,non-profit
ADVENTHEALTH LITTLETON HOSPITAL (060113),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,2683926.0,,,31011240.0,,-20469859.0,,CO,263088718.0,487416654.0,14214111.0,13926943.0,-23465.0,38.0,,512335601.0,446808549.0,2023-12-31,,914.38,567718380.0,9683.0,2023-01-01 00:00:00,,201.0,73365.0,1438934.0,8834524.0,18142642.0,1668968693.0,315974225.0,28057991.0,42527.0,163.0,88464848.0,,,113297347.0,,724436415.0,158967843.0,1.0,9848.0,2023,,156718035.0,,,446808549.0,-0.06478331895584205,-24819779.0,-0.07855001147641077,1.0511245292820872,1.2428307219884203,1.0300471657663137,0.9166870793873202,3.6225465690659022,0.7836690263561641,0.21633097364383594,-2.487824552539824,156718035.0,0.4361655743106177,1.9876612718460298,non-profit
ADVENTHEALTH MANCHESTER (180043),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,626533.0,,,3554252.0,,1629414.0,,KY,76146869.0,20334622.0,1499656.0,1469659.0,,6.0,,4185005.0,-12638091.0,2023-09-30,,312.71,32010258.0,1598.0,2022-10-01 00:00:00,,49.0,17885.0,566931.0,875372.0,3358560.0,275947070.0,83024189.0,3795346.0,7586.0,43.0,21715243.0,,,38772221.0,,48050868.0,9069756.0,2.0,1481.0,2023,,16040610.0,,,-12638091.0,0.019625774363179867,-786952.0,-0.009478587017573878,0.2058068746003737,-0.17548076379290453,0.13487843540932307,-0.6215060697956422,1.9955761034025514,0.6661743966831151,0.33382560331688493,4.104505269475031,16040610.0,1.7278395262287458,9.153960591663106,non-profit
ADVENTHEALTH MURRAY (110050),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,2360970.0,,4798532.0,,GA,20289362.0,7351387.0,1418779.0,1526768.0,,,,24274801.0,17756534.0,2023-12-31,,154.58,7708737.0,760.0,2023-01-01 00:00:00,,29.0,10585.0,203673.0,522090.0,1444040.0,218041860.0,42684499.0,2077554.0,2354.0,29.0,9759998.0,,,16344776.0,,31549986.0,8784890.0,1.0,777.0,2023,,23841249.0,,,17756534.0,0.11241860891936438,3708931.0,0.08689175431109078,3.3020708881194802,3.6103967863479367,3.203346252890781,2.4153991620900928,0.32333612219728924,0.2443340862338259,0.7556659137661741,,23841249.0,1.3529165749867527,4.858854123386861,non-profit
ADVENTHEALTH NEW SMYRNA BEACH (100014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,,,,20325514.0,,2466185.0,,FL,149745776.0,26376702.0,9745008.0,9549981.0,33386.0,14.0,,32586614.0,5134729.0,2023-12-31,,634.7,40821055.0,6847.0,2023-01-01 00:00:00,,109.0,39785.0,2700713.0,3149173.0,6418736.0,712850851.0,168917059.0,18260653.0,29918.0,95.0,52566777.0,,,59548645.0,,106857242.0,23430606.0,2.0,8350.0,2023,,66036187.0,,,5134729.0,0.014599975956247261,-1146437.0,-0.0067869817695559095,1.23543170787614,1.082975991463982,1.0136493940751197,0.19466910609218696,0.6181619026549792,0.3820148661519825,0.6179851338480176,,66036187.0,1.5807731496569974,7.20924840783034,non-profit
ADVENTHEALTH OCALA (100062),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,3317179.0,,,51220873.0,,11185317.0,,FL,373963071.0,55653562.0,14919112.0,14623404.0,,56.0,,70865723.0,-15187435.0,2023-09-30,,1727.84,136115599.0,19004.0,2022-10-01 00:00:00,,351.0,122279.0,9776960.0,12470853.0,23924847.0,3136220529.0,437075762.0,45646564.0,91688.0,295.0,141008586.0,,,144224947.0,,277184088.0,76039894.0,2.0,20707.0,2023,,141068489.0,,,-15187435.0,0.0255912543601537,4679529.0,0.010706448187808684,1.2733367003535192,1.0934153504855628,0.8735812812843857,-0.27289241612243975,0.9648901747292409,0.4910657028768549,0.5089342971231451,8.623102943796521,141068489.0,1.576842903045719,5.747979632901645,non-profit
ADVENTHEALTH ORLANDO (100007),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,27150040.0,,,529193460.0,,1139013106.0,,FL,4505490304.0,857878375.0,163851081.0,157826475.0,177970.0,370.0,,4926204790.0,3464243679.0,2023-12-31,209.03,25192.0,1805710244.0,157121.0,2023-01-01 00:00:00,,2787.0,1017255.0,42077511.0,116164037.0,293003850.0,32846974470.0,6233499732.0,475083947.0,840470.0,2303.0,1784153156.0,,,1928978534.0,,8518173247.0,484786014.0,2.0,168333.0,2023,,6712463003.0,,,3464243679.0,0.1827244974685434,638223728.0,0.1023861001747774,5.7423114203106005,4.603251239431231,5.557854564174089,4.038152470039823,0.2690085953833897,0.21198327289668004,0.7880167271033199,34.2993077726589,6712463003.0,0.7317883249434219,12.858249932928139,non-profit
ADVENTHEALTH OTTAWA (170014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,,,,6621334.0,,4575569.0,,KS,51482246.0,10910641.0,6048641.0,5982798.0,,8.0,,12004384.0,2741409.0,2023-09-30,,220.58,16892125.0,1179.0,2022-10-01 00:00:00,,36.0,13140.0,342732.0,909887.0,2114281.0,300932454.0,61438735.0,7222264.0,3527.0,28.0,17610149.0,,,21860579.0,,31613722.0,10422672.0,2.0,1501.0,2023,,14721597.0,,,2741409.0,0.07447368504576143,134861.0,0.002195048449483864,1.100245530945432,1.2065359862908147,0.9854384357436011,0.2512601230303517,1.1474383519668416,0.5343288904735735,0.46567110952642654,,14721597.0,1.9434198542012864,5.894720183077814,non-profit
ADVENTHEALTH PALM COAST (100118),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,1603886.0,,,42861091.0,,64737161.0,,FL,200656058.0,-109535943.0,12103166.0,11860927.0,47255.0,18.0,,336496640.0,267926513.0,2023-12-31,,986.51,-51987274.0,9053.0,2023-01-01 00:00:00,,99.0,36135.0,2418068.0,4201031.0,12111912.0,1185765259.0,307699977.0,38707872.0,41699.0,81.0,93970399.0,,,106703429.0,,425385230.0,75043814.0,1.0,14025.0,2023,,477372504.0,,,267926513.0,0.2103905292134617,43212782.0,0.1404380410467174,-3.0720202956576546,-3.131121325170862,-3.0115917384305533,-2.446014574412346,-0.10890295013723707,-0.12221222161380639,1.1222122216138064,34.49415606844875,477372504.0,0.7233442895983954,4.100271036330856,non-profit
ADVENTHEALTH PARKER HOSPITAL (060114),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,1685640.0,,,24530406.0,,29849955.0,,CO,266789564.0,448945651.0,11004236.0,10781665.0,40565.0,30.0,,630356133.0,562895939.0,2023-12-31,,564.62,498501625.0,8451.0,2023-01-01 00:00:00,,162.0,59130.0,2197417.0,6509408.0,24025463.0,1706466725.0,353060659.0,22130957.0,35770.0,132.0,79614421.0,,,115309359.0,,796644744.0,179187064.0,1.0,7765.0,2023,,298143119.0,,,562895939.0,0.08454625073364518,26417589.0,0.0748245048735379,1.404081165717763,1.6529461892481947,1.3846872257595386,1.253817556192342,1.672021231521362,0.6257514767460765,0.3742485232539236,29.925163142782562,298143119.0,0.4431845708631199,1.970346804722466,non-profit
ADVENTHEALTH PORTER HOSPITAL (060064),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,3572383.0,,,34577584.0,,-61609147.0,,CO,314458101.0,587705151.0,18950612.0,18570435.0,64419.0,36.0,,612608541.0,543089981.0,2023-12-31,0.33,1009.52,693310381.0,6095.0,2023-01-01 00:00:00,,180.0,65700.0,3328593.0,9669681.0,22961843.0,1538236658.0,305152924.0,30780231.0,29660.0,144.0,79282253.0,,,127092652.0,,793600132.0,177339604.0,2.0,7261.0,2023,,100289751.0,,,543089981.0,-0.20189597462287467,-69717055.0,-0.2284659576127804,1.0423739522405513,1.2258350701438723,1.0202569536437498,0.9240857938303148,6.913073111528615,0.8736268468765829,0.12637315312341707,-13.087961733106445,100289751.0,0.38451722938977534,1.7207263189783597,non-profit
ADVENTHEALTH ROLLINS BROOK (451323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,,,,,,3076323.0,,TX,20379245.0,6103882.0,683642.0,1236099.0,,,,31365344.0,21001081.0,2023-09-30,,90.1,6414294.0,330.0,2022-10-01 00:00:00,,25.0,9125.0,33822.0,293948.0,644486.0,78812831.0,21036575.0,,2155.0,25.0,,,,6390889.0,,32793220.0,11942075.0,1.0,854.0,2023,,26378926.0,,,21001081.0,0.14623687553701115,907906.0,0.04315845141141084,5.138589507464266,5.397082709003876,5.0848908940244915,3.4406105819214723,0.24315978595944354,0.19559817547651617,0.8044018245234839,,26378926.0,0.6414915949089477,1.7615510704797952,non-profit
ADVENTHEALTH SEBRING (100109),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,1673076.0,,,46528494.0,,27096797.0,,FL,252643902.0,-9077822.0,16328228.0,15326099.0,-60182.0,22.0,,119012980.0,179509368.0,2023-12-31,30.55,1495.55,42969253.0,11297.0,2023-01-01 00:00:00,,204.0,74460.0,2240723.0,4014053.0,12108398.0,1727437306.0,318553751.0,42123063.0,55073.0,182.0,105057307.0,,,143731206.0,,201364535.0,-178805266.0,2.0,16279.0,2023,,158395282.0,,,179509368.0,0.0850619304118632,10619994.0,0.033338153974523436,-13.110301127296834,-0.07756287796786498,-12.421283871836218,-19.77449745104057,0.27127861674566794,0.21339037184477397,0.7866096281552261,13.584793518046999,158395282.0,1.5819754506422892,-1.7815680607527522,non-profit
ADVENTHEALTH SHAWNEE MISSION (170104),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,5613627.0,,,46550813.0,,55989546.0,,KS,407170558.0,121043942.0,32099345.0,31305036.0,-4489.0,64.0,,450996033.0,318077708.0,2023-12-31,0.96,2767.13,309150217.0,15643.0,2023-01-01 00:00:00,,314.0,114610.0,7871032.0,10210897.0,41154771.0,3039015387.0,637581099.0,40953612.0,70522.0,250.0,149208065.0,,,245393073.0,,993691822.0,116446843.0,1.0,15182.0,2023,,684541605.0,,,318077708.0,0.0878155674436014,10437689.0,0.016370762898038797,3.725886860161907,3.589808327623699,3.576503679961117,2.627787089088688,0.4516164024829433,0.3111127717422233,0.6888872282577767,9.190575006141305,684541605.0,0.6416286064594381,5.47529741961317,non-profit
ADVENTHEALTH SOUTH OVERLAND PARK (170208),General Short Term,Voluntary Nonprofit-Church,,106460.0,,,4876388.0,51651583.0,-5936751.0,,KS,54872668.0,208840340.0,3231367.0,3166709.0,,9.0,,64937789.0,,2023-09-30,,197.06,208840340.0,1822.0,2022-10-01 00:00:00,,41.0,14965.0,641885.0,1780327.0,10968392.0,290535341.0,65089984.0,4041752.0,6032.0,32.0,17591315.0,,,21293229.0,,202903589.0,13951453.0,1.0,1223.0,2023,,-5936751.0,,,51651583.0,-0.09120836471552982,-6074583.0,-0.09332592553717635,0.3109446623195499,0.31413009574682743,0.29934627093596955,0.0,-35.17754744977514,1.0292589748129097,-0.02925897481290979,45.96852338906631,-5936751.0,0.32079266966539466,4.665462729939311,non-profit
ADVENTHEALTH TAMPA (100173),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,8599722.0,,,70126516.0,354549.0,-2802690.0,,FL,625794992.0,160874490.0,18980918.0,18516677.0,15978.0,108.0,,165381388.0,-22881342.0,2023-12-31,6.55,3733.78,429241511.0,25345.0,2023-01-01 00:00:00,,596.0,217540.0,11344758.0,19503322.0,38420590.0,4905385005.0,805425172.0,64419385.0,135254.0,488.0,232271705.0,,,258257655.0,,775743513.0,72043026.0,1.0,26004.0,2023,,346502002.0,,,-22526793.0,-0.003479764598169276,-19952940.0,-0.024773176570150702,1.0280149947950108,0.30779418787901053,0.8362625298765516,-0.14223101499808952,1.2387850821133206,0.5533291658991932,0.4466708341008067,2.147470581025759,346502002.0,1.03826220716331,11.179779872100319,non-profit
ADVENTHEALTH WATERMAN (100057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,21215800.0,,,63220032.0,,54638981.0,,FL,339666519.0,57164484.0,18940618.0,18562234.0,137851.0,,,400659956.0,315173249.0,2023-12-31,,1748.0,123245380.0,17680.0,2023-01-01 00:00:00,,288.0,105120.0,4853151.0,5935683.0,23696074.0,2157790344.0,398841128.0,56228539.0,80312.0,248.0,129495135.0,,,148248254.0,,637529839.0,67487574.0,1.0,25590.0,2023,,514284459.0,,,315173249.0,0.13699434979032554,8783381.0,0.022022254936557094,7.0088965729140495,6.694030912620501,6.820163407755067,5.513445183901249,0.23964437937643376,0.19331703782416998,0.80668296217583,1.530908803816024,514284459.0,0.6256038597747893,5.909845388722967,non-profit
ADVENTHEALTH WAUCHULA (101300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,,,,,,6865901.0,,FL,29820646.0,75809051.0,-1012736.0,320023.0,,,,128501059.0,-5382843.0,2023-12-31,,124.24,75992506.0,97.0,2023-01-01 00:00:00,,25.0,9125.0,29171.0,75414.0,2009869.0,162654591.0,38516870.0,,8061.0,25.0,,,,13574932.0,,147607395.0,205716450.0,2.0,5228.0,2023,,71614889.0,,,-5382843.0,0.17825698194064055,5956833.0,0.15465516798223738,1.6950622294427613,2.642608031064787,1.6936826448335305,-0.07100528141422058,1.0611271910230846,0.5148285829446417,0.4851714170553582,,71614889.0,0.2609413302090996,0.18723281487698237,non-profit
ADVENTHEALTH WESLEY CHAPEL (100319),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,,,,29994026.0,8742000.0,99859524.0,,FL,296141527.0,51194293.0,11290695.0,11066950.0,15139.0,24.0,,303207152.0,223687139.0,2023-12-31,,1353.58,161424995.0,10481.0,2023-01-01 00:00:00,,169.0,61685.0,4792516.0,9937555.0,18192954.0,2296284526.0,407509246.0,27039388.0,43605.0,145.0,113928794.0,,,107898702.0,,510111148.0,39408184.0,1.0,10157.0,2023,,348686153.0,,,232429139.0,0.24504848658084188,74470207.0,0.1827448278314647,5.922674857527577,5.309914583643142,5.63494608666634,4.369376465458758,0.4629521235963735,0.3164506316572403,0.6835493683427597,,348686153.0,0.7988636351072257,10.340726332378066,non-profit
ADVENTHEALTH ZEPHYRHILLS (100046),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,,,,26497027.0,5100000.0,28050961.0,,FL,199089363.0,26237023.0,7154336.0,7011506.0,87586.0,14.0,,137502880.0,95503594.0,2023-12-31,,957.0,67174363.0,10897.0,2023-01-01 00:00:00,,149.0,54385.0,2468413.0,5911855.0,7877252.0,1596735359.0,232267157.0,24074581.0,44447.0,135.0,78243812.0,,,88862844.0,,201683574.0,19377002.0,1.0,9474.0,2023,,134509211.0,,,100603594.0,0.12077024303526478,8636367.0,0.03718290227317847,5.2407958021761845,4.572950063732459,4.921389595153383,3.6400316453585453,0.49940344234120887,0.3330680911079055,0.6669319088920945,,134509211.0,1.1516414172628655,11.986743718145872,non-profit
ADVENTIST HEALTH AND RIDEOUT (050133),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,15922667.0,,,75819807.0,,-37310873.0,,CA,410521743.0,72527016.0,36922367.0,36639654.0,-38099.0,30.0,,4521667.0,-142583530.0,2023-12-31,,1278.09,302567514.0,10827.0,2023-01-01 00:00:00,,209.0,76285.0,5345086.0,6867765.0,11533388.0,2097686128.0,469940828.0,73433705.0,57222.0,179.0,179524252.0,,,171390796.0,,307892592.0,350418096.0,2.0,23209.0,2023,,5325078.0,,,-142583530.0,-0.07939483181061255,-62517314.0,-0.13303231018693273,0.06234458894600048,2.8656158416885646,-0.10604578023725669,-1.965936803466449,56.819358138979375,0.9827047543904531,0.01729524560954685,-3.2019715038944168,5325078.0,1.5263141764709949,1.341086072221567,non-profit
ADVENTIST HEALTH BAKERSFIELD (050455),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,3763109.0,,,47220469.0,,24543983.0,,CA,450525569.0,113053109.0,28780852.0,28745245.0,-83201.0,43.0,,242496181.0,72586932.0,2023-12-31,,1549.52,247328736.0,16556.0,2023-01-01 00:00:00,,254.0,92710.0,1433516.0,6562394.0,1560514.0,2977763651.0,534648809.0,42914008.0,66012.0,211.0,171332471.0,,,169294535.0,,413451905.0,439084187.0,2.0,13160.0,2023,,166123169.0,,,72586932.0,0.04590673838010925,-20548858.0,-0.03843430987611159,2.144975783018935,4.525935850202934,2.0742487586077796,0.6420604673507917,1.4888274615083945,0.5982043691393804,0.4017956308606197,-5.045919212013258,166123169.0,1.2931342256120455,1.217645328229504,non-profit
ADVENTIST HEALTH CASTLE (120006),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,2740624.0,,,21728379.0,,-2086346.0,,HI,168667088.0,38690320.0,13331911.0,13072824.0,98045.0,8.0,,88646318.0,44700599.0,2023-12-31,,1098.19,103463008.0,6257.0,2023-01-01 00:00:00,,142.0,51830.0,657984.0,4946320.0,5509260.0,631038062.0,218054683.0,20109616.0,25738.0,134.0,71782634.0,,,96560633.0,,255450916.0,108607734.0,2.0,5413.0,2023,,151987908.0,,,44700599.0,-0.009567994464948042,-29661964.0,-0.13602993337226332,2.2911756222228195,3.962446756708138,2.146325334088733,1.1553432228009486,0.6807318382196562,0.40502108827826633,0.5949789117217337,-8.812848460788492,151987908.0,0.8536069723860376,2.00772702798495,non-profit
ADVENTIST HEALTH CLEARLAKE (051317),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,,,,,3555.0,15721967.0,,CA,183861530.0,15213253.0,8618902.0,9626376.0,,4.0,,76465499.0,42205706.0,2023-12-31,,417.23,82108588.0,1330.0,2023-01-01 00:00:00,,25.0,9125.0,214953.0,1625416.0,2214575.0,426004003.0,169685711.0,,5615.0,21.0,,,,62129410.0,,124175633.0,69598116.0,2.0,2378.0,2023,,42067045.0,,,42209261.0,0.09265345271176074,-9478394.0,-0.055858527769612844,5.026242513681985,7.349340538805212,4.905271081733802,2.7742722743124038,1.9518506232134918,0.6612294700362027,0.3387705299637973,,42067045.0,1.3664976525628019,2.4380790853591496,non-profit
ADVENTIST HEALTH GLENDALE (050239),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,11705645.0,,,129957119.0,624822.0,-18938061.0,,CA,457452030.0,72611145.0,26778181.0,27686887.0,410875.0,32.0,,86527063.0,1536967.0,2023-12-31,21.2,1713.22,310587106.0,15970.0,2023-01-01 00:00:00,,323.0,117895.0,2282969.0,8677483.0,8098396.0,3560915076.0,535954970.0,122318420.0,77026.0,277.0,193616747.0,,,201027333.0,,273635978.0,679826340.0,2.0,31833.0,2023,,-36951128.0,,,2161789.0,-0.035335171908192214,-61132641.0,-0.11406301727176818,1.1916498906607242,9.392334041833385,1.0407026497103165,0.02116709494114161,-8.405348437536196,1.1350375351592106,-0.1350375351592107,-4.530655508517472,-36951128.0,1.9586421855681566,0.7883704094195585,non-profit
ADVENTIST HEALTH HANFORD (050121),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,8411693.0,,,32513202.0,,57192915.0,,CA,302692535.0,156260598.0,13909443.0,14078583.0,-89806.0,28.0,,607536699.0,446476852.0,2023-12-31,20.37,1064.24,298763791.0,9203.0,2023-01-01 00:00:00,,235.0,85775.0,1421835.0,6375018.0,6892180.0,1634199912.0,359229664.0,29325866.0,43205.0,207.0,123439188.0,,,123045884.0,,804815681.0,253015065.0,1.0,10558.0,2023,,506051890.0,,,446476852.0,0.1592098891922244,-29458862.0,-0.08200564973387053,3.8879711634023058,4.476444644093836,3.8380746885404853,2.8572580529865883,0.5903817314070302,0.37122014152206856,0.6287798584779314,-2.682775274846574,506051890.0,0.4463502295999623,1.4197955524901253,non-profit
ADVENTIST HEALTH LODI MEMORIAL (050336),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,5064317.0,,,36172576.0,,-2142645.0,,CA,217336811.0,179617924.0,19442829.0,19381322.0,95561.0,10.0,,90359104.0,-12361980.0,2023-12-31,,856.33,182540050.0,7396.0,2023-01-01 00:00:00,,186.0,67890.0,630310.0,3407827.0,5720198.0,2135955049.0,275432062.0,33304111.0,33326.0,172.0,94382637.0,,,95617351.0,,199026758.0,366259767.0,1.0,10524.0,2023,,16486708.0,,,-12361980.0,-0.007779214171515007,-23691929.0,-0.08601732430119192,0.5030628457770172,1.9702810227335663,0.4805810304321299,-0.0688237550279225,11.071952629961057,0.9171633595116894,0.08283664048831062,-3.54869787969434,16486708.0,1.383894631896682,0.7520128794271853,non-profit
