Hospital,Hospital type,Control type,IPPS Payment amount (unadjusted),Total Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C8_14),S10 DATA: Cost of Uncompensated Care (S10_C1_30),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,HAC reduction adjustment amount,HVBP payment adjustment amount,Total Salaries,State,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,"ADJUSTED SALARIES, Subtotal Salaries",IPPS Interim payment,S10 DATA: Net Revenue from Medicaid (S10_C1_2),S10 DATA: Cost of charity care (S10_C3_23),NUMBER OF BEDS: ICU,BED DAYS: Total Hospital,Total Charges,Total Costs,S10 DATA: Total Bad Debt expense (S10_C1_26),REIMBURSEMENT SETTLEMENT: Interim payments,Total Inpatient DaysOutpatient Visits: Total Facility FTEs (S3_1_C9_27),Total Inpatient DaysOutpatient Visits: Total discharges (S3_1_C15_14),Medicare Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C6_14),S10 DATA: Medicaid charges (S10_C1_6),S10 DATA: Cost To Charge Ratio (S10_C1_1),Total Liabilities,Fiscal Year Begin Date,Fiscal Year End Date,Beginning FFY
ADVENTIST HEALTH SIMI VALLEY (050236),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,29110314.0,26847.0,1340997.0,,,,3378.0,56929698.0,CA,4904595.0,144.0,61700482.0,26229095.0,15014835.0,352257.0,24.0,52560.0,666423332.0,132950155.0,4530615.0,4848805.0,,6574.0,11324.0,137401395.0,0.199498,135836995.0,2018-01-01 00:00:00,2018-12-31,2018
ADVENTIST HEALTH SONORA (050335),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,34457795.0,16700.0,2054300.0,,,,143019.0,83056123.0,CA,41390711.0,84.0,81019714.0,31999309.0,35721477.0,675538.0,6.0,30660.0,951221251.0,215027268.0,5576168.0,40985639.0,,4158.0,9407.0,188130528.0,0.226054,110068448.0,2018-01-01 00:00:00,2018-12-31,2018
ADVENTIST HEALTH ST. HELENA (050013),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,44750861.0,22828.0,1569600.0,,,,63426.0,71914223.0,CA,28408692.0,117.0,63155134.0,41483698.0,23773034.0,1168461.0,12.0,48637.0,1026075082.0,172176988.0,1335982.0,28091778.0,,3690.0,9864.0,187861859.0,0.167802,98090465.0,2018-01-01 00:00:00,2018-12-31,2018
ADVENTIST HEALTH TEHACHAPI VALLEY (051301),Critical Access Hospitals,Voluntary Nonprofit-Church,,2877.0,2410630.0,,,,,11315790.0,CA,1382284.0,20.0,,,4285080.0,103147.0,4.0,8855.0,70192501.0,28436858.0,5725717.0,1042764.0,,168.0,322.0,28262200.0,0.405127,63369273.0,2018-01-01 00:00:00,2018-12-31,2018
ADVENTIST HEALTH UKIAH VALLEY (050301),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,15579795.0,12747.0,2948740.0,,,,94135.0,50669283.0,CA,20577051.0,50.0,56848213.0,14693257.0,25957254.0,1885661.0,6.0,18250.0,514683855.0,162202371.0,3271232.0,20450235.0,,3451.0,5306.0,176929880.0,0.31515,82014445.0,2018-01-01 00:00:00,2018-12-31,2018
ADVENTIST HEALTH VALLEJO (054074),Psychiatric,Voluntary Nonprofit-Church,,19304.0,,,,,,13202548.0,CA,484024.0,61.0,,,,,,22265.0,86920418.0,22595569.0,,474342.0,,1981.0,5182.0,,,98090465.0,2018-01-01 00:00:00,2018-12-31,2018
ADVENTIST HEALTH WHITE MEMORIAL (050103),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,46797913.0,82082.0,2099255.0,,,,47300.0,137018957.0,CA,7363543.0,310.0,139725001.0,43001088.0,107600543.0,723769.0,34.0,113150.0,2388428023.0,309922582.0,8692867.0,7389490.0,61.95,18937.0,11408.0,1221449090.0,0.12976,100193166.0,2018-01-01 00:00:00,2018-12-31,2018
ADVENTIST HINSDALE HOSPITAL (140122),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,44790117.0,51311.0,3346642.0,,,,313264.0,92020485.0,IL,16300451.0,244.0,84532031.0,40110986.0,11084866.0,1847434.0,58.0,89060.0,1064081874.0,279524568.0,5616825.0,16198356.0,26.01,10966.0,16399.0,95892067.0,0.262691,205154864.0,2018-01-01 00:00:00,2018-12-31,2018
ADVENTIST LAGRANGE MEMORIAL HOSPITAL (140065),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,39030224.0,32100.0,2674496.0,,,,286012.0,53095319.0,IL,11552306.0,159.0,52373986.0,35015821.0,6816435.0,1578512.0,27.0,58035.0,592129784.0,136345149.0,4578416.0,11416837.0,19.77,7405.0,16537.0,54912409.0,0.230262,155796767.0,2018-01-01 00:00:00,2018-12-31,2018
ADVENTIST MEDICAL CENTER-PORTLAND (380060),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,30096669.0,31124.0,3378482.0,,,,374286.0,130082953.0,OR,11434389.0,168.0,90367505.0,28373008.0,39417925.0,1499075.0,12.0,61320.0,840641323.0,202006822.0,7520351.0,11396700.0,,9063.0,7442.0,186465999.0,0.240301,133690331.0,2018-01-01 00:00:00,2018-12-31,2018
ADVENTIST REHAB. HOSPT. OF MD (213029),Rehabilitation,Voluntary Nonprofit-Church,,26070.0,,,,,,29028696.0,MD,591.0,89.0,,,,,,32485.0,72960517.0,43587730.0,,574.0,,1873.0,15379.0,,,9165191.0,2018-01-01 00:00:00,2018-12-31,2018
ADVOCATE BROMENN MEDICAL CENTER (140127),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,29101283.0,32224.0,4441924.0,,,,150867.0,59666163.0,IL,8389126.0,206.0,56807181.0,26449476.0,14609982.0,2512486.0,30.0,75190.0,466751299.0,130528136.0,6742638.0,8410067.0,14.44,8164.0,10749.0,74333033.0,0.279652,6489812000.0,2018-01-01 00:00:00,2018-12-31,2018
ADVOCATE CHRIST HOSPITAL (140208),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,218198123.0,227436.0,28967738.0,,,,46966.0,366486693.0,IL,38828685.0,706.0,341513384.0,201105589.0,186440467.0,19124394.0,182.0,257447.0,3668035354.0,949691602.0,36693211.0,37570365.0,236.63,42133.0,61582.0,793873829.0,0.25891,6489812000.0,2018-01-01 00:00:00,2018-12-31,2018
ADVOCATE EUREKA HOSPITAL (141309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,1209.0,419411.0,,,,,8792058.0,IL,2553728.0,25.0,,,1463428.0,87411.0,,9125.0,30659906.0,18619658.0,606335.0,2233479.0,,173.0,897.0,3364520.0,0.607297,6489812000.0,2018-01-01 00:00:00,2018-12-31,2018
ADVOCATE GOOD SAMARITAN HOSPITAL (140288),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,68007466.0,70253.0,11122963.0,,,,269991.0,120720934.0,IL,20710593.0,243.0,118480380.0,61280889.0,20411325.0,7446560.0,55.0,88695.0,1317817897.0,308848206.0,15215597.0,20663078.0,,16279.0,24979.0,157598750.0,0.234363,6489812000.0,2018-01-01 00:00:00,2018-12-31,2018
ADVOCATE LUTHERAN GENERAL HOSPITAL (140223),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,141894300.0,145866.0,24462412.0,,,,59460.0,255610631.0,IL,39163652.0,534.0,225736216.0,130715148.0,68505153.0,18412726.0,33.0,194784.0,2498824646.0,609147401.0,23938143.0,38387997.0,212.48,27333.0,44060.0,396545372.0,0.243774,6489812000.0,2018-01-01 00:00:00,2018-12-31,2018
ADVOCATE NORTHSIDE HEALTH SYSTEM (140182),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,48186400.0,51024.0,15604032.0,,,,37741.0,147733741.0,IL,17650197.0,254.0,120943014.0,44642104.0,73695036.0,10865912.0,74.0,92841.0,1438797437.0,330458831.0,19576952.0,17601790.0,180.18,11900.0,10030.0,251024363.0,0.229677,6489812000.0,2018-01-01 00:00:00,2018-12-31,2018
ADVOCATE SHERMAN HOSPITAL (140030),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,56614615.0,60597.0,13144449.0,,,,274844.0,102002829.0,IL,28468560.0,255.0,102507201.0,51120818.0,27982606.0,8314237.0,30.0,93075.0,1388072643.0,282260876.0,22796078.0,28328669.0,,16813.0,23495.0,181623233.0,0.203347,6489812000.0,2018-01-01 00:00:00,2018-12-31,2018
ADVOCATE TRINITY HOSPITAL (140048),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,24629585.0,29974.0,7290359.0,,,,104120.0,52874417.0,IL,5517203.0,201.0,53588939.0,22471442.0,33384496.0,4824516.0,24.0,73365.0,501239560.0,130896404.0,8800958.0,5763401.0,,7277.0,9129.0,142305676.0,0.261145,6489812000.0,2018-01-01 00:00:00,2018-12-31,2018
AIKEN REGIONAL MEDICAL CENTER (420082),General Short Term (Acute Care Hospitals),Proprietary-Corporation,34142367.0,45532.0,12748041.0,,,333571.0,-166662.0,58649693.0,SC,11477098.0,204.0,54100543.0,30219179.0,25209712.0,7799490.0,35.0,68545.0,1118237995.0,148254120.0,35760202.0,11192354.0,4.69,10569.0,16236.0,200036467.0,0.132578,-125914133.0,2018-01-01 00:00:00,2018-12-31,2018
AKRON GENERAL MEDICAL CENTER (360027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,80946123.0,103222.0,13600196.0,,,571260.0,-24654.0,233251029.0,OH,32260034.0,383.0,204705578.0,72101318.0,69185602.0,9151945.0,34.0,139395.0,2521482040.0,472485952.0,21315340.0,32048917.0,137.98,24183.0,30464.0,450875304.0,0.187384,323906931.0,2018-01-01 00:00:00,2018-12-31,2018
ALAMANCE REGIONAL MEDICAL CENTER (340070),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,26477473.0,36522.0,19588447.0,,,,-17158.0,81364112.0,NC,17080617.0,176.0,69805892.0,23693847.0,16234576.0,10373072.0,32.0,64240.0,736920093.0,205992013.0,32605702.0,16994750.0,,9944.0,9176.0,90236081.0,0.279531,36299915.0,2017-10-01 00:00:00,2018-09-30,2018
ALAMEDA HEALTH SYSTEM (050320),General Short Term (Acute Care Hospitals),Governmental-County,62055635.0,59337.0,31301377.0,,,141358.0,-75601.0,324985687.0,CA,15326395.0,169.0,235186398.0,65394252.0,191031496.0,25487125.0,32.0,61685.0,2266576609.0,683174141.0,18850725.0,13930968.0,99.99,10580.0,12766.0,1234937917.0,0.301412,760147283.0,2018-07-01 00:00:00,2019-06-30,2018
ALAMEDA HOSPITAL (050211),General Short Term (Acute Care Hospitals),Governmental-Hospital District,17712218.0,12846.0,4742771.0,,,,30101.0,58722314.0,CA,5210598.0,37.0,44515943.0,16581852.0,45258632.0,2939719.0,,13505.0,420402281.0,122834620.0,6094855.0,5680667.0,,2715.0,6053.0,197571408.0,0.292184,760147283.0,2018-07-01 00:00:00,2019-06-30,2018
ALASKA NATIVE MEDICAL CENTER (020026),General Short Term (Acute Care Hospitals),Governmental- Federal,39519597.0,38396.0,,,,399462.0,29897.0,211782004.0,AK,23401085.0,174.0,134019530.0,38032215.0,,,,63146.0,4707199.0,394358900.0,,21972690.0,,8376.0,9296.0,,,,2017-10-01 00:00:00,2018-09-30,2018
ALASKA PSYCHIATRIC INSTITUTE (024002),Psychiatric,Governmental-Hospital District,,14607.0,,,,,,17509434.0,AK,27923.0,80.0,17364112.0,,,,,29200.0,21874737.0,38923211.0,,8841.0,,497.0,1221.0,,,,2018-07-01 00:00:00,2019-06-30,2018
ALASKA REGIONAL HOSPITAL (020017),General Short Term (Acute Care Hospitals),Proprietary-Corporation,49036467.0,34714.0,6880105.0,,,133085.0,219944.0,67938701.0,AK,8582273.0,164.0,69939320.0,46021725.0,38418309.0,5048851.0,24.0,59860.0,1135761468.0,191757048.0,10087146.0,8629700.0,,6388.0,14464.0,240677000.0,0.168836,-263093322.0,2018-01-01 00:00:00,2018-12-31,2018
ALASKA SPECIALTY HOSPITAL  LLC (022001),General Long Term,Proprietary-Partnership,,13202.0,,,,,,15747246.0,AK,,59.0,,,,,,21535.0,73640168.0,34358271.0,,,,313.0,8484.0,,,7562050.0,2018-01-01 00:00:00,2018-12-31,2018
ALBANY MEDICAL CENTER HOSPITAL (330013),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,176470351.0,214165.0,10253553.0,,,,-344665.0,318859936.0,NY,33028167.0,747.0,278476146.0,164136880.0,149932571.0,6690367.0,85.0,272655.0,3152876027.0,828653856.0,13193340.0,32019729.0,383.84,39130.0,58428.0,651072946.0,0.262825,686481924.0,2018-01-01 00:00:00,2018-12-31,2018
ALBANY MEMORIAL HOSPITAL (330003),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,5624730.0,6488.0,2598483.0,,,51173.0,17389.0,34819351.0,NY,9783469.0,73.0,28028642.0,4447981.0,9182685.0,955232.0,16.0,26645.0,318311079.0,78947695.0,6442971.0,9738753.0,,1714.0,2254.0,56158756.0,0.248021,14187668.0,2018-07-01 00:00:00,2019-06-30,2018
ALBERT EINSTEIN MEDICAL CENTER (390142),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,132682989.0,108698.0,8391192.0,,,1044399.0,-306811.0,324118047.0,PA,25751795.0,407.0,259345545.0,131878843.0,269739166.0,1180456.0,32.0,148555.0,3083199094.0,647125406.0,32392917.0,20099583.0,338.87,25138.0,24694.0,1104142482.0,0.209888,552197496.0,2018-07-01 00:00:00,2019-06-30,2018
ALBERT J SOLNIT CHILDRENS CENTER (074015),Children (Psychiatric),Proprietary-Other,,,,,,,,,CT,,,,,,,,,,,,,,,,,,,2018-07-01 00:00:00,2019-06-30,2018
ALEXANDRIA BEHAVORIAL HEALTH HSP (244012),Psychiatric,Governmental-State,,5433.0,,,,,,5855760.0,MN,,16.0,,,,,,5840.0,38031.0,8368875.0,,,,133.0,1147.0,,,,2018-07-01 00:00:00,2019-06-30,2018
ALEXIAN BROTHERS BEHAVIORAL HEALTH (144031),Psychiatric,Voluntary Nonprofit-Church,,44634.0,,,,,,42939368.0,IL,607757.0,141.0,28771004.0,,,,,51465.0,159387817.0,56176202.0,,640232.0,,5474.0,10388.0,,,20112861.0,2018-07-01 00:00:00,2019-06-30,2018
ALEXIAN BROTHERS MEDICAL CENTER (140258),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,86971501.0,74451.0,12835914.0,,,,71587.0,142519708.0,IL,39953253.0,257.0,136891499.0,78699936.0,37946493.0,10383563.0,36.0,93805.0,2263873054.0,434085205.0,11282842.0,39601346.0,,15522.0,34900.0,230980166.0,0.191744,138837211.0,2018-07-01 00:00:00,2019-06-30,2018
ALFRED I DUPONT HOSP FOR CHILDREN (083300),Childrens,Voluntary Nonprofit-Other,,51588.0,,,,,,346387247.0,DE,636655.0,208.0,,,,,70.0,75920.0,1248890907.0,455448185.0,,498444.0,137.62,9310.0,484.0,,,49847529.0,2018-01-01 00:00:00,2018-12-31,2018
ALHAMBRA (054032),Psychiatric,Proprietary-Corporation,,33039.0,,,,,,14452666.0,CA,2702830.0,97.0,,,,,,35405.0,69714961.0,23777575.0,,2917256.0,,5283.0,3805.0,,,-31546050.0,2018-02-01 00:00:00,2019-01-31,2018
ALHAMBRA HOSPITAL (050281),General Short Term (Acute Care Hospitals),Proprietary-Corporation,15707923.0,20061.0,2712571.0,,,,36640.0,45510554.0,CA,2603095.0,101.0,42480383.0,12362003.0,24777144.0,1752801.0,13.0,36865.0,553244607.0,93921176.0,4561208.0,2172188.0,,4792.0,6443.0,229541154.0,0.169764,78898564.0,2018-07-01 00:00:00,2019-06-30,2018
ALICE HYDE MEDICAL CENTER (330084),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5695986.0,5617.0,1557875.0,,,,58417.0,46154237.0,NY,6883700.0,48.0,29072068.0,4789629.0,9092953.0,480595.0,5.0,17551.0,175129944.0,77994322.0,2488254.0,6742774.0,,1687.0,2352.0,32389690.0,0.445351,49814444.0,2017-10-01 00:00:00,2018-09-30,2018
ALICE PECK DAY MEMORIAL HOSPITAL (301305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,4878.0,1267545.0,,,,,28721789.0,NH,8959743.0,24.0,,,2380102.0,168596.0,,8760.0,90152064.0,59514314.0,1756000.0,7786882.0,,855.0,3373.0,6954834.0,0.660155,47949000.0,2018-07-01 00:00:00,2019-06-30,2018
ALLE-KISKI MEDICAL CENTER (390032),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9621765.0,13713.0,1201128.0,,,79783.0,-37059.0,40725764.0,PA,4335934.0,143.0,33437330.0,8773597.0,5780200.0,879677.0,16.0,52195.0,426932019.0,106345561.0,1208150.0,4203522.0,,3752.0,3613.0,49944406.0,0.249092,46127782.0,2018-07-01 00:00:00,2019-06-30,2018
ALLEGAN GENERAL HOSPITAL (231328),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2265.0,1297503.0,,,,,15930323.0,MI,3992981.0,25.0,13955008.0,,2314916.0,16047.0,,9125.0,86780853.0,40195466.0,3011123.0,5269577.0,,672.0,947.0,15460254.0,0.463184,28052460.0,2018-01-01 00:00:00,2018-12-31,2018
ALLEGHANY MEMORIAL HOSPITAL (341320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1355.0,686947.0,,,,,5050986.0,NC,1716632.0,25.0,,,1238234.0,74450.0,,9125.0,24515686.0,10224132.0,1495142.0,1808221.0,,321.0,973.0,3087582.0,0.417044,3062706.0,2017-10-01 00:00:00,2018-09-30,2018
ALLEGHENY (393304),Childrens,Proprietary-Corporation,,,,,,,,,PA,,,,,,,,,,,,,,,,,,,2018-07-01 00:00:00,2019-06-30,2018
ALLEGHENY GENERAL HOSPITAL (390050),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,150441149.0,128386.0,9168799.0,,,1271731.0,-516587.0,208417745.0,PA,29529933.0,552.0,180112140.0,141298008.0,49744164.0,5993616.0,50.0,183201.0,3300281701.0,692238038.0,14712718.0,24964633.0,382.59,23231.0,28644.0,333724577.0,0.209751,271940105.0,2018-07-01 00:00:00,2019-06-30,2018
ALLEGIANCE BEHAVIORAL CTR OF PLAINVI (454101),Psychiatric,Proprietary-Corporation,,3796.0,,,,,,2457997.0,TX,1424455.0,20.0,2457997.0,,,,,,17543364.0,4789154.0,,1395929.0,,278.0,3394.0,,,4327553.0,2018-01-01 00:00:00,2018-12-31,2018
ALLEGIANCE HEALTH CTR OF RUSTON (194087),Psychiatric,Proprietary-Corporation,,9096.0,,,,,,4104051.0,LA,1495056.0,28.0,4104051.0,,,,,10220.0,31304656.0,7753230.0,,1465157.0,,629.0,6843.0,,,2022125.0,2018-01-01 00:00:00,2018-12-31,2018
ALLEGIANCE SPECIALTY HOSPITAL OF GRE (252013),General Long Term,Proprietary-Corporation,,7967.0,,,,,,4652898.0,MS,1015095.0,39.0,4652898.0,,,,,14235.0,49135106.0,10375975.0,,994794.0,,351.0,6200.0,,,5265012.0,2017-11-01 00:00:00,2018-10-31,2018
ALLEN COUNTY REGIONAL HOSPITAL (171373),General Short Term (Critical Access Hospitals),Governmental-County,,3292.0,1133306.0,,,,,7149769.0,KS,2619006.0,25.0,,,1140535.0,90859.0,,9125.0,45560765.0,20429937.0,2449667.0,2991567.0,,536.0,2514.0,5257335.0,0.448411,2492793.0,2018-01-01 00:00:00,2018-12-31,2018
ALLEN MEMORIAL HOSPITAL (160110),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,32056124.0,33116.0,4009614.0,,,,86612.0,84802514.0,IA,20241932.0,187.0,61803729.0,27795271.0,24753896.0,2946854.0,19.0,68255.0,618968817.0,175423548.0,3589388.0,19907192.0,7.74,9149.0,10769.0,75659838.0,0.283413,122812144.0,2018-01-01 00:00:00,2018-12-31,2018
ALLEN PARISH HOSPITAL (190133),General Short Term (Acute Care Hospitals),Governmental-Hospital District,746422.0,1543.0,796400.0,,,,,7161956.0,LA,327637.0,25.0,4473340.0,868256.0,25784974.0,6197.0,,9125.0,30678229.0,14176967.0,1709959.0,321081.0,,361.0,699.0,10537421.0,0.462118,6284751.0,2018-07-01 00:00:00,2019-06-30,2018
ALLENDALE COUNTY HOSPITAL (421300),General Short Term (Critical Access Hospitals),Governmental-County,,1565.0,1578874.0,,,,,7988000.0,SC,920880.0,25.0,,,1123744.0,307947.0,,9125.0,18664709.0,13261488.0,1864178.0,1006903.0,,142.0,670.0,3080495.0,0.710511,3859474.0,2017-10-01 00:00:00,2018-09-30,2018
ALLIANCE COMMUNITY HOSPITAL (360131),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7543672.0,5702.0,2726785.0,,,,-10335.0,36157071.0,OH,5573853.0,55.0,30328249.0,6518347.0,10315879.0,1199110.0,12.0,19471.0,193150496.0,79656550.0,3764355.0,5519601.0,8.98,1836.0,2548.0,45688272.0,0.412407,77780725.0,2018-01-01 00:00:00,2018-12-31,2018
ALLIANCE HEALTH CENTER (250151),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2547442.0,6765.0,967429.0,,,,,11967932.0,MS,1341819.0,83.0,6139168.0,2200913.0,10229372.0,720179.0,,30295.0,78781830.0,22308225.0,810809.0,1315022.0,,1177.0,3392.0,25005600.0,0.284255,35219461.0,2018-01-01 00:00:00,2018-12-31,2018
ALLIANCE HEALTH CLINTON (370029),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2623888.0,2631.0,1462592.0,,,,24147.0,7573091.0,OK,2778534.0,45.0,6747091.0,2821103.0,1580504.0,737258.0,4.0,16425.0,86730366.0,19157414.0,3200132.0,2719056.0,,888.0,1075.0,14178868.0,0.220885,14442471.0,2018-04-01 00:00:00,2019-03-31,2018
ALLIANCE HEALTH SEMINOLE (370229),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2087241.0,2099.0,1618601.0,,,,9084.0,5683144.0,OK,2207999.0,32.0,4728886.0,2386052.0,1809989.0,866331.0,,11680.0,68475075.0,15269058.0,3215548.0,2163594.0,,500.0,1566.0,12804507.0,0.222987,14929380.0,2018-04-01 00:00:00,2019-03-31,2018
ALLIANCE HEALTHCARE SYSTEM (250012),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1224744.0,2004.0,8739.0,,,,,4922933.0,MS,204963.0,27.0,3070911.0,1260295.0,932323.0,,,9855.0,27710764.0,10606224.0,24969.0,200746.0,,331.0,1668.0,1943940.0,0.382747,17007573.0,2018-01-01 00:00:00,2018-12-31,2018
ALLIANCEHEALTH DEACONESS (370032),General Short Term (Acute Care Hospitals),Proprietary-Corporation,16899332.0,17431.0,8934750.0,,,,-18834.0,29270032.0,OK,7461736.0,213.0,30479318.0,14727165.0,7061821.0,3494465.0,27.0,71142.0,684934076.0,83792255.0,43239179.0,7310839.0,,3635.0,6905.0,85585351.0,0.122336,70171011.0,2017-11-01 00:00:00,2018-09-30,2018
ALLIANCEHEALTH DURANT (370014),General Short Term (Acute Care Hospitals),Proprietary-Corporation,20057647.0,18415.0,5769242.0,,,,-9568.0,23965503.0,OK,7544250.0,140.0,24149276.0,17483462.0,9008079.0,3252571.0,8.0,51100.0,951777842.0,63968647.0,32691305.0,7815593.0,12.5,5012.0,8712.0,193824117.0,0.06721,-52826741.0,2017-10-01 00:00:00,2018-09-30,2018
ALLIANCEHEALTH MADILL (371326),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,1661.0,1639927.0,,,,,5563909.0,OK,399318.0,21.0,,,628316.0,858894.0,,7665.0,38214553.0,11849048.0,2460884.0,613941.0,,246.0,1296.0,5721381.0,0.310066,17693457.0,2018-04-01 00:00:00,2019-03-31,2018
ALLIANCEHEALTH MIDWEST (370094),General Short Term (Acute Care Hospitals),Proprietary-Corporation,26527446.0,31089.0,12313699.0,,,262740.0,-28495.0,36314201.0,OK,5273460.0,236.0,33572218.0,22361730.0,10657203.0,7657949.0,24.0,86140.0,1192326193.0,106645546.0,50154272.0,5358619.0,,6612.0,12023.0,206952624.0,0.089443,88323029.0,2018-07-01 00:00:00,2019-06-30,2018
ALLIANCEHEALTH WOODWARD (370002),General Short Term (Acute Care Hospitals),Proprietary-Corporation,4115008.0,3703.0,1702976.0,,,,-3460.0,15046183.0,OK,4921460.0,40.0,10633458.0,4531956.0,2006851.0,654112.0,6.0,14600.0,206493181.0,32303928.0,6397050.0,4903395.0,,1056.0,2454.0,20893597.0,0.156441,15958666.0,2018-06-01 00:00:00,2019-05-31,2018
ALLIED SERVICES REHAB HOSPITAL (393030),Rehabilitation,Voluntary Nonprofit-Other,,11565.0,,,,,,17551217.0,PA,3944.0,82.0,15853801.0,,,,,29930.0,62160375.0,36774767.0,,3865.0,,938.0,8241.0,,,6091032.0,2018-07-01 00:00:00,2019-06-30,2018
ALLINA HEALTH FARIBAULT MEDICAL CTR (240071),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5314572.0,4407.0,1621721.0,,,,51855.0,17668612.0,MN,4345883.0,32.0,15429784.0,5535750.0,1087588.0,683949.0,,11680.0,112071901.0,40301325.0,2608947.0,4252743.0,,1490.0,1695.0,4681842.0,0.359602,120494965.0,2018-01-01 00:00:00,2018-12-31,2018
ALTA BATES MEDICAL CENTER (050305),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8941878.0,10662.0,7462772.0,,,,-57844.0,37145295.0,CA,6396753.0,337.0,35676424.0,7542516.0,12677344.0,733141.0,30.0,19883.0,297655735.0,97713796.0,20492826.0,6371957.0,,2258.0,2144.0,80317659.0,0.328278,1089521204.0,2018-01-01 00:00:00,2018-02-28,2018
ALTA BATES MEDICAL CENTER (050305),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,45285000.0,54568.0,7703511.0,,,,-224607.0,199343549.0,CA,31997182.0,337.0,182066616.0,44349339.0,61182644.0,5375757.0,30.0,103122.0,1512802771.0,428273365.0,7747235.0,32145609.0,,7841.0,10410.0,400378877.0,0.283099,-55178296.0,2018-03-01 00:00:00,2018-12-31,2018
ALTA VIEW HOSPITAL (460044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5013319.0,8807.0,5102112.0,,,37045.0,9076.0,27557661.0,UT,5498131.0,58.0,29193507.0,3999570.0,4541245.0,3005741.0,4.0,21170.0,259607619.0,77617496.0,7008775.0,5384488.0,,2780.0,1273.0,16146106.0,0.29898,-96149537.0,2018-01-01 00:00:00,2018-12-31,2018
ALTA VISTA REGIONAL HOSPITAL (320003),General Short Term (Acute Care Hospitals),Proprietary-Corporation,4440576.0,3735.0,769648.0,,,,25960.0,9887372.0,NM,2216047.0,46.0,9807800.0,4382184.0,5786556.0,354184.0,8.0,16790.0,187949790.0,26176283.0,2614908.0,2211634.0,,1090.0,1617.0,64763661.0,0.139273,-30871982.0,2018-09-01 00:00:00,2019-08-31,2018
ALTON MEMORIAL HOSPITAL (140002),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,23008438.0,24099.0,5864270.0,,,,29879.0,44221219.0,IL,14500036.0,132.0,39738951.0,20105341.0,12686084.0,3967019.0,12.0,48180.0,520128036.0,121385847.0,7361628.0,14593975.0,,7386.0,10614.0,78684388.0,0.233377,11799009.0,2018-01-01 00:00:00,2018-12-31,2018
