Hospital,Hospital type,Control type,IPPS Interim payment,Cost of Uncompensated Care,Cost To Charge Ratio,Urban (1) and Rural (2) Indicator,Total Costs,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,IPPS Payment amount (unadjusted),Net Revenue from Medicaid,"Donations, Land Improvements",Total Charges,NUMBER OF BEDS: Total Hospital,Total Days,REIMBURSEMENT SETTLEMENT: Interim payments,Total Salaries,BED DAYS: Total Hospital,Total discharges,Total Bad Debt expense,Fiscal Year End Date,State,Total Days Title XVIII,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: ICU,Total cost of charity care,HVBP payment adjustment amount,Fiscal Year Begin Date,FTE Employees on Payroll,HAC reduction adjustment amount,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,Medicaid charges,Number of Interns & Residents,NUMBER OF BEDS: Adults & Pediatrics,Beginning FFY
ALFRED I DUPONT HOSP FOR CHILDREN (083300),Childrens,Voluntary Nonprofit-Other,,,,1.0,245240120.0,,,,,713937689.0,186.0,47431.0,298509.0,211877358.0,67890.0,8805.0,,2011-12-31,DE,169.0,198393.0,50.0,,,2011-01-01 00:00:00,92.94,,,99638357.0,,2278.0,114.0,2011
ALHAMBRA (054032),Psychiatric,Proprietary-Corporation,,,,1.0,15691685.0,,,,,49188758.0,97.0,29272.0,1468199.0,10162864.0,35405.0,4764.0,,2012-01-31,CA,3005.0,1470268.0,,,,2011-02-01 00:00:00,,,,65876703.0,,,97.0,2011
ALHAMBRA HOSPITAL (050281),General Short Term (Acute Care Hospitals),Proprietary-Corporation,23863952.0,2453010.0,0.169796,1.0,73761667.0,,23992046.0,5299060.0,,434413965.0,101.0,16288.0,3491771.0,28444286.0,36966.0,3751.0,8758158.0,2012-06-30,CA,9182.0,3114511.0,13.0,1099826.0,,2011-07-01 00:00:00,,,25171198.0,35702238.0,83512373.0,454.18,88.0,2011
ALICE HYDE MEDICAL CENTER (330084),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8050673.0,1759389.0,0.436796,2.0,55250594.0,,8717888.0,8371650.0,,126490697.0,76.0,12747.0,4457954.0,34669668.0,27740.0,2969.0,3909695.0,2011-12-31,NY,5285.0,4455062.0,6.0,51650.0,,2011-01-01 00:00:00,,,27066297.0,18689138.0,22896253.0,549.6,70.0,2011
ALICE PECK DAY MEMORIAL HOSPITAL (301305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1496366.0,0.735277,2.0,38868438.0,,,1288645.0,,52862301.0,25.0,5684.0,4111684.0,23389074.0,9125.0,990.0,1233514.0,2011-09-30,NH,3208.0,4634892.0,,603118.0,,2010-10-01 00:00:00,,,,19624880.0,4584217.0,339.23,25.0,2011
ALL CHILDRENS HOSPITAL (103300),Childrens,Voluntary Nonprofit-Other,,,0.284054,1.0,295142157.0,,,,,1039035975.0,259.0,73320.0,325222.0,181253977.0,94535.0,9514.0,,2011-09-30,FL,357.0,617138.0,23.0,,,2010-10-01 00:00:00,45.33,,,325365000.0,,2234.45,117.0,2011
ALLE-KISKI MEDICAL CENTER (390032),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,15243633.0,2622973.0,0.253913,1.0,107875940.0,,16777298.0,7021389.0,,424853566.0,188.0,33549.0,3439840.0,42839656.0,68808.0,7501.0,9220307.0,2012-06-30,PA,10079.0,3358638.0,16.0,378070.0,,2011-07-01 00:00:00,,,37560510.0,94235746.0,43884069.0,93908.71,172.0,2011
ALLEGAN GENERAL HOSPITAL (231328),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1797303.0,0.486244,1.0,34375034.0,,,1662702.0,,70695049.0,25.0,3170.0,3752555.0,15517989.0,9125.0,896.0,3565930.0,2011-12-31,MI,1677.0,3493466.0,,441755.0,,2011-01-01 00:00:00,,,,24767229.0,9876918.0,255.0,25.0,2011
ALLEGHANY MEMORIAL HOSPITAL (341320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,768268.0,0.548148,2.0,9724419.0,,,866388.0,,17740488.0,25.0,3203.0,1603825.0,4721052.0,9125.0,691.0,1170793.0,2011-09-30,NC,2197.0,1465193.0,,232927.0,,2010-10-01 00:00:00,,,,5595372.0,2148366.0,121.02,25.0,2011
ALLEGHENY GENERAL HOSPITAL (390050),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,113971959.0,9695958.0,0.247911,1.0,530077048.0,,119542194.0,44786523.0,,2138171358.0,555.0,131205.0,15484916.0,189706480.0,205890.0,23589.0,33983489.0,2012-06-30,PA,33883.0,15464594.0,69.0,1607906.0,,2011-07-01 00:00:00,398.76,,155066177.0,534130682.0,246267470.0,3714.88,409.0,2011
ALLEGIANCE BEHAVIORAL CTR OF PLAINVI (454101),Psychiatric,Proprietary-Corporation,,-49466.0,0.274705,2.0,4765200.0,,,,,17346620.0,20.0,3851.0,1603866.0,2069886.0,7300.0,253.0,,2011-12-31,TX,3743.0,1535350.0,,,,2011-01-01 00:00:00,,,2069886.0,2375743.0,,54.19,20.0,2011
ALLEGIANCE HEALTH CTR OF RUSTON (194087),Psychiatric,Proprietary-Corporation,,-30804.0,0.248886,2.0,4992227.0,,,,,20058311.0,14.0,4172.0,1649221.0,1768043.0,5110.0,255.0,,2011-12-31,LA,3759.0,1649221.0,,,,2011-01-01 00:00:00,,,1768043.0,288569.0,,44.25,14.0,2011
ALLEGIANCE HOSPITAL OF MIDLAND-PERMI (670064),General Short Term (Acute Care Hospitals),Proprietary-Corporation,202190.0,-48736.0,0.432338,1.0,6984777.0,,100831.0,,,16155818.0,9.0,53.0,749515.0,3324024.0,3276.0,22.0,,2011-09-30,TX,25.0,749515.0,,,,2010-10-01 00:00:00,,,1520963.0,6618535.0,,37.52,9.0,2011
ALLEGIANCE SPECIALTY HOSPITAL OF GRE (250166),General Short Term,Proprietary-Corporation,78582.0,,1.93789,1.0,1585291.0,,89965.0,,,818050.0,39.0,281.0,,818188.0,7332.0,10.0,,2011-10-31,MS,243.0,,,,,2011-04-26 00:00:00,,,818188.0,2487633.0,,17.01,39.0,2011
ALLEGIANCE SPECIALTY HOSPITAL OF KIL (450488),General Short Term (Acute Care Hospitals),Proprietary-Corporation,229564.0,-54934.0,0.271691,1.0,8341277.0,,284370.0,,,30701348.0,38.0,419.0,2659190.0,3616941.0,13832.0,86.0,,2012-08-31,TX,291.0,2582764.0,,,,2011-09-01 00:00:00,,,2736108.0,4668921.0,,83.27,38.0,2011
ALLEGIANCE SPECIALTY HOSPITAL OF LIT (042010),General Long Term,Proprietary-Corporation,,-23424.0,0.385558,1.0,8246007.0,,,,,21387223.0,40.0,7384.0,,3285343.0,14640.0,279.0,,2012-05-31,AR,5549.0,,,,,2011-06-01 00:00:00,,,3285343.0,6686733.0,,59.85,40.0,2011
ALLEN COUNTY REGIONAL HOSPITAL (171373),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,653328.0,0.350412,2.0,13291654.0,,,1069290.0,,37931523.0,25.0,3202.0,1559791.0,6019416.0,9125.0,657.0,2106261.0,2011-10-31,KS,2023.0,1311363.0,4.0,41970.0,,2010-11-01 00:00:00,,,,15786700.0,6082668.0,107.41,21.0,2011
ALLEN MEMORIAL HOSPITAL (160110),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,42459257.0,3620809.0,0.330707,1.0,145537977.0,,48076917.0,11512463.0,,440081989.0,201.0,41551.0,16603495.0,64365874.0,73365.0,10777.0,6214456.0,2011-12-31,IA,20995.0,16502996.0,26.0,1613408.0,,2011-01-01 00:00:00,8.21,,53506382.0,109217221.0,38672763.0,1197.92,175.0,2011
ALLEN PARISH HOSPITAL (190133),General Short Term (Acute Care Hospitals),Governmental-Hospital District,441381.0,1693286.0,0.551471,2.0,10470007.0,,409290.0,3581270.0,,18985612.0,25.0,996.0,540986.0,5717645.0,9150.0,170.0,2945208.0,2012-06-30,LA,659.0,453982.0,,86447.0,,2011-07-01 00:00:00,,,3291175.0,2647203.0,4766841.0,90.39,25.0,2011
ALLENDALE COUNTY HOSPITAL (421300),General Short Term (Critical Access Hospitals),Governmental-County,,1334178.0,0.704792,2.0,9654902.0,,,1667926.0,,13698937.0,25.0,3207.0,889784.0,5343833.0,9125.0,234.0,1913374.0,2011-09-30,SC,1190.0,674756.0,,119515.0,,2010-10-01 00:00:00,,,,4792136.0,2966179.0,99.17,25.0,2011
ALLIANCE COMMUNITY HOSPITAL (360131),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,11346953.0,3514237.0,0.459357,1.0,79061381.0,,12327638.0,7046298.0,,172113138.0,106.0,15280.0,5164695.0,39751221.0,38690.0,3488.0,5161200.0,2011-12-31,OH,7087.0,5119432.0,12.0,1317275.0,,2011-01-01 00:00:00,6.24,,32591480.0,68344462.0,21821989.0,679.07,94.0,2011
ALLIANCE HEALTH CENTER (250151),General Short Term (Acute Care Hospitals),Proprietary-Corporation,390610.0,-24520.0,0.371253,2.0,17538656.0,,478573.0,,,47241747.0,9.0,2919.0,196202.0,10093983.0,3285.0,447.0,,2011-12-31,MS,851.0,196202.0,,,,2011-01-01 00:00:00,,,3049773.0,105490804.0,,,9.0,2011
ALLIANCE HEALTHCARE SYSTEM (250012),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2015927.0,1573047.0,0.387397,1.0,10873593.0,,1893216.0,1073209.0,,28068344.0,27.0,2234.0,352477.0,4450124.0,9855.0,612.0,3907341.0,2011-12-31,MS,1499.0,345514.0,,108582.0,,2011-01-01 00:00:00,,,3975711.0,8635575.0,3256913.0,82.6,27.0,2011
ALLIED SERVICES REHAB HOSPITAL (393030),Rehabilitation,Voluntary Nonprofit-Other,,-24107.0,0.5265,1.0,31426927.0,,,,,59690312.0,135.0,21325.0,7015.0,16169049.0,49410.0,2124.0,,2012-06-30,PA,15884.0,7016.0,,,,2011-07-01 00:00:00,,,16169049.0,14000322.0,,336.0,135.0,2011
ALLINA HEALTH FARIBAULT MEDICAL CTR (240071),General Short Term (Acute Care Hospitals),Governmental-Hospital District,5273889.0,2301325.0,0.470865,2.0,33020428.0,,5232331.0,6159490.0,,70127227.0,40.0,5774.0,2567041.0,15170461.0,14600.0,1955.0,4197680.0,2011-12-31,MN,1971.0,2566118.0,6.0,325407.0,,2011-01-01 00:00:00,,,13182309.0,13216537.0,15129687.0,233.07,34.0,2011
ALPENA REGIONAL MEDICAL CENTER (230036),General Short Term (Acute Care Hospitals),Governmental-City,24248630.0,2192838.0,0.324192,1.0,85263080.0,0.88,21669554.0,5591872.0,,263001689.0,96.0,16248.0,15779714.0,47867229.0,35136.0,3765.0,6490782.0,2012-06-30,MI,10139.0,15347947.0,9.0,494137.0,,2011-07-01 00:00:00,,,35507011.0,25292303.0,29313317.0,764.8,87.0,2011
ALTA BATES MEDICAL CENTER (050305),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,63486098.0,11193824.0,0.243072,1.0,519346838.0,,63087964.0,95200532.0,,2136596777.0,347.0,92965.0,22772217.0,233016343.0,126655.0,18403.0,20366395.0,2011-12-31,CA,18598.0,22754214.0,30.0,6179611.0,,2011-01-01 00:00:00,,,209706220.0,120270052.0,613751937.0,1779.31,262.0,2011
ALTA VIEW HOSPITAL (460044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4270234.0,5453751.0,0.37647,1.0,65599060.0,,5001091.0,5259144.0,,174247725.0,74.0,13765.0,3476140.0,25178395.0,27010.0,3898.0,8434119.0,2011-12-31,UT,2333.0,3442982.0,4.0,2295930.0,,2011-01-01 00:00:00,,,26669756.0,1619995.0,13018009.0,451.53,70.0,2011
ALTA VISTA REGIONAL HOSPITAL (320003),General Short Term (Acute Care Hospitals),Proprietary-Corporation,7749917.0,2161006.0,0.180966,2.0,28561607.0,,6250870.0,6356002.0,,157828719.0,46.0,7448.0,3207431.0,12255240.0,16836.0,2238.0,4360094.0,2012-08-31,NM,3417.0,2199572.0,8.0,1409982.0,,2011-09-01 00:00:00,,,11909267.0,-39863053.0,38423946.0,201.23,38.0,2011
ALTON MEMORIAL HOSPITAL (140002),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,22359329.0,4114880.0,0.254103,1.0,90832348.0,,23946667.0,6359700.0,,357463213.0,132.0,25317.0,8794818.0,37207947.0,48180.0,5755.0,1104417.0,2011-12-31,IL,14101.0,8795014.0,12.0,4008575.0,,2011-01-01 00:00:00,,,32646794.0,55680124.0,48299924.0,651.31,120.0,2011
ALTON MENTAL HEALTH CENTER (144016),Psychiatric,Governmental-State,,-1728113.0,79.046421,1.0,35037326.0,,,,,443250.0,24.0,44325.0,22351.0,19131595.0,8784.0,107.0,,2012-06-30,IL,745.0,56748.0,,,,2011-07-01 00:00:00,,,9137297.0,,,265.35,24.0,2011
ALTOONA REGIONAL HEALTH SYSTEM (390073),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,47803118.0,10110732.0,0.311057,1.0,304229477.0,,54900737.0,26502670.0,,978049496.0,380.0,86557.0,18779639.0,131803310.0,156302.0,18283.0,24740521.0,2012-06-30,PA,29270.0,18318884.0,33.0,2975161.0,,2011-07-01 00:00:00,21.09,,129832547.0,191359027.0,138064712.0,2263.44,339.0,2011
ALTRU HEALTH SYSTEM-ALTRU HOSPITAL (350019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,46899430.0,9017841.0,0.323575,1.0,266539435.0,,50190485.0,36761718.0,,823732153.0,206.0,52534.0,28050633.0,204929880.0,75190.0,14131.0,23466844.0,2011-12-31,ND,22197.0,27948289.0,14.0,1589557.0,,2011-01-01 00:00:00,26.78,,112499942.0,235692188.0,63258708.0,2998.76,182.0,2011
ALVARADO HOSPITAL MEDICAL CENTER (050757),General Short Term (Acute Care Hospitals),Proprietary-Corporation,43170486.0,254456.0,0.214604,1.0,124002324.0,,46462954.0,7784403.0,,577818368.0,254.0,30394.0,5288452.0,54605930.0,92710.0,8240.0,,2011-12-31,CA,14749.0,4980077.0,28.0,494468.0,,2011-01-01 00:00:00,,,53000469.0,94129953.0,65001717.0,669.48,226.0,2011
ALVARADO PARKWAY INSTITUTE (054075),Psychiatric,Proprietary-Corporation,,,,1.0,19379535.0,,,,,54332790.0,66.0,22424.0,6069037.0,12187514.0,24090.0,2157.0,,2011-12-31,CA,15602.0,5199224.0,,,,2011-01-01 00:00:00,,,,2422582.0,,232.23,66.0,2011
AMERICAN FORK HOSPITAL (460023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6168997.0,5845179.0,0.375649,1.0,82319963.0,,7002715.0,9534367.0,,219140596.0,88.0,25159.0,3172661.0,30876733.0,32120.0,6670.0,7302320.0,2011-12-31,UT,3474.0,3127358.0,18.0,3126241.0,,2011-01-01 00:00:00,,,33105123.0,3023621.0,23507645.0,575.41,70.0,2011
AMERICAN LEGION HOSPITAL (190044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7732818.0,1798797.0,0.517158,2.0,29525562.0,,8308066.0,6606525.0,,57091935.0,140.0,14085.0,2299968.0,15032886.0,51100.0,3381.0,4004225.0,2011-12-31,LA,6442.0,2124183.0,4.0,75319.0,,2011-01-01 00:00:00,,,13285964.0,7398882.0,13930612.0,318.9,136.0,2011
AMERICAN ONCOLOGIC HOSPITAL (390196),Cancer (Acute Care Hospitals),Voluntary Nonprofit-Other,,-63948.0,0.367718,1.0,205360929.0,0.91,,,,558474139.0,100.0,22850.0,31266530.0,55924048.0,36600.0,5123.0,,2012-06-30,PA,8187.0,32007624.0,8.0,,,2011-07-01 00:00:00,31.17,,,165836862.0,,897.0,92.0,2011
AMERY REGIONAL MEDICAL CENTER (521308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1316404.0,0.633941,2.0,40613026.0,,,3959162.0,,64064394.0,25.0,3881.0,6897695.0,17669514.0,9150.0,991.0,1705040.0,2012-04-30,WI,2296.0,6606718.0,2.0,469499.0,,2011-05-01 00:00:00,,,,42155485.0,10372578.0,39.23,23.0,2011
ANAHEIM GENERAL HOSPITAL (050768),General Short Term (Acute Care Hospitals),Proprietary-Corporation,6703220.0,196701.0,0.224058,1.0,28507994.0,,6079306.0,8225587.0,,127234821.0,112.0,7366.0,832553.0,14379200.0,40992.0,1297.0,,2012-08-31,CA,4337.0,827584.0,12.0,196701.0,,2011-09-01 00:00:00,,,14234301.0,101968877.0,73513666.0,215.71,100.0,2011
ANAHEIM REGIONAL MEDICAL CENTER (050226),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,34484210.0,4357638.0,0.142624,1.0,197201221.0,,41729937.0,10221371.0,,1382668347.0,223.0,57796.0,5480569.0,79250374.0,81618.0,13059.0,11009418.0,2012-06-30,CA,15223.0,5265246.0,32.0,2868193.0,,2011-07-01 00:00:00,,,81117685.0,48670232.0,60448109.0,1082.1,180.0,2011
ANCORA PSYCHIATRIC HOSPITAL (314005),Psychiatric,Governmental-State,,-20607311.0,71.358907,1.0,134952965.0,,,,,1891186.0,709.0,171926.0,1020603.0,92208942.0,259494.0,967.0,,2012-06-30,NJ,4503.0,1243562.0,,,,2011-07-01 00:00:00,,,82638181.0,,,1620.0,709.0,2011
ANDALUSIA REGIONAL HOSPITAL (010036),General Short Term (Acute Care Hospitals),Proprietary-Corporation,8107032.0,1672677.0,0.206072,2.0,25975939.0,,9052980.0,2372946.0,,126052466.0,88.0,10739.0,2716013.0,11176948.0,32208.0,3208.0,8372737.0,2012-03-31,AL,5325.0,2534672.0,8.0,,,2011-04-01 00:00:00,,,10734985.0,-20572561.0,20458775.0,244.49,80.0,2011
ANDERSON COUNTY HOSPITAL (171316),Critical Access Hospitals,Voluntary Nonprofit-Other,,514527.0,0.724342,2.0,15201920.0,,,1691996.0,,20987199.0,9.0,1288.0,2860465.0,6804657.0,3252.0,87.0,598635.0,2011-12-31,KS,1248.0,2323689.0,,197932.0,,2011-01-01 00:00:00,,,,2568966.0,1807453.0,122.3,9.0,2011
ANDERSON HOSPITAL (140289),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,17704478.0,3618118.0,0.276173,1.0,99165128.0,,19711171.0,3162967.0,,359069513.0,134.0,28161.0,5687913.0,44989632.0,48910.0,7190.0,8083068.0,2011-12-31,IL,10268.0,5696344.0,12.0,1471954.0,,2011-01-01 00:00:00,,,45405596.0,79064906.0,36639802.0,871.3,122.0,2011
ANDERSON REGIONAL MED CTR-SOUTH CAMP (250081),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4272106.0,3493575.0,0.380841,2.0,31908456.0,,4387105.0,2183011.0,,83784293.0,116.0,6226.0,3320955.0,10466775.0,42340.0,1183.0,6533622.0,2011-09-30,MS,3309.0,3211678.0,8.0,1005304.0,,2011-01-01 00:00:00,,,11260301.0,53421185.0,8726209.0,276.39,108.0,2011
ANDROSCOGGIN VALLEY HOSPITAL (301310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3060526.0,0.495321,2.0,41762851.0,,,2965947.0,,84314776.0,25.0,5958.0,7078105.0,23794715.0,9125.0,1330.0,3104806.0,2011-12-31,NH,3897.0,6467171.0,5.0,1642526.0,,2011-01-01 00:00:00,,,,40194101.0,9282501.0,343.01,20.0,2011
ANGEL MEDICAL CENTER (341326),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2622438.0,0.371477,2.0,33114251.0,,,3262820.0,,89142029.0,25.0,6011.0,3630132.0,19221875.0,9125.0,1554.0,7290987.0,2011-09-30,NC,3801.0,3585178.0,5.0,237870.0,,2010-10-01 00:00:00,,,,18777087.0,11309309.0,323.38,20.0,2011
ANGLETON-DANBURY MEDICAL CENTER (450591),General Short Term (Acute Care Hospitals),Governmental-Hospital District,4723755.0,3946322.0,0.322379,2.0,27683932.0,,5154036.0,994465.0,,85873906.0,62.0,6389.0,2195125.0,11866857.0,22630.0,1798.0,11583498.0,2011-09-30,TX,2460.0,2130275.0,10.0,241803.0,,2010-10-01 00:00:00,,,11866857.0,20296339.0,5337191.0,237.2,52.0,2011
ANIMAS SURGICAL HOSPITAL (060117),General Short Term (Acute Care Hospitals),Proprietary-Partnership,1446593.0,387917.0,0.289831,2.0,13900532.0,,1621132.0,771338.0,,47960892.0,12.0,929.0,1994813.0,5010694.0,4380.0,518.0,1268923.0,2011-12-31,CO,378.0,1990488.0,,23783.0,,2011-01-01 00:00:00,,,4107396.0,3985030.0,3443121.0,75.13,12.0,2011
ANMED HEALTH (420027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,64456680.0,21887343.0,0.208443,1.0,296523492.0,,70047853.0,133319339.0,,1422565280.0,357.0,84629.0,22604104.0,155723077.0,130178.0,20896.0,68253295.0,2011-09-30,SC,39635.0,22032943.0,25.0,7986553.0,,2010-10-01 00:00:00,31.15,,118536878.0,385666704.0,26656680.0,2745.76,317.0,2011
ANMED HEALTHSOUTH (423029),Rehabilitation,Proprietary-Partnership,,-5481.0,0.364666,1.0,10944553.0,,,,,30012515.0,45.0,15126.0,4203.0,6272740.0,16425.0,1194.0,,2011-12-31,SC,11918.0,4203.0,,,,2011-01-01 00:00:00,,,6260604.0,7561611.0,,135.17,45.0,2011
ANN & ROBERT H. LURIE CHILDRENS HOS (143300),Childrens,Voluntary Nonprofit-Other,,,,1.0,426278765.0,,,,,1304984685.0,255.0,67063.0,2296753.0,253958893.0,93282.0,10982.0,,2012-08-31,IL,449.0,2311009.0,42.0,,,2011-09-01 00:00:00,240.91,,,885034334.0,,3546.85,163.0,2011
ANNA JAQUES HOSPITAL (220029),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,21104788.0,2279766.0,0.47552,1.0,99775161.0,,22726434.0,12484982.0,,209823325.0,106.0,25410.0,9233440.0,49793757.0,38810.0,6270.0,2589889.0,2011-09-30,MA,12093.0,9085931.0,8.0,1248679.0,,2010-10-01 00:00:00,,,47964038.0,55878398.0,27574111.0,678.98,98.0,2011
ANNANDALE BEHAVIORAL HEALTH HSP (244011),Psychiatric,Governmental-State,,,,2.0,4365350.0,,,,,24185.0,14.0,4837.0,,2946654.0,5124.0,184.0,,2012-06-30,MN,910.0,,,,,2011-07-01 00:00:00,,,,,,36.12,14.0,2011
ANNAPOLIS (230142),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,31379900.0,8383679.0,0.266245,1.0,109295513.0,,37443803.0,16546760.0,,410506880.0,191.0,39741.0,6147173.0,53925395.0,69516.0,8714.0,17857353.0,2011-12-31,MI,19319.0,5932588.0,18.0,4085383.0,,2011-01-01 00:00:00,28.19,,49117536.0,1022466.0,89939520.0,945.36,173.0,2011
ANNE ARUNDEL MEDICAL CENTER INC. (210023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,116091662.0,23145292.0,0.755683,1.0,401177663.0,,125892523.0,9928060.0,,530881074.0,336.0,118834.0,47613515.0,177121339.0,122976.0,27220.0,24534192.0,2012-06-30,MD,48514.0,34504417.0,20.0,4605220.0,,2011-07-01 00:00:00,,,162550604.0,548232000.0,11372070.0,2651.63,316.0,2011
ANNE BATES LEACH EYE HOSPITAL (100240),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,331254.0,8591880.0,0.26719,1.0,91665343.0,,399360.0,7537692.0,,343072010.0,56.0,450.0,16782602.0,30663804.0,20496.0,114.0,12822695.0,2012-05-31,FL,158.0,16527982.0,,5165784.0,,2011-06-01 00:00:00,10.12,,29663126.0,17523762.0,41569058.0,567.63,56.0,2011
ANNIE JEFFREY MEM. CNTY HLTH. CTR. (281314),General Short Term (Critical Access Hospitals),Governmental-County,,166832.0,0.785336,2.0,6135098.0,,,355899.0,,7812065.0,15.0,1114.0,1393167.0,2252310.0,5490.0,223.0,177336.0,2012-06-30,NE,808.0,1151061.0,,27564.0,,2011-07-01 00:00:00,,,,4338421.0,494911.0,51.77,15.0,2011
ANOKA-METRO REGIONAL TREATMENT CTR. (244002),Psychiatric,Governmental-State,,,,1.0,39297919.0,,,,,197975.0,211.0,49150.0,,33491492.0,77226.0,422.0,,2012-06-30,MN,4469.0,,,,,2011-07-01 00:00:00,,,,,,356.88,175.0,2011
ANSON COMMUNITY HOSPITAL (340084),General Short Term (Acute Care Hospitals),Governmental-County,3023178.0,1142145.0,0.292154,1.0,20040531.0,,2636662.0,2507133.0,,68595661.0,52.0,2206.0,1467848.0,10267063.0,18980.0,667.0,2952766.0,2011-12-31,NC,1464.0,1325757.0,,359088.0,,2011-01-01 00:00:00,,,7814072.0,4372723.0,11292677.0,180.0,52.0,2011
ANSON GENERAL HOSPITAL (450078),General Short Term (Acute Care Hospitals),Governmental-City-County,1563082.0,431679.0,0.731079,2.0,5589865.0,,1461258.0,268620.0,,7646048.0,21.0,3159.0,215503.0,3723876.0,7686.0,327.0,598545.0,2012-03-31,TX,2748.0,269444.0,,15512.0,,2011-04-01 00:00:00,,,2366646.0,607283.0,722458.0,77.37,21.0,2011
ANTELOPE MEMORIAL HOSPITAL (281326),Critical Access Hospitals,Voluntary Nonprofit-Other,,354178.0,0.691506,2.0,11139288.0,,,585126.0,,16108726.0,20.0,1823.0,2306013.0,5348309.0,7320.0,226.0,410817.0,2012-06-30,NE,1502.0,2276819.0,,70096.0,,2011-07-01 00:00:00,,,,5362907.0,928729.0,92.49,20.0,2011
ANTELOPE VALLEY HOSPITAL (050056),General Short Term (Acute Care Hospitals),Governmental-Hospital District,57453444.0,7013548.0,0.249451,1.0,312482278.0,,62555126.0,,,1252680142.0,399.0,104310.0,7300579.0,158226885.0,146034.0,23480.0,,2012-06-30,CA,25738.0,6953749.0,48.0,7330681.0,,2011-07-01 00:00:00,,,154546698.0,254676304.0,332419922.0,2064.8,351.0,2011
ANTHONY MEDICAL CENTER (171346),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,163708.0,1.22962,2.0,5749347.0,,,127563.0,,4675712.0,25.0,3183.0,768907.0,3398460.0,9125.0,167.0,158871.0,2011-12-31,KS,978.0,777925.0,,,,2011-01-01 00:00:00,,,,3355083.0,332366.0,65.21,25.0,2011
APPALACHIAN - ATHENS CAMPUS (364015),Psychiatric,Governmental-State,,,,2.0,17105059.0,,,,,141650.0,88.0,28330.0,30281.0,17810393.0,32208.0,845.0,,2012-06-30,OH,2251.0,24106.0,,,,2011-07-01 00:00:00,,,,,,285.0,88.0,2011
APPLETON MEDICAL CENTER (520160),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,26700323.0,4092300.0,0.421891,1.0,166999164.0,,28799696.0,7477364.0,,395834951.0,147.0,34678.0,11907423.0,71444152.0,53655.0,8316.0,5158600.0,2011-12-31,WI,11165.0,11670017.0,16.0,2040749.0,,2011-01-01 00:00:00,13.54,,47254811.0,1919000.0,27352017.0,1126.28,131.0,2011
APPLETON MUNICIPAL HOSPITAL (241341),General Short Term (Critical Access Hospitals),Governmental- Federal,,53745.0,0.935092,1.0,9527136.0,,,156369.0,,10188444.0,15.0,830.0,994982.0,4636778.0,5475.0,237.0,40183.0,2011-09-30,MN,412.0,984038.0,,16170.0,,2010-10-01 00:00:00,,,,4771758.0,264105.0,64.02,15.0,2011
APPLING GENERAL HOSPITAL (110071),General Short Term (Acute Care Hospitals),Governmental-County,3436138.0,2406397.0,0.397924,2.0,29255306.0,,3110059.0,9881847.0,,73519838.0,28.0,5971.0,1653135.0,15771278.0,10248.0,1376.0,5196057.0,2012-08-31,GA,2752.0,1511197.0,3.0,499309.0,,2011-09-01 00:00:00,,,8872686.0,11319778.0,20304852.0,253.83,25.0,2011
