Hospital,Hospital type,Control type,Number of Interns & Residents,"Donations, Land Improvements",Net Revenue from Medicaid,BED DAYS: Total Hospital,Total discharges,NUMBER OF BEDS: Adults & Pediatrics,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total cost of charity care,HVBP payment adjustment amount,Urban (1) and Rural (2) Indicator,Total Bad Debt expense,NUMBER OF BEDS: ICU,Cost To Charge Ratio,IPPS Payment amount (unadjusted),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total Days Title XVIII,FTE Employees on Payroll,Total Costs,State,Cost of Uncompensated Care,Fiscal Year End Date,Total Salaries,Total Days,Total Charges,Fiscal Year Begin Date,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,HAC reduction adjustment amount,REIMBURSEMENT SETTLEMENT: Interim payments,IPPS Interim payment,Medicaid charges,FFY
ALEXIAN BROTHERS BEHAVIORAL HEALTH (144031),Psychiatric,Voluntary Nonprofit-Church,570.1,,,51465.0,6254.0,141.0,556887.0,141.0,,,1.0,,,0.364352,,,17770.0,,48798225.0,IL,-59783.0,2013-06-30,34992045.0,47690.0,133931517.0,2012-07-01 00:00:00,25524915.0,12954000.0,,567852.0,,,2012
ALEXIAN BROTHERS MEDICAL CENTER (140258),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2043.31,,14238480.0,58422.0,9184.0,285.0,11504588.0,321.0,2923490.0,,1.0,10378648.0,36.0,0.225953,46650198.0,,22512.0,,199234405.0,IL,5140099.0,2012-06-30,72109662.0,43840.0,881752169.0,2012-01-01 00:00:00,64416434.0,124369000.0,,11665484.0,42570863.0,72449234.0,2012
ALEXIAN BROTHERS MEDICAL CENTER (140258),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1794.37,,26214409.0,117165.0,17442.0,285.0,24850786.0,321.0,8126196.0,-14196.0,1.0,16025408.0,36.0,0.213569,87616867.0,,43723.0,,378215338.0,IL,11281811.0,2013-06-30,134922685.0,83634.0,1770928584.0,2012-07-01 00:00:00,129453154.0,111382000.0,,25254027.0,79367816.0,147764062.0,2012
ALFRED I DUPONT HOSP FOR CHILDREN (083300),Childrens,Voluntary Nonprofit-Other,2506.1,,,68076.0,8731.0,114.0,69642.0,186.0,,,1.0,,50.0,,,,179.0,110.44,284802088.0,DE,,2012-12-31,234253794.0,46268.0,772607238.0,2012-01-01 00:00:00,,96998699.0,,96713.0,,,2012
ALHAMBRA (054032),Psychiatric,Proprietary-Corporation,205.16,,,35502.0,4982.0,97.0,1335359.0,97.0,,,1.0,,,,,,3756.0,,18756489.0,CA,,2013-01-31,10305266.0,30138.0,53737511.0,2012-02-01 00:00:00,,53797910.0,,1335359.0,,,2012
ALHAMBRA HOSPITAL (050281),General Short Term (Acute Care Hospitals),Proprietary-Corporation,454.18,,6367724.0,36865.0,3553.0,88.0,2888633.0,101.0,1051719.0,2431.0,1.0,4943481.0,13.0,0.162369,21301671.0,,7627.0,,72963750.0,CA,1720505.0,2013-06-30,27485700.0,14865.0,449370940.0,2012-07-01 00:00:00,26514197.0,42749358.0,,3154575.0,20322675.0,100283836.0,2012
ALICE HYDE MEDICAL CENTER (330084),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,522.3,,,27816.0,2633.0,70.0,4134495.0,76.0,,-873.0,2.0,,6.0,0.400144,8150242.0,,4737.0,,53980954.0,NY,-79827.0,2012-12-31,34089383.0,10428.0,134903853.0,2012-01-01 00:00:00,26970078.0,16620003.0,,4145307.0,7521220.0,,2012
ALICE PECK DAY MEMORIAL HOSPITAL (301305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,360.57,,1290757.0,9150.0,936.0,25.0,4411813.0,25.0,598204.0,,2.0,2346805.0,,0.73281,,,3477.0,,40293522.0,NH,2212728.0,2012-09-30,25456535.0,5917.0,54984916.0,2011-10-01 00:00:00,,23447694.0,,4762533.0,,4074727.0,2012
ALL CHILDRENS HOSPITAL (103300),Childrens,Voluntary Nonprofit-Other,3125.0,,,70966.0,7332.0,117.0,427467.0,259.0,,,1.0,,23.0,,,,116.0,54.46,239186631.0,FL,,2012-06-30,145093707.0,54453.0,813980595.0,2011-10-01 00:00:00,,341893.0,,255967.0,,,2012
ALL CHILDRENS HOSPITAL (103300),Childrens,Voluntary Nonprofit-Other,2379.67,,,94535.0,8325.0,112.0,613686.0,259.0,,,1.0,,28.0,,,,159.0,45.17,339695181.0,FL,,2013-06-30,203260013.0,70196.0,1120988666.0,2012-07-01 00:00:00,,331321000.0,,405149.0,,,2012
ALLEGAN GENERAL HOSPITAL (231328),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,269.62,,1662702.0,9150.0,841.0,25.0,3464663.0,25.0,425928.0,,1.0,3565930.0,,0.468824,,,1308.0,,36589094.0,MI,1719783.0,2012-12-31,17019157.0,2908.0,78044363.0,2012-01-01 00:00:00,,26835461.0,,3973606.0,,9876918.0,2012
ALLEGHANY MEMORIAL HOSPITAL (341320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,116.49,,839876.0,9150.0,573.0,25.0,1631401.0,25.0,77632.0,,2.0,1408788.0,,0.557346,,,1861.0,,9870115.0,NC,791982.0,2012-09-30,4695379.0,2638.0,17709122.0,2011-10-01 00:00:00,,4991061.0,,1659489.0,,2089995.0,2012
ALLEGHENY GENERAL HOSPITAL (390050),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3689.32,,64452002.0,200962.0,22246.0,442.0,16413190.0,554.0,1682665.0,-56032.0,1.0,34084650.0,50.0,0.260714,119011166.0,,32054.0,307.06,539113560.0,PA,10284688.0,2013-06-30,189190663.0,130319.0,2067832647.0,2012-07-01 00:00:00,154506455.0,514786830.0,,16568566.0,112330185.0,240216624.0,2012
ALLEGHENY VALLEY HOSPITAL (390032),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,949.41,,6217360.0,68620.0,6459.0,172.0,3440004.0,188.0,334986.0,308.0,1.0,9212795.0,16.0,0.250224,15755002.0,,8910.0,,101888815.0,PA,2639755.0,2013-06-30,42222296.0,29314.0,407189993.0,2012-07-01 00:00:00,37351901.0,99800031.0,,3482333.0,14194233.0,40376640.0,2012
ALLEGIANCE BEHAVIORAL CTR OF PLAINVI (454101),Psychiatric,Proprietary-Corporation,52.94,,,7320.0,267.0,20.0,1316132.0,20.0,,,2.0,,,0.273639,,,3659.0,,4779989.0,TX,-67929.0,2012-12-31,1961079.0,4124.0,17468247.0,2012-01-01 00:00:00,1961079.0,2247610.0,,1385986.0,,,2012
ALLEGIANCE HEALTH CTR OF RUSTON (194087),Psychiatric,Proprietary-Corporation,38.17,,,5124.0,262.0,14.0,1371246.0,14.0,,,2.0,,,0.214906,,,3281.0,,4430918.0,LA,-22950.0,2012-12-31,1669541.0,3892.0,20617947.0,2012-01-01 00:00:00,1669541.0,342316.0,,1413625.0,,,2012
ALLEGIANCE SPECIALTY HOSPITAL OF GRE (252013),General Long Term,Proprietary-Corporation,39.66,,,14235.0,155.0,39.0,306707.0,39.0,,,2.0,,,0.366993,,,3487.0,,5816903.0,MS,-11433.0,2012-10-31,2296509.0,4162.0,15850170.0,2011-11-01 00:00:00,2296509.0,5123306.0,,306707.0,,,2012
ALLEGIANCE SPECIALTY HOSPITAL OF KIL (450488),General Short Term (Acute Care Hospitals),Proprietary-Corporation,53.87,,,13870.0,157.0,38.0,2465180.0,38.0,,,1.0,,,0.271368,565203.0,,701.0,,8766234.0,TX,-40455.0,2013-08-31,3663333.0,846.0,32303894.0,2012-09-01 00:00:00,1842090.0,5619031.0,,2543417.0,519262.0,,2012
ALLEGIANCE SPECIALTY HOSPITAL OF LIT (042010),General Long Term,Proprietary-Corporation,60.51,,,6120.0,110.0,40.0,,40.0,,,1.0,,,0.408346,,,2658.0,,3995081.0,AR,-4378.0,2012-10-31,1379168.0,2898.0,9783559.0,2012-06-01 00:00:00,1379168.0,7765620.0,,,,,2012
ALLEN COUNTY REGIONAL HOSPITAL (171373),General Short Term (Critical Access Hospitals),Proprietary-Corporation,113.01,,893397.0,9150.0,681.0,21.0,1115458.0,25.0,147453.0,,2.0,2221538.0,4.0,0.315026,,,2817.0,,14236289.0,KS,682164.0,2012-10-31,6318528.0,3979.0,45190869.0,2011-11-01 00:00:00,,13500649.0,,1755840.0,,5590603.0,2012
ALLEN MEMORIAL HOSPITAL (160110),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1181.49,,13223412.0,69174.0,10356.0,167.0,19345439.0,189.0,737976.0,13057.0,1.0,7933460.0,22.0,0.326104,46433689.0,,19411.0,7.21,154912797.0,IA,3277168.0,2012-12-31,67324906.0,38998.0,475040565.0,2012-01-01 00:00:00,55816973.0,111201626.0,,19367135.0,41668398.0,41178226.0,2012
ALLEN PARISH HOSPITAL (190133),General Short Term (Acute Care Hospitals),Governmental-Hospital District,73.17,,3558246.0,9125.0,125.0,25.0,281874.0,25.0,12581.0,,2.0,2618074.0,,0.596297,410766.0,,681.0,,8900552.0,LA,1556566.0,2013-06-30,4657363.0,974.0,14926369.0,2012-07-01 00:00:00,2643178.0,2386288.0,,257077.0,360370.0,3916839.0,2012
ALLENDALE COUNTY HOSPITAL (421300),General Short Term (Critical Access Hospitals),Governmental-County,95.67,,1947802.0,9150.0,196.0,25.0,751638.0,25.0,204046.0,,2.0,763590.0,,0.697594,,,1499.0,,9920683.0,SC,602869.0,2012-09-30,5348892.0,3037.0,14221291.0,2011-10-01 00:00:00,,3710468.0,,866773.0,,3810163.0,2012
ALLIANCE COMMUNITY HOSPITAL (360131),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,633.47,,6684415.0,38796.0,2978.0,94.0,5492198.0,106.0,422156.0,-7170.0,1.0,4952524.0,12.0,0.449288,10323628.0,,4853.0,6.83,77593447.0,OH,2367538.0,2012-12-31,37801287.0,11943.0,172703126.0,2012-01-01 00:00:00,30437104.0,64454321.0,,5536186.0,9247422.0,21952977.0,2012
ALLIANCE HEALTH CENTER (250151),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,,3285.0,555.0,9.0,435216.0,9.0,,,2.0,,,0.36869,607872.0,,1133.0,,18660279.0,MS,-8371.0,2012-12-31,10720043.0,3370.0,50612368.0,2012-01-01 00:00:00,4008167.0,93905496.0,,435217.0,474238.0,,2012
ALLIANCE HEALTHCARE SYSTEM (250012),General Short Term (Acute Care Hospitals),Proprietary-Corporation,76.0,,751223.0,9882.0,394.0,27.0,309823.0,27.0,54594.0,,1.0,2158374.0,,0.433334,1321093.0,,1235.0,,9907876.0,MS,950204.0,2012-12-31,4191106.0,1689.0,22864319.0,2012-01-01 00:00:00,2785026.0,6962591.0,,324217.0,1428645.0,2622551.0,2012
ALLIED SERVICES REHAB HOSPITAL (393030),Rehabilitation,Voluntary Nonprofit-Other,347.72,,,49275.0,2125.0,135.0,184.0,135.0,,,1.0,,,0.551934,,,16179.0,,33003697.0,PA,-25971.0,2013-06-30,17355377.0,21796.0,59796499.0,2012-07-01 00:00:00,17355377.0,12194800.0,,181.0,,,2012
ALLINA HEALTH FARIBAULT MEDICAL CTR (240071),General Short Term (Acute Care Hospitals),Governmental-Hospital District,243.91,,5042528.0,14640.0,1812.0,34.0,2702713.0,40.0,680693.0,467.0,2.0,2119509.0,6.0,0.472986,4956375.0,,1825.0,,35422219.0,MN,1676994.0,2012-12-31,15966045.0,5546.0,74890612.0,2012-01-01 00:00:00,14666301.0,13063541.0,,2933236.0,5063430.0,13110177.0,2012
ALPENA REGIONAL MEDICAL CENTER (230036),General Short Term (Acute Care Hospitals),Governmental-City,876.5,,6895122.0,35040.0,4006.0,87.0,14023011.0,96.0,467669.0,-26347.0,1.0,6985134.0,9.0,0.292785,22995863.0,,9684.0,,80584758.0,MI,2258075.0,2013-06-30,50335852.0,16039.0,275234998.0,2012-07-01 00:00:00,35257617.0,24030160.0,,14850805.0,20867567.0,31496540.0,2012
ALTA BATES MEDICAL CENTER (050305),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1624.98,,68398445.0,127002.0,17760.0,262.0,21341804.0,347.0,5701134.0,-8973.0,1.0,,30.0,0.266029,57550871.0,,16079.0,,534372647.0,CA,5479222.0,2012-12-31,223063183.0,86653.0,2008700261.0,2012-01-01 00:00:00,200094260.0,121290138.0,,21469257.0,55229705.0,475894038.0,2012
ALTA VIEW HOSPITAL (460044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,448.13,,4552416.0,25986.0,3721.0,67.0,3487978.0,71.0,1539457.0,3491.0,1.0,8666669.0,4.0,0.397544,5007081.0,,1852.0,,71487326.0,UT,4980534.0,2012-12-31,24642398.0,12903.0,179822465.0,2012-01-01 00:00:00,26934131.0,1568018.0,,3517560.0,4338307.0,12992784.0,2012
ALTA VISTA REGIONAL HOSPITAL (320003),General Short Term (Acute Care Hospitals),Proprietary-Corporation,204.63,,7056866.0,16790.0,2138.0,38.0,1863814.0,46.0,1374949.0,4709.0,2.0,3781489.0,8.0,0.200799,5707747.0,,2981.0,,31757286.0,NM,2098044.0,2013-08-31,12561942.0,7076.0,158154750.0,2012-09-01 00:00:00,12362157.0,-45920457.0,,1848483.0,5152729.0,43720145.0,2012
ALTON MEMORIAL HOSPITAL (140002),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,648.15,,6478343.0,48312.0,6714.0,120.0,12915438.0,132.0,1806490.0,10375.0,1.0,665107.0,12.0,0.253543,24029047.0,,13327.0,,99625572.0,IL,1921981.0,2012-12-31,37854737.0,24846.0,392933599.0,2012-01-01 00:00:00,35530582.0,12425051.0,,12914523.0,22281212.0,53751561.0,2012
ALTON MENTAL HEALTH CENTER (144016),Psychiatric,Governmental-State,243.29,,,8760.0,62.0,24.0,36678.0,24.0,,,1.0,,,77.829871,,,426.0,,33491750.0,IL,,2013-06-30,17713584.0,3602.0,430320.0,2012-07-01 00:00:00,8164181.0,,,19929.0,,,2012
ALTOONA REGIONAL HEALTH SYSTEM (390073),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2198.55,,28960696.0,134320.0,17497.0,327.0,19743417.0,368.0,2609175.0,-131726.0,1.0,28542780.0,33.0,0.299659,51203484.0,,26316.0,21.67,310945053.0,PA,10610105.0,2013-06-30,134064395.0,82471.0,1037661823.0,2012-07-01 00:00:00,129694902.0,200391787.0,,20462629.0,46002595.0,153283656.0,2012
ALTRU HEALTH SYSTEM-ALTRU HOSPITAL (350019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3015.11,,42330941.0,77592.0,12856.0,186.0,31621179.0,212.0,1295960.0,-53200.0,1.0,22889264.0,16.0,0.324501,51696077.0,,22850.0,28.23,295935993.0,ND,8702453.0,2012-12-31,221885657.0,55789.0,911972328.0,2012-01-01 00:00:00,124125663.0,290811356.0,,31780719.0,48649905.0,66842252.0,2012
ALVARADO HOSPITAL MEDICAL CENTER (050757),General Short Term (Acute Care Hospitals),Proprietary-Corporation,651.47,,7784403.0,92964.0,6901.0,226.0,5237409.0,254.0,678904.0,5233.0,1.0,14073619.0,28.0,0.189492,39110991.0,,11929.0,,106135245.0,CA,3171883.0,2012-12-31,48774486.0,27586.0,560103173.0,2012-01-01 00:00:00,48956205.0,107002718.0,,5502232.0,35077250.0,65001717.0,2012
ALVARADO PARKWAY INSTITUTE (054075),Psychiatric,Proprietary-Corporation,194.01,,,24156.0,2258.0,66.0,5177340.0,66.0,,,1.0,,,,,,14120.0,,19200696.0,CA,,2012-12-31,12000498.0,21690.0,51586474.0,2012-01-01 00:00:00,,2657536.0,,5962595.0,,,2012
AMERICAN FORK HOSPITAL (460023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,587.29,,8185949.0,32207.0,6637.0,70.0,3438893.0,88.0,2936764.0,-2946.0,1.0,7750703.0,18.0,0.380002,7133983.0,,3355.0,,86305649.0,UT,5877175.0,2012-12-31,31259381.0,24020.0,227118876.0,2012-01-01 00:00:00,34362764.0,3221872.0,,3469374.0,6372177.0,22601306.0,2012
AMERICAN LEGION HOSPITAL (190044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,301.5,,5818202.0,51240.0,3033.0,136.0,2484247.0,140.0,128922.0,-10810.0,2.0,4428200.0,4.0,0.473973,8266885.0,,6440.0,,30596420.0,LA,1953491.0,2012-12-31,14714592.0,13659.0,64553071.0,2012-01-01 00:00:00,13131822.0,8198638.0,,2484521.0,7990936.0,15191966.0,2012
AMERICAN ONCOLOGIC HOSPITAL (390196),Cancer (Acute Care Hospitals),Voluntary Nonprofit-Other,897.0,,,36500.0,4705.0,92.0,35299599.0,100.0,,,1.0,,8.0,0.37341,,0.91,8483.0,33.63,209413109.0,PA,-135371.0,2013-06-30,73432126.0,22534.0,560812082.0,2012-07-01 00:00:00,,120680901.0,,34400369.0,,,2012
AMERY REGIONAL MEDICAL CENTER (521308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,36.53,,3959162.0,9125.0,1083.0,23.0,6612569.0,25.0,438026.0,,2.0,905203.0,2.0,0.595671,,,2011.0,,40246467.0,WI,629990.0,2013-04-30,16790219.0,3492.0,67564960.0,2012-05-01 00:00:00,,40761461.0,,7180138.0,,10372578.0,2012
ANAHEIM GENERAL HOSPITAL (050768),General Short Term (Acute Care Hospitals),Proprietary-Corporation,151.81,,13874801.0,33376.0,808.0,100.0,431562.0,112.0,656019.0,,1.0,643683.0,12.0,0.237357,6365495.0,,2654.0,,20604392.0,CA,808802.0,2013-06-25,10513532.0,4481.0,86807701.0,2012-09-01 00:00:00,8979954.0,105984689.0,,431563.0,7816932.0,46675932.0,2012
ANAHEIM REGIONAL MEDICAL CENTER (050226),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1082.1,,16562500.0,81395.0,12495.0,180.0,5604609.0,223.0,2043250.0,-23816.0,1.0,20507594.0,32.0,0.13694,40574266.0,,14565.0,,197242770.0,CA,4758485.0,2013-06-30,79476407.0,55266.0,1440356657.0,2012-07-01 00:00:00,81154741.0,55227990.0,,5542788.0,34841652.0,91237292.0,2012
ANCORA PSYCHIATRIC HOSPITAL (314005),Psychiatric,Governmental-State,1620.0,,,258785.0,826.0,709.0,1641620.0,709.0,,,1.0,,,86.504182,,,4323.0,,147073545.0,NJ,-29611333.0,2013-06-30,94916411.0,170019.0,1700190.0,2012-07-01 00:00:00,93911557.0,,,1314041.0,,,2012
ANDALUSIA REGIONAL HOSPITAL (010036),General Short Term (Acute Care Hospitals),Proprietary-Corporation,241.72,,2301898.0,32120.0,2999.0,80.0,2953579.0,88.0,,14445.0,2.0,10207850.0,8.0,0.203259,9127322.0,0.866,5499.0,,26325345.0,AL,2011487.0,2013-03-31,11467027.0,10410.0,129516521.0,2012-04-01 00:00:00,11214239.0,-19741967.0,,3133080.0,8114023.0,21116163.0,2012
ANDERSON COUNTY HOSPITAL (171316),Critical Access Hospitals,Voluntary Nonprofit-Other,116.47,,1691567.0,3279.0,87.0,9.0,2628352.0,9.0,133932.0,,2.0,920990.0,,0.698029,,,1121.0,,15989330.0,KS,651407.0,2012-12-31,7076480.0,1185.0,22906410.0,2012-01-01 00:00:00,,2963098.0,,2722409.0,,1655405.0,2012
ANDERSON HOSPITAL (140289),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,865.9,,2195944.0,49044.0,6573.0,122.0,6248491.0,134.0,1704847.0,-17863.0,1.0,7740159.0,12.0,0.277911,18814287.0,,9632.0,,104240170.0,IL,3733583.0,2012-12-31,45852814.0,26246.0,375084426.0,2012-01-01 00:00:00,46072092.0,81956374.0,,6349841.0,16927364.0,36520495.0,2012
ANDERSON REGIONAL MED CTR-SOUTH CAMP (250081),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,158.42,,688437.0,34550.0,133.0,48.0,5259631.0,49.0,182979.0,,2.0,6533622.0,1.0,0.365047,520135.0,,531.0,,29157784.0,MS,2568058.0,2012-09-30,8607569.0,906.0,79874123.0,2011-10-01 00:00:00,8441414.0,47262600.0,,5115304.0,733308.0,4654581.0,2012
ANDROSCOGGIN VALLEY HOSPITAL (301310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,340.92,,2944002.0,9150.0,1182.0,25.0,6702625.0,25.0,1395431.0,,2.0,2882948.0,,0.491809,,,3645.0,,41528845.0,NH,2704446.0,2012-12-31,24331976.0,5498.0,84440934.0,2012-01-01 00:00:00,,39969225.0,,6211492.0,,8548577.0,2012
ANGEL MEDICAL CENTER (341326),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,349.65,,4720370.0,9150.0,1286.0,20.0,4320019.0,25.0,362918.0,,2.0,7852096.0,5.0,0.36924,,,3908.0,,35781369.0,NC,3067570.0,2012-09-30,20831079.0,6474.0,96905403.0,2011-10-01 00:00:00,,17124863.0,,4204096.0,,12245025.0,2012
ANGLETON-DANBURY MEDICAL CENTER (450591),General Short Term (Acute Care Hospitals),Governmental-Hospital District,236.5,,2754532.0,22692.0,2156.0,52.0,1835694.0,62.0,346606.0,,2.0,11744725.0,10.0,0.324345,4262252.0,,2306.0,,27787084.0,TX,4116400.0,2012-09-30,12045955.0,6507.0,85671320.0,2011-10-01 00:00:00,12045955.0,18433182.0,,1898290.0,3899823.0,14129047.0,2012
ANIMAS SURGICAL HOSPITAL (060117),General Short Term (Acute Care Hospitals),Proprietary-Partnership,80.64,,853164.0,4392.0,595.0,12.0,2504929.0,12.0,41203.0,1507.0,2.0,1815250.0,,0.267539,2361475.0,,540.0,,15911949.0,CO,523959.0,2012-12-31,5342453.0,1124.0,59475179.0,2012-01-01 00:00:00,4661509.0,4837726.0,,2516507.0,2116855.0,4119908.0,2012
ANMED HEALTH (420027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2740.22,,20535412.0,124806.0,17948.0,301.0,23684602.0,341.0,11605785.0,,1.0,104622450.0,25.0,0.184966,72336682.0,,39077.0,30.96,296289046.0,SC,30697939.0,2012-09-30,166197681.0,87029.0,1601857809.0,2011-10-01 00:00:00,120095025.0,390603752.0,,24240176.0,66312690.0,107913904.0,2012
ANMED HEALTH REHABILITATION HOSPITAL (423029),Rehabilitation,Proprietary-Partnership,151.79,,,20040.0,1366.0,55.0,4069.0,55.0,,,1.0,,,0.369201,,,13537.0,,12445662.0,SC,-22156.0,2012-12-31,7235077.0,16985.0,33709702.0,2012-01-01 00:00:00,7198479.0,7990056.0,,4069.0,,,2012
ANN & ROBERT H. LURIE CHILDRENS HOS (143300),Childrens,Voluntary Nonprofit-Other,3646.41,,,105120.0,11608.0,168.0,2522691.0,288.0,,,1.0,,40.0,,,,268.0,250.49,503093232.0,IL,,2013-08-31,271413074.0,69634.0,1418521981.0,2012-09-01 00:00:00,,689405165.0,,2502280.0,,,2012
ANNA JAQUES HOSPITAL (220029),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,676.82,,12624989.0,40260.0,6151.0,102.0,9559166.0,110.0,1243479.0,,1.0,3497773.0,8.0,0.475277,23024141.0,,11014.0,,103310043.0,MA,2685321.0,2012-09-30,51140011.0,25345.0,217368058.0,2011-10-01 00:00:00,49230364.0,65032733.0,,9756322.0,21413123.0,29218874.0,2012
ANNANDALE BEHAVIORAL HEALTH HSP (244011),Psychiatric,Governmental-State,31.86,,,5110.0,145.0,14.0,,14.0,,,2.0,,,,,,1388.0,,4547724.0,MN,,2013-06-30,3291865.0,5195.0,31170.0,2012-07-01 00:00:00,,,,,,,2012
ANNAPOLIS (230142),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,964.71,,15751057.0,67683.0,8548.0,168.0,6881505.0,186.0,4554529.0,-2200.0,1.0,22760556.0,18.0,0.258625,36806821.0,,17357.0,29.12,119076530.0,MI,10062882.0,2012-12-31,55603731.0,35803.0,460421913.0,2012-01-01 00:00:00,50614876.0,2013123.0,,7398969.0,34304079.0,99935236.0,2012
ANNE ARUNDEL MEDICAL CENTER INC. (210023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2766.69,,8789786.0,138700.0,33573.0,360.0,37485195.0,380.0,6338789.0,,1.0,19627291.0,20.0,0.749919,125388785.0,,49943.0,,411737004.0,MD,21057667.0,2013-06-30,186518434.0,118883.0,549041695.0,2012-07-01 00:00:00,171028461.0,503804000.0,,54405433.0,114821298.0,10124493.0,2012
ANNE BATES LEACH EYE HOSPITAL (100240),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,522.82,,8678722.0,20440.0,59.0,56.0,17097072.0,56.0,96897.0,,1.0,7884215.0,,0.248803,171878.0,,70.0,20.9,87016383.0,FL,2051212.0,2013-05-31,26822705.0,219.0,349739813.0,2012-06-01 00:00:00,26961939.0,17032817.0,,17438813.0,147278.0,45832317.0,2012
ANNIE JEFFREY MEM. CNTY HLTH. CTR. (281314),General Short Term (Critical Access Hospitals),Governmental-County,51.79,,320047.0,5475.0,184.0,15.0,1469543.0,15.0,35624.0,,2.0,172522.0,,0.921257,,,523.0,,6263523.0,NE,194561.0,2013-06-30,2310842.0,725.0,6798886.0,2012-07-01 00:00:00,,3676616.0,,1282987.0,,488943.0,2012
ANOKA-METRO REGIONAL TREATMENT CTR. (244002),Psychiatric,Governmental-State,296.93,,,57421.0,366.0,110.0,,139.0,,,1.0,,,,,,2477.0,,38728983.0,MN,,2013-06-30,32680707.0,47914.0,192265.0,2012-07-01 00:00:00,,,,,,,2012
ANSON COMMUNITY HOSPITAL (340084),General Short Term (Acute Care Hospitals),Governmental-County,167.74,,1615675.0,19032.0,563.0,52.0,1356636.0,52.0,381093.0,-4195.0,1.0,587885.0,,0.27287,2287077.0,,1170.0,,19862267.0,NC,484084.0,2012-12-31,9878397.0,2077.0,72790295.0,2012-01-01 00:00:00,7432799.0,4963392.0,,1500031.0,2521884.0,12958792.0,2012
ANSON GENERAL HOSPITAL (450078),General Short Term (Acute Care Hospitals),Governmental-City-County,114.93,,36425.0,7665.0,311.0,21.0,443125.0,21.0,13519.0,,2.0,274933.0,,0.651657,1419881.0,0.836,2758.0,,5504631.0,TX,156177.0,2013-03-31,3582076.0,3294.0,8447126.0,2012-04-01 00:00:00,2705701.0,525337.0,,305577.0,1606558.0,93249.0,2012
ANTELOPE MEMORIAL HOSPITAL (281326),Critical Access Hospitals,Voluntary Nonprofit-Other,94.42,,603671.0,7300.0,226.0,20.0,2549291.0,20.0,63608.0,,2.0,409482.0,,0.715217,,,1692.0,,12196925.0,NE,356476.0,2013-06-30,5629051.0,2068.0,17053454.0,2012-07-01 00:00:00,,5378654.0,,2485607.0,,935294.0,2012
ANTELOPE VALLEY HOSPITAL (050056),General Short Term (Acute Care Hospitals),Governmental-Hospital District,2010.3,,,145675.0,21093.0,351.0,7487107.0,399.0,3976538.0,13402.0,1.0,,48.0,0.243525,59030292.0,,25383.0,,313298980.0,CA,3674366.0,2013-06-30,154191025.0,103355.0,1286517421.0,2012-07-01 00:00:00,151445782.0,241877174.0,,7746123.0,55264535.0,348598904.0,2012
ANTHONY MEDICAL CENTER (171346),General Short Term (Critical Access Hospitals),Governmental-Hospital District,60.41,,225814.0,9150.0,217.0,25.0,757659.0,25.0,,,2.0,274720.0,,1.081765,,,1007.0,,5835964.0,KS,260207.0,2012-12-31,3433821.0,3315.0,5394855.0,2012-01-01 00:00:00,,3073778.0,,891959.0,,350662.0,2012
APPALACHIAN - ATHENS CAMPUS (364015),Psychiatric,Governmental-State,232.0,,,32120.0,964.0,88.0,54128.0,88.0,,,2.0,,,,,,2330.0,,16023145.0,OH,,2013-06-30,17906311.0,28933.0,115732.0,2012-07-01 00:00:00,,,,59144.0,,,2012
