Hospital,Hospital type,Control type,NUMBER OF BEDS: Adults & Pediatrics,REIMBURSEMENT SETTLEMENT: Interim payments,HVBP payment adjustment amount,BED DAYS: Total Hospital,REIMBURSEMENT SETTLEMENT: Subtotal,Total Days Title XVIII,"ADJUSTED SALARIES, Subtotal Salaries",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"Donations, Land Improvements",Total cost of charity care,Total Salaries,Total Bad Debt expense,Total Charges,Cost To Charge Ratio,Net Revenue from Medicaid,Total Liabilities,Medicaid charges,Total Costs,Total discharges,IPPS Payment amount (unadjusted),State,Number of Interns & Residents,Total Days,NUMBER OF BEDS: Total Hospital,Cost of Uncompensated Care,Fiscal Year Begin Date,NUMBER OF BEDS: ICU,FTE Employees on Payroll,Urban (1) and Rural (2) Indicator,HAC reduction adjustment amount,IPPS Interim payment,Fiscal Year End Date,FFY
ADVENTIST HEALTH TEHACHAPI VALLEY (051301),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,21.0,1226880.0,,9125.0,1278836.0,931.0,,,,204031.0,18817230.0,5403580.0,205514410.0,0.257158,9494809.0,71460881.0,77085398.0,52849608.0,971.0,,CA,145.64,3480.0,25.0,1656917.0,2022-01-01 00:00:00,4.0,,1.0,,,2022-12-31,2022
ADVENTIST HEALTH TULARE (050784),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,65.0,2349568.0,,26645.0,2386559.0,2480.0,25708628.0,,,3030859.0,25422418.0,1279100.0,317621666.0,0.23744,38029817.0,58627401.0,161442661.0,75415944.0,2223.0,7535592.0,CA,239.97,9035.0,73.0,3374586.0,2022-01-01 00:00:00,8.0,3.67,1.0,56137.0,6504977.0,2022-12-31,2022
ADVENTIST HEALTH UKIAH VALLEY (050301),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,40.0,25499367.0,,18250.0,25681298.0,5852.0,56602281.0,,,2974945.0,59029415.0,5844979.0,718455585.0,0.23888,18723192.0,102122995.0,221066709.0,171624585.0,3284.0,22086144.0,CA,482.12,14490.0,50.0,4535250.0,2022-01-01 00:00:00,8.0,14.95,2.0,,19920971.0,2022-12-31,2022
ADVENTIST HEALTH VALLEJO (054074),Psychiatric,Voluntary Nonprofit-Church,61.0,307644.0,,22265.0,311392.0,4422.0,,,,,16828052.0,,97239987.0,,,2396161.0,,29536977.0,2215.0,,CA,143.07,18887.0,61.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
ADVENTIST HEALTH WHITE MEMORIAL (050103),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,248.0,9665524.0,,113150.0,9517162.0,8332.0,156552044.0,,,7244405.0,157759254.0,8058582.0,2910763201.0,0.128642,205400948.0,160608630.0,1470950777.0,374447784.0,17753.0,38677604.0,CA,1401.19,83522.0,310.0,8670612.0,2022-01-01 00:00:00,34.0,70.89,2.0,,36502061.0,2022-12-31,2022
ADVENTIST HINSDALE HOSPITAL (140122),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,186.0,15489822.0,,89060.0,16234771.0,12177.0,88953646.0,,,6657441.0,97533925.0,2800265.0,993247243.0,0.288929,4210414.0,77574522.0,118793947.0,286978274.0,9471.0,36657152.0,IL,1125.18,45222.0,244.0,7510276.0,2022-01-01 00:00:00,58.0,27.25,1.0,,33984154.0,2022-12-31,2022
ADVENTIST LAGRANGE MEMORIAL HOSPITAL (140065),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,141.0,19851508.0,,61320.0,20954105.0,15606.0,51579211.0,,,5772582.0,54922172.0,2325590.0,744844710.0,0.250556,2028929.0,20760947.0,83446972.0,186624955.0,6573.0,40221883.0,IL,544.84,33017.0,168.0,6464558.0,2022-01-01 00:00:00,27.0,20.32,2.0,,37494255.0,2022-12-31,2022
ADVENTIST MEDICAL CENTER-PORTLAND (380060),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,156.0,14632533.0,,61320.0,14676512.0,7498.0,127763466.0,,,6189263.0,140776170.0,8148404.0,1258195386.0,0.229168,69408890.0,181678975.0,308809728.0,288337599.0,7684.0,27565113.0,OR,1181.47,35511.0,168.0,8162131.0,2022-01-01 00:00:00,12.0,,1.0,,25353680.0,2022-12-31,2022
ADVENTIST REHAB. HOSPT. OF MD (213029),Rehabilitation,Voluntary Nonprofit-Church,97.0,236290.0,,35405.0,239288.0,17615.0,,,,,36316363.0,,110722462.0,,,10532299.0,,60411758.0,2118.0,,MD,418.1,30406.0,97.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
ADVOCATE CHRIST HOSPITAL (140208),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,523.0,37401518.0,,259515.0,38299308.0,61353.0,394690806.0,,,8688755.0,409371461.0,45204642.0,4324292434.0,0.259736,208193229.0,8430723000.0,1041599612.0,1123176185.0,36453.0,199201144.0,IL,4241.0,236035.0,711.0,20748017.0,2022-01-01 00:00:00,188.0,243.43,1.0,46256.0,181597037.0,2022-12-31,2022
ADVOCATE GOOD SAMARITAN HOSPITAL (140288),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,229.0,20085455.0,,106945.0,20288691.0,23455.0,126316552.0,,,3464382.0,119382878.0,17244858.0,1759676800.0,0.195337,30804392.0,8430723000.0,201843983.0,343729315.0,15056.0,69127278.0,IL,1267.0,74827.0,293.0,6981595.0,2022-01-01 00:00:00,64.0,,1.0,,62638869.0,2022-12-31,2022
ADVOCATE LUTHERAN GENERAL HOSPITAL (140223),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,415.0,45817858.0,,198195.0,46034409.0,42743.0,287971333.0,,,10477232.0,299777944.0,30455655.0,3360211639.0,0.238275,137116388.0,8430723000.0,608109664.0,800655043.0,28165.0,153213645.0,IL,2935.73,164222.0,543.0,18033995.0,2022-01-01 00:00:00,42.0,219.93,2.0,1080246.0,140234629.0,2022-12-31,2022
ADVOCATE NORTHSIDE HEALTH SYSTEM (140182),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,121.0,22226491.0,,84994.0,22543119.0,10767.0,143358600.0,,,4675506.0,157937212.0,29334143.0,2266487114.0,0.207085,45243913.0,8430723000.0,365392995.0,469355221.0,10730.0,59559504.0,IL,1659.83,51998.0,233.0,10942279.0,2022-01-01 00:00:00,63.0,166.16,1.0,,56012042.0,2022-12-31,2022
ADVOCATE SHERMAN HOSPITAL (140030),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,225.0,25034090.0,,93075.0,25034924.0,17520.0,107596120.0,,,6233046.0,101051149.0,24681425.0,1559353776.0,0.207224,35021237.0,8430723000.0,247259744.0,323135996.0,11932.0,50019149.0,IL,1065.0,54546.0,255.0,11482953.0,2022-01-01 00:00:00,30.0,,1.0,,44703537.0,2022-12-31,2022
ADVOCATE SOUTHLAND HOSPITAL (140048),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,394.0,16810674.0,,159870.0,16564009.0,18341.0,134461818.0,,,5555556.0,123939406.0,23451114.0,1699667163.0,0.250176,40121469.0,8430723000.0,397725115.0,425215250.0,14729.0,46707009.0,IL,1446.0,73582.0,438.0,11675935.0,2022-01-01 00:00:00,44.0,,1.0,,42261048.0,2022-12-31,2022
AHC SHADY GROVE MEDICAL CENTER (210057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,328.0,33202956.0,,139065.0,20857303.0,31450.0,157511722.0,,,,176439015.0,,525769699.0,0.7289,,389181994.0,,383233666.0,19852.0,97700046.0,MD,1984.11,107393.0,381.0,,2022-01-01 00:00:00,22.0,,1.0,,89989420.0,2022-12-31,2022
AHC WHITE OAK MEDICAL CENTER (210016),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,167.0,23723052.0,,71540.0,18862466.0,32209.0,105094417.0,,,,118671311.0,,390517641.0,0.972698,,499873857.0,,379855867.0,13626.0,105212299.0,MD,1229.32,80244.0,196.0,,2022-01-01 00:00:00,29.0,,1.0,,98719762.0,2022-12-31,2022
AHN HEMPFIELD NEIGHBORHOOD HOSPITAL (390333),General Short Term (Acute Care Hospitals),Proprietary-Corporation,40.0,676901.0,,7240.0,680581.0,169.0,6022215.0,,,14072.0,5994804.0,,100758166.0,0.196812,1483636.0,53440282.0,24396701.0,19830459.0,202.0,336702.0,PA,171.54,760.0,40.0,14072.0,2022-01-01 00:00:00,,,1.0,,289561.0,2022-06-30,2022
AHN REHABILITATION HOSPITAL (113029),Rehabilitation,Voluntary Nonprofit-Other,58.0,22714.0,,21170.0,23861.0,7762.0,,,,,12205356.0,,54141629.0,,,1351390.0,,21175044.0,1190.0,,GA,186.02,16921.0,58.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
AHN WEXFORD HOSPITAL (390334),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,120.0,2864227.0,,29232.0,2878156.0,1459.0,23128723.0,,,18970.0,23055705.0,215610.0,283662289.0,0.277315,1599875.0,72207108.0,13045372.0,78663677.0,3047.0,4640950.0,PA,528.61,6283.0,144.0,78937.0,2021-12-10 00:00:00,20.0,,1.0,,4031488.0,2022-06-30,2022
AIKEN REGIONAL MEDICAL CENTER (420082),General Short Term (Acute Care Hospitals),Proprietary-Corporation,176.0,10213489.0,,68795.0,10450237.0,11768.0,56792683.0,,,7129115.0,63578123.0,36004268.0,1483282969.0,0.117369,23751152.0,-159865994.0,263695287.0,174090821.0,10622.0,31558790.0,SC,945.7,44032.0,211.0,11735482.0,2022-01-01 00:00:00,35.0,7.84,1.0,,28527135.0,2022-12-31,2022
AKRON GENERAL MEDICAL CENTER (360027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,333.0,42760409.0,,146365.0,42767731.0,22203.0,230698432.0,,,12500893.0,265072775.0,20249532.0,2772067770.0,0.206022,87779920.0,286765204.0,488035948.0,571106603.0,23515.0,77637094.0,OH,3341.66,110786.0,401.0,16822913.0,2022-01-01 00:00:00,34.0,148.95,2.0,542378.0,70002354.0,2022-12-31,2022
ALAMANCE REGIONAL MEDICAL CENTER (340070),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,144.0,15913725.0,,64240.0,15522694.0,9309.0,81432182.0,,,11709383.0,94810306.0,32567720.0,968923184.0,0.284941,29567938.0,38460343.0,110097509.0,276086138.0,10095.0,26120437.0,NC,1306.29,48852.0,176.0,21043412.0,2021-10-01 00:00:00,32.0,,2.0,,22963394.0,2022-09-30,2022
ALASKA NATIVE MEDICAL CENTER (020026),General Short Term (Acute Care Hospitals),Governmental- Federal,152.0,28256116.0,,55481.0,28488623.0,11047.0,151558132.0,,,,240183180.0,,6055397.0,,,,,514752701.0,7892.0,46512596.0,AK,3047.0,42015.0,153.0,,2021-10-01 00:00:00,,,1.0,464490.0,42679374.0,2022-09-30,2022
ALASKA REGIONAL HOSPITAL (020017),General Short Term (Acute Care Hospitals),Proprietary-Corporation,145.0,16765050.0,,61928.0,16671494.0,18953.0,82988491.0,,,6218182.0,81857377.0,5257862.0,1955801453.0,0.115999,60137664.0,-691028321.0,459926000.0,226870045.0,7320.0,60758939.0,AK,738.57,45102.0,169.0,7081324.0,2022-01-01 00:00:00,24.0,,1.0,451413.0,55491028.0,2022-12-31,2022
ALASKA SPECIALTY HOSPITAL  LLC (022001),General Long Term,Voluntary Nonprofit-Church,26.0,,,11540.0,,2179.0,,,,,18694617.0,,95531822.0,,,56815086.0,,47163294.0,122.0,,AK,168.34,6651.0,26.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
ALBANY MEDICAL CENTER HOSPITAL (330013),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,557.0,40956639.0,,262435.0,41516234.0,47166.0,343416149.0,,,4523871.0,383282659.0,18891369.0,3373948565.0,0.302132,158947720.0,616987240.0,735832583.0,1019376844.0,32538.0,166251163.0,NY,4811.8,214658.0,719.0,10281913.0,2022-01-01 00:00:00,85.0,413.44,2.0,397090.0,152519538.0,2022-12-31,2022
ALFRED I DUPONT HOSP FOR CHILDREN (083300),Childrens,Voluntary Nonprofit-Other,114.0,188023.0,,75190.0,181054.0,128.0,,,,,426567527.0,,1651562000.0,,,57603542.0,,555423912.0,7964.0,,DE,2060.84,57416.0,206.0,,2022-01-01 00:00:00,68.0,144.95,1.0,,,2022-12-31,2022
ALHAMBRA (054032),Psychiatric,Proprietary-Corporation,97.0,2746985.0,,35405.0,2500827.0,3397.0,,,,,17821240.0,,77760514.0,,,-92707900.0,,26342830.0,5100.0,,CA,222.0,32170.0,97.0,,2022-02-01 00:00:00,,,1.0,,,2023-01-31,2022
ALICE HYDE MEDICAL CENTER (330084),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,36.0,6082632.0,,14600.0,6132747.0,1671.0,32344852.0,,,412578.0,57551913.0,2229900.0,221381283.0,0.433761,7077728.0,53745781.0,40611984.0,96026673.0,907.0,3496554.0,NY,457.75,4290.0,40.0,1361602.0,2021-10-01 00:00:00,4.0,,2.0,,3529921.0,2022-09-30,2022
ALISO RIDGE BEHAVIORAL HEALTH (054158),Psychiatric,Proprietary-Corporation,119.0,,,15351.0,,190.0,,,,,10597830.0,,19005351.0,,,20127011.0,,16818481.0,695.0,,CA,186.41,6882.0,119.0,,2022-08-25 00:00:00,,,1.0,,,2022-12-31,2022
ALLEGHANY MEMORIAL HOSPITAL (341320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,1470094.0,,9125.0,1462842.0,466.0,,,,3053.0,5702592.0,1210610.0,26497854.0,0.486009,778123.0,7962800.0,3291575.0,12878184.0,210.0,,NC,76.33,831.0,25.0,585913.0,2021-10-01 00:00:00,,,2.0,,,2022-09-30,2022
ALLEGIANCE BEHAVIORAL CTR OF PLAINVI (454101),Psychiatric,Proprietary-Corporation,20.0,82905.0,,7300.0,84178.0,2116.0,1569490.0,,,,1569490.0,,7522373.0,,,1926097.0,,3364535.0,243.0,,TX,32.0,3814.0,20.0,,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
ALLEGIANCE SPECIALTY HOSPITAL OF GRE (252013),General Long Term,Proprietary-Corporation,39.0,1040395.0,,14235.0,1049730.0,3781.0,6094022.0,,,,6597378.0,,58071042.0,,,5485926.0,,14458195.0,213.0,,MS,93.43,7175.0,39.0,,2021-11-01 00:00:00,,,2.0,,,2022-10-31,2022
ALLEN COUNTY REGIONAL HOSPITAL (171373),General Short Term (Critical Access Hospitals),Governmental-County,25.0,4445617.0,,9125.0,4866278.0,1563.0,,,,237671.0,9764909.0,3252498.0,48539077.0,0.600463,1360470.0,21796443.0,5819106.0,29145902.0,212.0,,KS,116.46,2016.0,25.0,2126195.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
ALLEN MEMORIAL HOSPITAL (160110),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,170.0,16252038.0,,68816.0,16471332.0,11851.0,74267398.0,,,2316128.0,101177718.0,5297605.0,770743083.0,0.288377,27845022.0,163886012.0,102070849.0,222264842.0,9848.0,33677843.0,IA,1215.49,42047.0,189.0,3875164.0,2022-01-01 00:00:00,19.0,7.73,2.0,,29519323.0,2022-12-31,2022
ALLENDALE COUNTY HOSPITAL (421300),General Short Term (Critical Access Hospitals),Governmental-County,25.0,867253.0,,9125.0,681518.0,395.0,,,,93043.0,9668264.0,2510680.0,18497268.0,0.880804,1544153.0,4634000.0,3555017.0,16292474.0,84.0,,SC,117.1,1113.0,25.0,2255841.0,2021-10-01 00:00:00,,,2.0,,,2022-09-30,2022
ALLIANCE COMMUNITY HOSPITAL (360131),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,38.0,5306161.0,,19923.0,5281399.0,1308.0,35630411.0,,,799317.0,43437465.0,4417893.0,252476296.0,0.365049,11322470.0,-12068377.0,49738614.0,92166235.0,1095.0,5369753.0,OH,560.94,5629.0,50.0,2409248.0,2022-01-01 00:00:00,12.0,9.04,2.0,,4708647.0,2022-12-31,2022
ALLIANCE HEALTH CENTER (250151),General Short Term (Acute Care Hospitals),Proprietary-Corporation,79.0,473789.0,,28835.0,479457.0,1092.0,7126762.0,,,1409952.0,14693519.0,771429.0,84382101.0,0.288736,9008759.0,31058734.0,23063412.0,25011481.0,746.0,1153474.0,MS,16.27,4368.0,79.0,1647866.0,2022-01-01 00:00:00,,,2.0,,827248.0,2022-12-31,2022
ALLIANCE HEALTH CLINTON (370029),General Short Term (Acute Care Hospitals),Proprietary-Corporation,31.0,1972627.0,,9316.0,2007947.0,439.0,5268506.0,,,382836.0,5701309.0,1864770.0,69979544.0,0.221244,1295986.0,5794297.0,12267416.0,15482524.0,261.0,1023616.0,OK,75.42,903.0,34.0,807361.0,2022-04-01 00:00:00,3.0,,2.0,,1063009.0,2022-12-30,2022
ALLIANCE HEALTHCARE SYSTEM (250012),General Short Term (Acute Care Hospitals),Proprietary-Corporation,20.0,193203.0,,7300.0,196113.0,605.0,3740969.0,,,,4985149.0,10330.0,13720659.0,0.696253,936861.0,24516870.0,1705678.0,9553055.0,206.0,542984.0,MS,60.25,1287.0,20.0,3709.0,2022-01-01 00:00:00,,,1.0,17.0,578546.0,2022-12-31,2022
ALLIANCEHEALTH DURANT (370014),General Short Term (Acute Care Hospitals),Proprietary-Corporation,97.0,5242472.0,,38325.0,4989113.0,8823.0,29233849.0,,,2759875.0,28162298.0,33072121.0,1311334737.0,0.059831,15455063.0,-154962336.0,355883505.0,78458503.0,5972.0,22419089.0,OK,366.3,22016.0,105.0,5083804.0,2021-10-01 00:00:00,8.0,13.83,2.0,,19977166.0,2022-09-30,2022
ALLIANCEHEALTH MADILL (371326),General Short Term (Critical Access Hospitals),Proprietary-Corporation,25.0,357053.0,,9125.0,401308.0,992.0,,,,529349.0,7360361.0,2121729.0,64849939.0,0.275612,1576401.0,17386423.0,15474399.0,17873430.0,121.0,,OK,91.52,1698.0,25.0,1133685.0,2022-04-01 00:00:00,,,2.0,,,2023-03-31,2022
ALLINA HEALTH FARIBAULT MEDICAL CTR (240071),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,32.0,5622565.0,,11680.0,5696851.0,1209.0,14689486.0,,,835775.0,15887356.0,2087149.0,142006912.0,0.381989,869934.0,25763782.0,3512683.0,54245103.0,1263.0,3980247.0,MN,176.54,3972.0,32.0,1630062.0,2022-01-01 00:00:00,,,2.0,,4113000.0,2022-12-31,2022
ALTA BATES MEDICAL CENTER (050305),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,230.0,35919141.0,,114975.0,35698215.0,11415.0,221686573.0,,,7056388.0,240281562.0,7683132.0,1723760062.0,0.345646,79750833.0,254020214.0,465101757.0,595809967.0,11293.0,48161702.0,CA,1517.77,56843.0,315.0,9718384.0,2022-01-01 00:00:00,30.0,,1.0,,47140243.0,2022-12-31,2022
ALTA VIEW HOSPITAL (460044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,51.0,6347429.0,,20805.0,6403561.0,1523.0,37884008.0,,,2701545.0,36465117.0,6010120.0,344729629.0,0.305856,7792607.0,2115830.0,30372715.0,105437481.0,2807.0,5626187.0,UT,443.7,9601.0,57.0,4542043.0,2022-01-01 00:00:00,6.0,,1.0,41225.0,3845491.0,2022-12-31,2022
ALTON MEMORIAL HOSPITAL (140002),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,112.0,14388608.0,,45260.0,14546101.0,9011.0,51214950.0,,,4662421.0,56634445.0,5594057.0,687960418.0,0.206848,11705501.0,20266475.0,104828498.0,142303291.0,7438.0,22224292.0,IL,778.92,29079.0,124.0,5946990.0,2022-01-01 00:00:00,12.0,7.74,1.0,,18221771.0,2022-12-31,2022
ALTRU HEALTH SYSTEM-ALTRU HOSPITAL (350019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,232.0,60242466.0,,94170.0,60032830.0,16749.0,156592795.0,,,2196613.0,296034860.0,8425611.0,1314194927.0,0.3242,32309160.0,627349280.0,89945760.0,426061896.0,9638.0,54244333.0,ND,2668.4,46593.0,258.0,4951254.0,2022-01-01 00:00:00,16.0,30.02,1.0,390945.0,50866147.0,2022-12-31,2022
ALTUS HOUSTON HOSPITAL LP (670135),General Short Term (Acute Care Hospitals),Proprietary-Partnership,10.0,,,3650.0,,240.0,8557341.0,,,,8557341.0,,253597389.0,0.105104,8532.0,37490219.0,,26654015.0,5814.0,142008.0,TX,200.0,2739.0,10.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
ALVARADO HOSPITAL MEDICAL CENTER (050757),General Short Term (Acute Care Hospitals),Proprietary-Corporation,198.0,3405186.0,,82490.0,3449624.0,6529.0,43268833.0,,,299515.0,46394878.0,7071920.0,505111659.0,0.235549,23633774.0,255030407.0,162699473.0,118978687.0,5232.0,24185176.0,CA,508.44,24472.0,226.0,2092421.0,2022-01-01 00:00:00,28.0,,1.0,184191.0,22465249.0,2022-12-31,2022
ALVARADO PARKWAY INSTITUTE (054075),Psychiatric,Proprietary-Corporation,66.0,5048583.0,,24090.0,4336012.0,3734.0,,,,,18766937.0,,97773768.0,,,3469219.0,,30593047.0,2165.0,,CA,297.55,20579.0,66.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
AMERICAN FORK HOSPITAL (460023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,60.0,7513483.0,,32120.0,7604877.0,2157.0,52761305.0,,,3265921.0,50355593.0,5853819.0,508216519.0,0.277581,12793808.0,3500397.0,45169878.0,141071449.0,5691.0,7806254.0,UT,641.99,20076.0,88.0,4896924.0,2022-01-01 00:00:00,28.0,,1.0,,6695744.0,2022-12-31,2022
AMERICAN HEALTHCARE SYSTEMS (340123),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,133.0,1013993.0,,13340.0,979187.0,792.0,10025478.0,,,1654222.0,10586248.0,3738257.0,181029809.0,0.160752,1724073.0,-16613198.0,6249901.0,29100930.0,1555.0,2493384.0,NC,173.01,5016.0,145.0,2258671.0,2021-10-01 00:00:00,12.0,,1.0,24780.0,2094864.0,2021-12-31,2022
AMERICAN HEALTHCARE SYSTEMS (340123),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,133.0,3472146.0,,52925.0,3508810.0,3179.0,42829418.0,,,7594085.0,44941814.0,27475472.0,695933800.0,0.142703,7444083.0,30611455.0,26621159.0,99312170.0,5733.0,9482194.0,NC,791.76,18681.0,145.0,11543186.0,2022-01-01 00:00:00,12.0,,1.0,71054.0,7729457.0,2022-12-31,2022
AMERY REGIONAL MEDICAL CENTER (521308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,8655603.0,,9125.0,7322961.0,2178.0,,,,2219891.0,20840027.0,1414247.0,131089633.0,0.468973,6107318.0,29281224.0,19498704.0,61477554.0,981.0,,WI,220.1,3676.0,25.0,2824248.0,2022-01-01 00:00:00,,1.43,2.0,,,2022-12-31,2022
ANDALUSIA REGIONAL HOSPITAL (010036),General Short Term (Acute Care Hospitals),Proprietary-Corporation,75.0,2699480.0,,30295.0,2613632.0,2763.0,12034975.0,,,1020694.0,14761581.0,7367593.0,305215785.0,0.109751,2613345.0,,5174997.0,33497839.0,2281.0,5976575.0,AL,169.24,8229.0,83.0,1897102.0,2022-04-01 00:00:00,8.0,,2.0,,5613487.0,2023-03-31,2022
ANDERSON COUNTY HOSPITAL (171316),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,12.0,5574731.0,,4380.0,5929914.0,1172.0,,,,218161.0,12446277.0,1597591.0,39831578.0,0.815815,2305194.0,5987178.0,4168020.0,32495216.0,135.0,,KS,142.64,1571.0,12.0,1449922.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
ANDERSON HOSPITAL (140289),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,108.0,11260295.0,,43800.0,11329677.0,7169.0,58483897.0,,,3614493.0,64393407.0,7241351.0,756560517.0,0.20223,14475029.0,87986546.0,114554889.0,152999504.0,6054.0,16196202.0,IL,879.06,25229.0,120.0,5137154.0,2022-01-01 00:00:00,12.0,,1.0,,14145778.0,2022-12-31,2022
ANDERSON REGIONAL MED CTR-SOUTH CAMP (250081),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,33.0,2035610.0,,12045.0,1996991.0,3741.0,6608041.0,,,83217.0,10089129.0,490807.0,53836682.0,0.572935,849699.0,31080205.0,3230791.0,30844911.0,1.0,2.0,MS,78.29,6459.0,33.0,339836.0,2021-10-01 00:00:00,,,2.0,,,2022-09-30,2022
ANDERSON REHABILITATION HOSPITAL (143029),Rehabilitation,Proprietary-Partnership,34.0,,,12410.0,,4012.0,4186593.0,,,,4602192.0,,23237745.0,,,18305789.0,,10813397.0,510.0,,IL,59.0,5574.0,34.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
ANDROSCOGGIN VALLEY HOSPITAL (301310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,9202881.0,,9125.0,9735356.0,2160.0,,,,405943.0,28880898.0,1824588.0,92323729.0,0.649725,10414002.0,38036127.0,15696213.0,59985000.0,898.0,,NH,308.02,4355.0,25.0,1458892.0,2021-10-01 00:00:00,,,2.0,,,2022-09-30,2022
ANEW HEALTH (174025),Psychiatric,Proprietary-Corporation,20.0,,,7300.0,,3664.0,,,,,3181497.0,,8259203.0,,,,,6325689.0,259.0,,KS,54.0,4853.0,20.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
ANGEL MEDICAL CENTER (341326),General Short Term (Critical Access Hospitals),Proprietary-Corporation,25.0,-230758.0,,9125.0,-843021.0,2431.0,,,,3583427.0,15205822.0,4015180.0,202585896.0,0.225339,3860146.0,78700161.0,19821690.0,45650521.0,1466.0,,NC,163.45,5572.0,25.0,4578434.0,2021-11-01 00:00:00,,,2.0,,,2022-10-31,2022
ANIMAS SURGICAL HOSPITAL (060117),General Short Term (Acute Care Hospitals),Proprietary-Partnership,12.0,6822790.0,,4380.0,6905703.0,241.0,10250394.0,,,54007.0,11111422.0,761145.0,176800455.0,0.217725,2551734.0,11532894.0,16875111.0,38493919.0,1030.0,3096201.0,CO,124.01,1160.0,12.0,219727.0,2022-01-01 00:00:00,,,2.0,,2790988.0,2022-12-31,2022
ANMED HEALTH (420027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,320.0,30711117.0,,103284.0,30697620.0,21539.0,171704893.0,,,16909066.0,261281868.0,62992094.0,2493423799.0,0.163817,9030176.0,321274432.0,,408465973.0,17249.0,63565725.0,SC,2976.24,82776.0,367.0,27488360.0,2022-01-01 00:00:00,32.0,33.5,1.0,,55544906.0,2022-12-31,2022
ANMED HEALTH REHABILITATION HOSPITAL (423029),Rehabilitation,Proprietary-Partnership,60.0,,,21900.0,,13361.0,9635330.0,,,,9779330.0,,36130023.0,,,8433245.0,,16757842.0,1387.0,,SC,139.65,16213.0,60.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
