Hospital,Hospital type,Control type,IPPS Payment amount (unadjusted),Total Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C8_14),S10 DATA: Cost of Uncompensated Care (S10_C1_30),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,HAC reduction adjustment amount,HVBP payment adjustment amount,Total Salaries,State,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,"ADJUSTED SALARIES, Subtotal Salaries",IPPS Interim payment,S10 DATA: Net Revenue from Medicaid (S10_C1_2),S10 DATA: Cost of charity care (S10_C3_23),NUMBER OF BEDS: ICU,BED DAYS: Total Hospital,Total Charges,Total Costs,S10 DATA: Total Bad Debt expense (S10_C1_26),REIMBURSEMENT SETTLEMENT: Interim payments,Total Inpatient DaysOutpatient Visits: Total Facility FTEs (S3_1_C9_27),Total Inpatient DaysOutpatient Visits: Total discharges (S3_1_C15_14),Medicare Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C6_14),S10 DATA: Medicaid charges (S10_C1_6),S10 DATA: Cost To Charge Ratio (S10_C1_1),Total Liabilities,Fiscal Year Begin Date,Fiscal Year End Date,Beginning FFY
ALEXIAN BROTHERS BEHAVIORAL HEALTH (144031),Psychiatric,Voluntary Nonprofit-Church,,47386.0,,,,,,35592917.0,IL,611413.0,141.0,25959330.0,,,,,51465.0,141544782.0,51325814.0,,587394.0,,6039.0,17613.0,,,12950000.0,2013-07-01 00:00:00,2014-06-30,2013
ALEXIAN BROTHERS MEDICAL CENTER (140258),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,81072464.0,77267.0,11206621.0,,,,150743.0,132916988.0,IL,31627524.0,321.0,125714676.0,72166185.0,36947103.0,8245595.0,36.0,117165.0,1819982693.0,404104597.0,14543000.0,31374237.0,,16053.0,39707.0,178498257.0,0.222038,105172259.0,2013-07-01 00:00:00,2014-06-30,2013
ALFRED I DUPONT HOSP FOR CHILDREN (083300),Childrens,Voluntary Nonprofit-Other,,44708.0,,,,,,244616691.0,DE,44325.0,186.0,,,,,50.0,67890.0,830155063.0,292768790.0,,49230.0,86.15,8662.0,46.0,,,110703300.0,2013-01-01 00:00:00,2013-12-31,2013
ALHAMBRA (054032),Psychiatric,Proprietary-Corporation,,32027.0,,,,,,10431848.0,CA,1763798.0,97.0,,,,,,35405.0,54576138.0,16792616.0,,1733712.0,,5221.0,4003.0,,,39597687.0,2013-02-01 00:00:00,2014-01-31,2013
ALHAMBRA HOSPITAL (050281),General Short Term (Acute Care Hospitals),Proprietary-Corporation,19930481.0,15044.0,2098687.0,,,,-36772.0,30048548.0,CA,2759581.0,101.0,28620349.0,18450413.0,5621117.0,324835.0,13.0,36865.0,473018948.0,84771867.0,10913630.0,2831447.0,,4124.0,7130.0,94349178.0,0.179215,44902777.0,2013-07-01 00:00:00,2014-06-30,2013
ALICE HYDE MEDICAL CENTER (330084),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7019189.0,10188.0,2246083.0,,,,-6748.0,33433405.0,NY,4581931.0,76.0,27028865.0,7456311.0,7969394.0,1277520.0,6.0,27740.0,134788014.0,56751244.0,2397645.0,4516610.0,,2128.0,4066.0,32930324.0,0.421041,47746219.0,2013-01-01 00:00:00,2013-12-31,2013
ALICE PECK DAY MEMORIAL HOSPITAL (301305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,5633.0,2103999.0,,,,,26610093.0,NH,4776405.0,23.0,,,1326958.0,686471.0,,8395.0,57301587.0,42383008.0,2085471.0,4566130.0,,833.0,2831.0,4977698.0,0.739648,26451784.0,2012-10-01 00:00:00,2013-09-30,2013
ALL CHILDRENS HOSPITAL (103300),Childrens,Voluntary Nonprofit-Other,,68557.0,,,,,,214700371.0,FL,490994.0,259.0,,,,,28.0,94535.0,1194818104.0,358905812.0,,1026681.0,44.53,7634.0,190.0,,,337326000.0,2013-07-01 00:00:00,2014-06-30,2013
ALLE-KISKI MEDICAL CENTER (390032),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,11980020.0,22011.0,1373028.0,,,,2394.0,38569830.0,PA,3865552.0,188.0,33285100.0,10575962.0,7108364.0,-580778.0,16.0,68620.0,391705721.0,96748749.0,8187865.0,3796121.0,,4939.0,6355.0,42377588.0,0.246993,100061947.0,2013-07-01 00:00:00,2014-06-30,2013
ALLEGAN GENERAL HOSPITAL (231328),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2984.0,2306398.0,,,,,18131173.0,MI,3849627.0,25.0,15332503.0,,1284446.0,381743.0,,9125.0,78080943.0,36369973.0,4735528.0,4126732.0,,793.0,1376.0,8940180.0,0.465798,23568610.0,2013-01-01 00:00:00,2013-12-31,2013
ALLEGHANY MEMORIAL HOSPITAL (341320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2727.0,654542.0,,,,,5232248.0,NC,1740330.0,25.0,,,1034061.0,107713.0,,9125.0,18744311.0,9917119.0,1213968.0,1876722.0,,583.0,1892.0,2332689.0,0.529074,5531308.0,2012-10-01 00:00:00,2013-09-30,2013
ALLEGHENY GENERAL HOSPITAL (390050),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,126426463.0,129137.0,8587558.0,,,,-162024.0,184842334.0,PA,17482830.0,513.0,150548438.0,116593996.0,42950557.0,2113845.0,50.0,194371.0,2231486447.0,525546007.0,28820478.0,17348089.0,306.86,21855.0,33531.0,257646645.0,0.235514,481050313.0,2013-07-01 00:00:00,2014-06-30,2013
ALLEGIANCE BEHAVIORAL CTR OF PLAINVI (454101),Psychiatric,Proprietary-Corporation,,3875.0,-56421.0,,,,,1859029.0,TX,1229138.0,20.0,1859029.0,,,,,7300.0,16834367.0,4704261.0,,1275095.0,,298.0,3434.0,,0.279444,2579772.0,2013-01-01 00:00:00,2013-12-31,2013
ALLEGIANCE HEALTH CTR OF RUSTON (194087),Psychiatric,Proprietary-Corporation,,3998.0,-6396.0,,,,,1643168.0,LA,1525447.0,14.0,1643171.0,,,,,5110.0,21046180.0,4155289.0,,1500462.0,,235.0,3167.0,,0.197437,-63263.0,2013-01-01 00:00:00,2013-12-31,2013
ALLEGIANCE SPECIALTY HOSPITAL OF GRE (252013),General Long Term,Proprietary-Corporation,,7679.0,-17020.0,,,,,4067771.0,MS,706901.0,39.0,4067771.0,,,,,14235.0,31227088.0,9095134.0,,698652.0,,276.0,7149.0,,0.291258,4614226.0,2012-11-01 00:00:00,2013-10-31,2013
ALLEGIANCE SPECIALTY HOSPITAL OF KIL (450488),General Short Term (Acute Care Hospitals),Proprietary-Corporation,178364.0,190.0,-102854.0,,,,,3662192.0,TX,2264497.0,38.0,1676696.0,193223.0,,,,13870.0,24084333.0,8647245.0,,2219173.0,,41.0,185.0,,0.35904,4038093.0,2013-09-01 00:00:00,2014-08-31,2013
ALLEN COUNTY REGIONAL HOSPITAL (171373),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,2156.0,521787.0,,,,,4338799.0,KS,973811.0,25.0,,,726684.0,54338.0,4.0,9125.0,25631714.0,9777350.0,1394617.0,932563.0,,409.0,1370.0,3342128.0,0.381455,15392672.0,2012-11-01 00:00:00,2013-06-30,2013
ALLEN COUNTY REGIONAL HOSPITAL (171373),General Short Term (Critical Access Hospitals),Governmental-County,,2017.0,311132.0,,,,,3316390.0,KS,923930.0,25.0,,,439248.0,7388.0,4.0,4600.0,22388343.0,8646122.0,932606.0,647621.0,,423.0,1437.0,2297796.0,0.386189,37644436.0,2013-07-01 00:00:00,2013-12-31,2013
ALLEN MEMORIAL HOSPITAL (160110),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,46217025.0,37201.0,4195432.0,,,,40856.0,67620860.0,IA,21352870.0,187.0,55066309.0,41772998.0,13172512.0,1298097.0,19.0,68255.0,507186313.0,154174213.0,9691000.0,21034462.0,7.65,9988.0,18408.0,42388890.0,0.303979,100482003.0,2013-01-01 00:00:00,2013-12-31,2013
ALLEN PARISH HOSPITAL (190133),General Short Term (Acute Care Hospitals),Governmental-Hospital District,271902.0,783.0,669477.0,,,,,4839461.0,LA,115825.0,25.0,2537381.0,323146.0,2884992.0,11876.0,,9125.0,11665035.0,8433031.0,929981.0,113510.0,,75.0,434.0,3030331.0,0.722932,2683852.0,2013-07-01 00:00:00,2014-06-30,2013
ALLENDALE COUNTY HOSPITAL (421300),General Short Term (Critical Access Hospitals),Governmental-County,,2736.0,981968.0,,,,,6053193.0,SC,758779.0,25.0,,,2001579.0,312236.0,,9125.0,15980471.0,10614313.0,1190165.0,981704.0,,247.0,1079.0,3758281.0,0.664205,3985627.0,2012-10-01 00:00:00,2013-09-30,2013
ALLIANCE COMMUNITY HOSPITAL (360131),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,10288541.0,11395.0,4368634.0,,,,-25056.0,39081507.0,OH,5785608.0,106.0,31347026.0,9321250.0,6013629.0,2386941.0,12.0,38690.0,184080484.0,81083626.0,5106809.0,5748510.0,7.47,2891.0,4677.0,20591151.0,0.440479,59742120.0,2013-01-01 00:00:00,2013-12-31,2013
ALLIANCE HEALTH CENTER (250151),General Short Term (Acute Care Hospitals),Proprietary-Corporation,798300.0,3799.0,219936.0,,,,,11008667.0,MS,576330.0,9.0,4039536.0,681372.0,8337453.0,,,3285.0,54140998.0,19300857.0,837316.0,567513.0,,611.0,1335.0,18439835.0,0.356492,83348845.0,2013-01-01 00:00:00,2013-12-31,2013
ALLIANCE HEALTHCARE SYSTEM (250012),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1236174.0,1895.0,951548.0,,,,,4332555.0,MS,243148.0,27.0,2535647.0,1301121.0,880411.0,,,9855.0,17527454.0,10088941.0,1743023.0,239573.0,,408.0,1332.0,1632209.0,0.575608,7559179.0,2013-01-01 00:00:00,2013-12-31,2013
ALLIED SERVICES REHAB HOSPITAL (393030),Rehabilitation,Voluntary Nonprofit-Other,,20574.0,-16955.0,,,,,17614854.0,PA,3322.0,135.0,17614854.0,,,,,49275.0,57605426.0,33009073.0,,3255.0,,2111.0,14625.0,,0.57302,11300580.0,2013-07-01 00:00:00,2014-06-30,2013
ALLINA HEALTH FARIBAULT MEDICAL CTR (240071),General Short Term (Acute Care Hospitals),Governmental-Hospital District,5277474.0,5534.0,1976648.0,,,,2810.0,16256508.0,MN,2725144.0,40.0,14350419.0,5428473.0,5405785.0,975377.0,6.0,14600.0,75474101.0,34934379.0,2170911.0,2685047.0,,1805.0,1957.0,14937359.0,0.462866,12563818.0,2013-01-01 00:00:00,2013-12-31,2013
ALPENA REGIONAL MEDICAL CENTER (230036),General Short Term (Acute Care Hospitals),Governmental-City,21846720.0,15507.0,1992705.0,,,,-7271.0,49135833.0,MI,14667546.0,96.0,35040939.0,19551804.0,6287675.0,349273.0,9.0,35040.0,280603970.0,82649858.0,6500205.0,14941196.0,,3973.0,8898.0,33578630.0,0.294543,36242065.0,2013-07-01 00:00:00,2014-06-30,2013
ALTA BATES MEDICAL CENTER (050305),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,58334381.0,85672.0,15029091.0,,,,-71871.0,233430786.0,CA,22838476.0,347.0,217000154.0,55164766.0,70510149.0,7116390.0,30.0,126655.0,1940409253.0,574673360.0,26717566.0,22519444.0,,16631.0,16498.0,459590208.0,0.296161,91845164.0,2013-01-01 00:00:00,2013-12-31,2013
ALTA VIEW HOSPITAL (460044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6068470.0,12507.0,5682806.0,,,,14888.0,24028142.0,UT,3715098.0,71.0,26672395.0,5061616.0,4544793.0,2513299.0,4.0,25915.0,181029638.0,72002303.0,7992269.0,3685297.0,,3619.0,2115.0,12762339.0,0.397738,1698944.0,2013-01-01 00:00:00,2013-12-31,2013
ALTA VISTA REGIONAL HOSPITAL (320003),General Short Term (Acute Care Hospitals),Proprietary-Corporation,4829647.0,5503.0,961559.0,,,,-6554.0,11736669.0,NM,1800831.0,46.0,11807985.0,4815203.0,5689781.0,235407.0,8.0,16790.0,145489542.0,26278432.0,4186035.0,1816793.0,,1742.0,2239.0,48826214.0,0.180621,-51784497.0,2013-09-01 00:00:00,2014-08-31,2013
ALTON MEMORIAL HOSPITAL (140002),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,24275844.0,25540.0,7471008.0,,,,46199.0,38451164.0,IL,13211461.0,132.0,35972474.0,21947510.0,7393074.0,4581338.0,12.0,48180.0,415405339.0,103540251.0,12440925.0,13104721.0,,7250.0,13185.0,56231235.0,0.249251,3740128.0,2013-01-01 00:00:00,2013-12-31,2013
ALTON MENTAL HEALTH CENTER (144016),Psychiatric,Governmental-State,,2949.0,,,,,,19862712.0,IL,74250.0,24.0,9760551.0,,,,,8760.0,418800.0,37695857.0,,-1020.0,,32.0,91.0,,90.00921,,2013-07-01 00:00:00,2014-06-30,2013
ALTOONA REGIONAL HEALTH SYSTEM (390073),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,53341649.0,82850.0,12397872.0,,,,-69520.0,134521458.0,PA,21043479.0,368.0,126409498.0,46842572.0,27653067.0,2849956.0,33.0,133542.0,1118180637.0,370062050.0,30566000.0,21405166.0,24.6,17556.0,25267.0,165066927.0,0.33095,54581498.0,2013-07-01 00:00:00,2014-06-30,2013
ALTRU HEALTH SYSTEM-ALTRU HOSPITAL (350019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,54964472.0,52102.0,9830550.0,,,,-198381.0,234886692.0,ND,33416295.0,216.0,124501289.0,51724205.0,43324712.0,1908805.0,16.0,78840.0,957619316.0,301612806.0,25766253.0,33215516.0,29.63,11543.0,23785.0,70045628.0,0.314961,269648753.0,2013-01-01 00:00:00,2013-12-31,2013
ALVARADO HOSPITAL MEDICAL CENTER (050757),General Short Term (Acute Care Hospitals),Proprietary-Corporation,39783795.0,27316.0,3033928.0,,,,-15775.0,48702829.0,CA,5571512.0,254.0,48202320.0,35743989.0,15983733.0,109434.0,28.0,92710.0,610732777.0,112330289.0,16641819.0,5478372.0,,6508.0,11087.0,104310235.0,0.183927,122868584.0,2013-01-01 00:00:00,2013-12-31,2013
ALVARADO PARKWAY INSTITUTE (054075),Psychiatric,Proprietary-Corporation,,21977.0,,,,,,12308087.0,CA,5831225.0,66.0,,,,,,24090.0,53310929.0,19387431.0,,5743657.0,,2446.0,13680.0,,,1799379.0,2013-01-01 00:00:00,2013-12-31,2013
AMERICAN FORK HOSPITAL (460023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7923346.0,22659.0,5419283.0,,,,-7111.0,30905665.0,UT,3835263.0,90.0,34852945.0,6894360.0,8687673.0,2824020.0,18.0,32850.0,239465526.0,79156867.0,7876095.0,3810011.0,,6363.0,3265.0,22940666.0,0.330556,7298029.0,2013-01-01 00:00:00,2013-12-31,2013
AMERICAN LEGION HOSPITAL (190044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8521379.0,13498.0,1859222.0,,,,-41839.0,14880086.0,LA,2523238.0,140.0,13436070.0,7995511.0,5145778.0,107190.0,4.0,51100.0,74174877.0,30877711.0,4597271.0,2484380.0,,2832.0,6206.0,18029130.0,0.416283,9772410.0,2013-01-01 00:00:00,2013-12-31,2013
AMERICAN ONCOLOGIC HOSPITAL (390196),Cancer (Acute Care Hospitals),Voluntary Nonprofit-Other,,21832.0,,,0.9,,,73885060.0,PA,38299467.0,100.0,,,,,8.0,36500.0,902706558.0,214500533.0,,54824025.0,33.63,4222.0,8398.0,,,132168567.0,2013-07-01 00:00:00,2014-06-30,2013
AMERY REGIONAL MEDICAL CENTER (521308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1852.0,880092.0,,,,,11242325.0,WI,5079041.0,25.0,,,2371879.0,319857.0,2.0,6125.0,45021061.0,27714752.0,1177559.0,4621793.0,,680.0,953.0,4798018.0,0.615595,41717752.0,2013-05-01 00:00:00,2013-12-31,2013
ANAHEIM REGIONAL MEDICAL CENTER (050226),General Short Term (Acute Care Hospitals),Proprietary-Corporation,37418949.0,55551.0,4688708.0,,,,34616.0,79954737.0,CA,6727639.0,223.0,81965538.0,32992688.0,16562500.0,2016065.0,32.0,81395.0,1424268256.0,192444921.0,20507594.0,6665305.0,,12145.0,14298.0,91237292.0,0.135118,42851860.0,2013-07-01 00:00:00,2014-06-30,2013
ANCORA PSYCHIATRIC HOSPITAL (314005),Psychiatric,Governmental-State,,166839.0,-28521551.0,,,,,92447031.0,NJ,2033853.0,709.0,91793654.0,,,,,258785.0,1841089.0,150139480.0,,1412486.0,,913.0,4643.0,,81.809671,,2013-07-01 00:00:00,2014-06-30,2013
ANDALUSIA REGIONAL HOSPITAL (010036),General Short Term (Acute Care Hospitals),Proprietary-Corporation,9269044.0,10877.0,2332084.0,,,,24266.0,11439571.0,AL,3044148.0,88.0,11080665.0,8121405.0,2413864.0,457.0,8.0,32120.0,134245839.0,28058035.0,11384402.0,3155197.0,,2999.0,5651.0,20132492.0,0.209005,-22004960.0,2013-04-01 00:00:00,2014-03-31,2013
ANDERSON COUNTY HOSPITAL (171316),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1406.0,678814.0,,,,,7358194.0,KS,2767427.0,8.0,,,1956377.0,127327.0,,2920.0,25273973.0,16773000.0,936126.0,3040677.0,,69.0,1354.0,2766152.0,0.663647,3009291.0,2013-01-01 00:00:00,2013-12-31,2013
ANDERSON HOSPITAL (140289),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,20507787.0,26109.0,3151360.0,,,,-59815.0,45962714.0,IL,7303681.0,134.0,45771973.0,18270035.0,6066001.0,1750052.0,12.0,48910.0,394006195.0,99209065.0,6023382.0,7355503.0,,6734.0,9910.0,35891419.0,0.251796,78589803.0,2013-01-01 00:00:00,2013-12-31,2013
ANDERSON REGIONAL MED CTR-SOUTH CAMP (250081),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,128201.0,5083.0,1168276.0,,,,,8970873.0,MS,4450039.0,33.0,7348561.0,131429.0,4748135.0,138707.0,,12045.0,80179306.0,26434877.0,3122774.0,4407295.0,,872.0,4550.0,7254498.0,0.329697,44845151.0,2012-10-01 00:00:00,2013-09-30,2013
ANDROSCOGGIN VALLEY HOSPITAL (301310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,5639.0,2696509.0,,,,,23797229.0,NH,7188019.0,25.0,,,3091677.0,1353556.0,,9125.0,88856099.0,43259284.0,3016514.0,6527401.0,,1196.0,3429.0,9137233.0,0.486847,39675548.0,2013-01-01 00:00:00,2013-12-31,2013
ANGEL MEDICAL CENTER (341326),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,6469.0,6751483.0,,,,,22795844.0,NC,4915368.0,25.0,,,4147417.0,3304281.0,5.0,9125.0,105122937.0,40135979.0,9591847.0,5178647.0,,1681.0,3842.0,13772930.0,0.3818,15697033.0,2012-10-01 00:00:00,2013-09-30,2013
ANGLETON-DANBURY MEDICAL CENTER (450591),General Short Term (Acute Care Hospitals),Governmental-Hospital District,4514439.0,6315.0,4149026.0,,,,-7915.0,11959028.0,TX,1807225.0,62.0,11959028.0,4033457.0,2093867.0,,10.0,22640.0,84682590.0,28332813.0,12522815.0,1804253.0,,2166.0,2184.0,14047336.0,0.334577,17206361.0,2012-10-01 00:00:00,2013-09-30,2013
ANIMAS SURGICAL HOSPITAL (060117),General Short Term (Acute Care Hospitals),Proprietary-Partnership,2542722.0,1181.0,499033.0,,,,4649.0,6313350.0,CO,2999982.0,12.0,5618663.0,2250625.0,946837.0,72181.0,,4380.0,65511463.0,17869018.0,1564925.0,2953846.0,,545.0,616.0,4837812.0,0.272762,4508257.0,2013-01-01 00:00:00,2013-12-31,2013
ANMED HEALTH (420027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,18712768.0,23801.0,6097371.0,,,,21135.0,42881317.0,SC,5804121.0,353.0,30486558.0,17222812.0,8056580.0,2521302.0,25.0,32476.0,432857152.0,73200849.0,21432754.0,5940787.0,30.15,4668.0,10545.0,43769572.0,0.169111,380286407.0,2012-10-01 00:00:00,2012-12-31,2013
ANMED HEALTH (420027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,75660597.0,91382.0,29350996.0,,,,107913.0,182236199.0,SC,26780637.0,359.0,130219209.0,67813285.0,30816265.0,10354418.0,25.0,131035.0,1818286273.0,323739985.0,107775594.0,26997988.0,32.42,18715.0,40830.0,165660480.0,0.178047,326517682.0,2013-01-01 00:00:00,2013-12-31,2013
ANMED HEALTH REHABILITATION HOSPITAL (423029),Rehabilitation,Proprietary-Partnership,,17554.0,-17035.0,,,,,7332523.0,SC,9038.0,55.0,7293071.0,,,,,20075.0,35850076.0,12945623.0,,8847.0,,1397.0,14467.0,,0.361104,8398841.0,2013-01-01 00:00:00,2013-12-31,2013
ANN & ROBERT H. LURIE CHILDRENS HOS (143300),Childrens,Voluntary Nonprofit-Other,,74702.0,,,,,,278596645.0,IL,2576550.0,288.0,,,,,40.0,105120.0,1553754265.0,521119990.0,,2523475.0,250.14,13019.0,576.0,,,613546583.0,2013-09-01 00:00:00,2014-08-31,2013
ANNA JAQUES HOSPITAL (220029),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,23419755.0,25930.0,2073717.0,,,,65855.0,52630891.0,MA,10286359.0,120.0,50651036.0,21142339.0,11921402.0,852064.0,8.0,43800.0,225554967.0,105462934.0,3140604.0,10377409.0,,6048.0,11537.0,29462593.0,0.467571,53234178.0,2012-10-01 00:00:00,2013-09-30,2013
ANNANDALE BEHAVIORAL HEALTH HSP (244011),Psychiatric,Governmental-State,,5257.0,,,,,,3380025.0,MN,,16.0,,,,,,5840.0,31542.0,4734458.0,,,,118.0,1151.0,,,,2013-07-01 00:00:00,2014-06-30,2013
ANNAPOLIS (230142),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,34811290.0,33332.0,8713522.0,,,,-42163.0,55581777.0,MI,7346211.0,173.0,50131275.0,31949448.0,17785573.0,3569115.0,18.0,62824.0,477502464.0,113532574.0,23007687.0,7668953.0,31.46,8018.0,15854.0,111764275.0,0.237763,1268936.0,2013-01-01 00:00:00,2013-12-31,2013
ANNE ARUNDEL MEDICAL CENTER INC. (210023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,125097362.0,116604.0,22166890.0,,,,,185160147.0,MD,50290061.0,385.0,174053901.0,112172366.0,12833466.0,5678915.0,20.0,140525.0,560892010.0,408776142.0,22623549.0,58234410.0,,31733.0,48303.0,14811328.0,0.728797,492040000.0,2013-07-01 00:00:00,2014-06-30,2013
ANNE BATES LEACH EYE HOSPITAL (100240),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,259305.0,264.0,2673249.0,,,,,29607123.0,FL,17833789.0,56.0,27203554.0,231940.0,11865527.0,127303.0,,20440.0,362414302.0,94150210.0,9825078.0,17923538.0,21.18,74.0,85.0,51712535.0,0.259786,13799288.0,2013-06-01 00:00:00,2014-05-31,2013
ANNIE JEFFREY MEM. CNTY HLTH. CTR. (281314),General Short Term (Critical Access Hospitals),Governmental-County,,723.0,86081.0,,,,,2332826.0,NE,1433069.0,15.0,,,389036.0,49606.0,,5475.0,7054502.0,6185028.0,41602.0,1371835.0,,121.0,545.0,435824.0,0.876749,3827736.0,2013-07-01 00:00:00,2014-06-30,2013
ANOKA-METRO REGIONAL TREATMENT CTR. (244002),Psychiatric,Governmental-State,,48503.0,,,,,,36204007.0,MN,,136.0,,,,,,51379.0,195635.0,43786121.0,,,,354.0,2981.0,,,,2013-07-01 00:00:00,2014-06-30,2013
ANSON COMMUNITY HOSPITAL (340084),General Short Term (Acute Care Hospitals),Governmental-County,1508925.0,1189.0,1688011.0,,,,,9928251.0,NC,1289031.0,52.0,6929707.0,1713978.0,1644450.0,612759.0,,18980.0,68858329.0,18736232.0,4211774.0,1386608.0,,337.0,775.0,13000557.0,0.272098,9178465.0,2013-01-01 00:00:00,2013-12-31,2013
ANSON GENERAL HOSPITAL (450078),General Short Term (Acute Care Hospitals),Governmental-City-County,1077202.0,1873.0,393984.0,,,,,3952225.0,TX,228292.0,21.0,2449483.0,1152179.0,929722.0,94395.0,,7665.0,6923874.0,6593533.0,385230.0,177260.0,,230.0,1591.0,529227.0,0.95229,708310.0,2013-04-01 00:00:00,2014-03-31,2013
ANTELOPE MEMORIAL HOSPITAL (281326),Critical Access Hospitals,Voluntary Nonprofit-Other,,2076.0,383124.0,,,,,5898310.0,NE,2133541.0,20.0,,,583655.0,73619.0,,7300.0,16478630.0,12051718.0,423194.0,2140393.0,,220.0,1695.0,1034364.0,0.731354,5238823.0,2013-07-01 00:00:00,2014-06-30,2013
ANTELOPE VALLEY HOSPITAL (050056),General Short Term (Acute Care Hospitals),Governmental-Hospital District,59022047.0,93630.0,10039481.0,,,,-71880.0,156929119.0,CA,8365702.0,399.0,154169632.0,52367180.0,,3191934.0,48.0,145675.0,1331717780.0,322497868.0,29474309.0,8190625.0,,20078.0,20912.0,396510536.0,0.242167,252478067.0,2013-07-01 00:00:00,2014-06-30,2013
ANTHONY MEDICAL CENTER (171346),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,2755.0,537930.0,,,,,3970462.0,KS,917405.0,25.0,,,231564.0,15189.0,,9125.0,5706241.0,6773196.0,459469.0,876370.0,,192.0,981.0,510085.0,1.18698,3358340.0,2013-01-01 00:00:00,2013-12-31,2013
APOLLO BEHAVIORAL HEALTH HOSPITAL (194105),Psychiatric,Proprietary-Corporation,,4089.0,,,,,,1425174.0,LA,804893.0,18.0,,,,,,5886.0,16398040.0,2491349.0,,788974.0,,652.0,1248.0,,,905000.0,2013-02-08 00:00:00,2013-12-31,2013
APPALACHIAN - ATHENS CAMPUS (364015),Psychiatric,Governmental-State,,28199.0,,,,,,18053758.0,OH,81000.0,88.0,,,,,,32120.0,1479758.0,16554360.0,,82609.0,,999.0,2030.0,,,,2013-07-01 00:00:00,2014-06-30,2013
APPLETON MEDICAL CENTER (520160),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,24306929.0,32686.0,4708254.0,,,,-12978.0,77665496.0,WI,12119871.0,147.0,51062802.0,22050471.0,12610217.0,2367545.0,16.0,53655.0,425117971.0,168670281.0,6481994.0,12142664.0,12.91,7892.0,8411.0,26773350.0,0.396761,1572914.0,2013-01-01 00:00:00,2013-12-31,2013
APPLETON MUNICIPAL HOSPITAL (241341),General Short Term (Critical Access Hospitals),Governmental-City-County,,942.0,98037.0,,,,,4647584.0,MN,1025554.0,15.0,,,339932.0,7597.0,,5475.0,12247779.0,9612987.0,115357.0,1124918.0,,106.0,587.0,689492.0,0.784876,4571094.0,2012-10-01 00:00:00,2013-09-30,2013
APPLING GENERAL HOSPITAL (110071),General Short Term (Acute Care Hospitals),Governmental-County,2953332.0,4758.0,3051562.0,,,,,14909177.0,GA,1261532.0,34.0,8561666.0,3050768.0,2319602.0,571173.0,3.0,12321.0,63591591.0,28816691.0,5849435.0,1340254.0,,1058.0,2030.0,8297615.0,0.453153,9593946.0,2013-09-01 00:00:00,2014-08-31,2013
ARBUCKLE MEMORIAL HOSPITAL (371328),General Short Term (Critical Access Hospitals),Governmental-County,,3808.0,1464174.0,,,,,6815720.0,OK,1618367.0,25.0,,,629577.0,289441.0,,9125.0,18462723.0,11629086.0,2139418.0,1653876.0,,374.0,3257.0,2503092.0,0.629868,15762369.0,2013-01-01 00:00:00,2013-12-31,2013
ARDEN WOOD  INC. (051993),Religious Non-Medical,Voluntary Nonprofit-Church,,3306.0,,,,,,4308212.0,CA,,13.0,,,,,,4745.0,3690132.0,5198373.0,,,,66.0,2236.0,,,555420.0,2013-04-01 00:00:00,2014-03-31,2013
