Original Label,Curated Label
ARISE AUSTIN SURGICAL HOSPITAL (450871),ARISE AUSTIN SURGICAL HOSPITAL (450871)
ARIZONA GENERAL HOSPITAL (030136),ARIZONA GENERAL HOSPITAL (030136)
ARIZONA GENERAL HOSPITAL (030139),ARIZONA GENERAL HOSPITAL (030139)
ARIZONA ORTHOPEDIC SURGICAL HOSPITAL (030112),ARIZONA ORTHOPEDIC SURGICAL HOSPITAL (030112)
ARIZONA REGIONAL MEDICAL CENTER (030126),ARIZONA REGIONAL MEDICAL CENTER (030126)
ARIZONA STATE HOSPITAL (034021),ARIZONA STATE HOSPITAL (034021)
ARKANSAS CHILDRENS HOSPITAL (043300),ARKANSAS CHILDRENS HOSPITAL (043300)
ARKANSAS CHILDRENS NORTHWEST INC (043301),ARKANSAS CHILDRENS NORTHWEST (043301)
ARKANSAS CHILDRENS NORTHWEST (043301),ARKANSAS CHILDRENS NORTHWEST (043301)
ARKANSAS HEART HOSPITAL (040134),ARKANSAS HEART HOSPITAL (040134)
ARKANSAS METHODIST MEDICAL CENTER (040039),ARKANSAS METHODIST MEDICAL CENTER (040039)
ARKANSAS STATE HOSPITAL (044011),ARKANSAS STATE HOSPITAL (044011)
ARKANSAS SURGICAL HOSPITAL (040147),ARKANSAS SURGICAL HOSPITAL (040147)
ARKANSAS VALLEY REGL MED CTR (060036),ARKANSAS VALLEY REGL MED CTR (060036)
ARKANSAS VALLEY REGL MED CTR (061336),ARKANSAS VALLEY REGL MED CTR (061336)
ARLINGTON MEMORIAL HOSPITAL (450064),ARLINGTON MEMORIAL HOSPITAL (450064)
ARMSTRONG COUNTY MEMORIAL (390163),ARMSTRONG COUNTY MEMORIAL (390163)
ARNOT-OGDEN MEDICAL CENTER (330090),ARNOT-OGDEN MEDICAL CENTER (330090)
ARROWHEAD COMMUNITY HOSPITAL (030094),ARROWHEAD COMMUNITY HOSPITAL (030094)
ARROWHEAD HOSPITAL (364036),ARROWHEAD HOSPITAL (364036)
ARROWHEAD REGIONAL MEDICAL CENTER (050245),ARROWHEAD REGIONAL MEDICAL CENTER (050245)
ARROYO GRANDE COMMUNITY HOSPITAL (050016),ARROYO GRANDE COMMUNITY HOSPITAL (050016)
ARTESIA GENERAL HOSPITAL (320030),ARTESIA GENERAL HOSPITAL (320030)
ARTHUR G JAMES CANCER HOSPITAL (360242),ARTHUR G JAMES CANCER HOSPITAL (360242)
ASCENSION ALL SAINTS HOSPITAL (520096),ASCENSION ALL SAINTS HOSPITAL (520096)
ASCENSION ALLEGAN HOSPITAL (231328),ASCENSION ALLEGAN HOSPITAL (231328)
ASCENSION BORGESS HOSPITAL (230117),ASCENSION BORGESS HOSPITAL (230117)
ASCENSION BORGESS-LEE HOSPITAL (231315),ASCENSION BORGESS-LEE HOSPITAL (231315)
ASCENSION CALUMET HOSPITAL (521317),ASCENSION CALUMET HOSPITAL (521317)
ASCENSION COLUMBIA ST MARYS MILWAUKE (520051),ASCENSION COLUMBIA ST MARYS MILWAUKE (520051)
ASCENSION COLUMBIA ST MARYS OZAUKEE (520027),ASCENSION COLUMBIA ST MARYS OZAUKEE (520027)
ASPIRUS EAGLE RIVER HOSPITAL (521300),ASPIRUS EAGLE RIVER HOSPITAL (521300)
ASCENSION EAGLE RIVER HOSPITAL (521300),ASCENSION EAGLE RIVER HOSPITAL (521300)
ASCENSION GONZALES REHABILITION (193089),ASCENSION GONZALES REHABILITION (193089)
ASPIRUS MERRILL HOSPITAL (521339),ASPIRUS MERRILL HOSPITAL (521339)
ASCENSION GOOD SAMARITAN HOSPITAL (521339),ASCENSION GOOD SAMARITAN HOSPITAL (521339)
ASCENSION MACOMB-OAKLAND HOSPITAL (230195),ASCENSION MACOMB-OAKLAND HOSPITAL (230195)
ASCENSION NE WISC. - MERCY HOSPITAL (520048),ASCENSION NE WISC. - MERCY HOSPITAL (520048)
ASCENSION NE WISCONSIN-ST. ELIZABETH (520009),ASCENSION NE WISCONSIN-ST. ELIZABETH (520009)
ASPIRUS STANLEY HOSPITAL (521311),ASPIRUS STANLEY HOSPITAL (521311)
ASCENSION OUR LADY OF VICTORY HOSPIT (521311),ASCENSION OUR LADY OF VICTORY HOSPIT (521311)
ASCENSION PROVIDENCE (450042),ASCENSION PROVIDENCE (450042)
ASCENSION PROVIDENCE HOSPITAL (230019),ASCENSION PROVIDENCE HOSPITAL (230019)
ASCENSION PROVIDENCE ROCHESTER HOSPI (230254),ASCENSION PROVIDENCE ROCHESTER HOSPI (230254)
ASCENSION RIVER DISTRICT HOSPITAL (230241),ASCENSION RIVER DISTRICT HOSPITAL (230241)
ASCENSION SACRED HEART BAY (100026),ASCENSION SACRED HEART BAY (100026)
ASCENSION SACRED HEART EMERALD COAST (100292),ASCENSION SACRED HEART EMERALD COAST (100292)
ASCENSION SACRED HEART GULF (100313),ASCENSION SACRED HEART GULF (100313)
ASPIRUS TOMAHAWK HOSPITAL (521313),ASPIRUS TOMAHAWK HOSPITAL (521313)
ASCENSION SACRED HEART HOSPITAL (521313),ASCENSION SACRED HEART HOSPITAL (521313)
ASCENSION SACRED HEART PENSACOLA (100025),ASCENSION SACRED HEART PENSACOLA (100025)
ASCENSION SACRED HEART REHABILITATIO (523025),ASCENSION SACRED HEART REHABILITATIO (523025)
ASCENSION SAINT MARYS HOSPITAL (520019),ASCENSION SAINT MARYS HOSPITAL (520019)
ASCENSION SE WISCONSIN HOSPITAL  INC (520136),ASCENSION SE WISCONSIN HOSPITAL  INC (520136)
ASCENSION SETON BASTROP (670143),ASCENSION SETON BASTROP (670143)
ASCENSION SETON EDGAR B DAVIS (451371),ASCENSION SETON EDGAR B DAVIS (451371)
ASCENSION SETON HAYS (670056),ASCENSION SETON HAYS (670056)
ASCENSION SETON HIGHLAND LAKES (451365),ASCENSION SETON HIGHLAND LAKES (451365)
ASCENSION SETON MEDICAL CENTER (450056),ASCENSION SETON MEDICAL CENTER (450056)
ASCENSION SETON NORTHWEST (450867),ASCENSION SETON NORTHWEST (450867)
ASCENSION SETON SHOAL CREEK (454029),ASCENSION SETON SHOAL CREEK (454029)
ASCENSION SETON SMITHVILLE (450143),ASCENSION SETON SMITHVILLE (450143)
ASCENSION SETON SOUTHWEST (450865),ASCENSION SETON SOUTHWEST (450865)
ASCENSION SETON WILLIAMSON (670041),ASCENSION SETON WILLIAMSON (670041)
ASCENSION ST CLARES HOSPITAL (520202),ASCENSION ST CLARES HOSPITAL (520202)
ASCENSION ST JOHN HOSPITAL (230165),ASCENSION ST JOHN HOSPITAL (230165)
ASCENSION ST THOMAS RIVER PARK (440151),ASCENSION ST THOMAS RIVER PARK (440151)
ASCENSION ST VINCENT KOKOMO (150010),ASCENSION ST VINCENT KOKOMO (150010)
ASCENSION ST VINCENT SALEM HOSPITAL (151314),ASCENSION ST VINCENT SALEM HOSPITAL (151314)
ASCENSION ST VINCENT SETON SPECIALTY (152020),ASCENSION ST VINCENT SETON SPECIALTY (152020)
ASCENSION ST. FRANCIS HOSPITAL (520078),ASCENSION ST. FRANCIS HOSPITAL (520078)
ASPIRUS STEVENS POINT HOSPITAL (520002),ASPIRUS STEVENS POINT HOSPITAL (520002)
ASCENSION ST. MICHAELS HOSPITAL (520002),ASCENSION ST. MICHAELS HOSPITAL (520002)
ASCENSION ST. VINCENT ANDERSON (150088),ASCENSION ST. VINCENT ANDERSON (150088)
ASCENSION ST. VINCENT CARMEL (150157),ASCENSION ST. VINCENT CARMEL (150157)
ASCENSION ST. VINCENT CLAY (151309),ASCENSION ST. VINCENT CLAY (151309)
ASCENSION ST. VINCENT DUNN (151335),ASCENSION ST. VINCENT DUNN (151335)
ASCENSION ST. VINCENT EVANSVILLE (150100),ASCENSION ST. VINCENT EVANSVILLE (150100)
ASCENSION ST. VINCENT FISHERS (150181),ASCENSION ST. VINCENT FISHERS (150181)
ASCENSION ST. VINCENT HOSPITAL (150084),ASCENSION ST. VINCENT HOSPITAL (150084)
ASCENSION ST. VINCENT JENNINGS (151303),ASCENSION ST. VINCENT JENNINGS (151303)
ASCENSION ST. VINCENT MERCY (151308),ASCENSION ST. VINCENT MERCY (151308)
ASCENSION ST. VINCENT RANDOLPH (151301),ASCENSION ST. VINCENT RANDOLPH (151301)
ASCENSION ST. VINCENT SETON SPECIALT (152020),ASCENSION ST. VINCENT SETON SPECIALT (152020)
ASCENSION ST. VINCENT WARRICK (151325),ASCENSION ST. VINCENT WARRICK (151325)
ASCENSION ST. VINCENT WILLIAMSPORT (151307),ASCENSION ST. VINCENT WILLIAMSPORT (151307)
ASCENSION ST. VINCENTS CLAY COUNTY (100321),ASCENSION ST. VINCENTS CLAY COUNTY (100321)
ASCENSION ST. VINCENTS RIVERSIDE (100040),ASCENSION ST. VINCENTS RIVERSIDE (100040)
ASCENSION ST. VINCENTS SOUTHSIDE HO (100307),ASCENSION ST. VINCENTS SOUTHSIDE HO (100307)
ASCENSION STANDISH HOSPITAL (231305),ASCENSION STANDISH HOSPITAL (231305)
ASH MORGANTOWN (510092),ASH MORGANTOWN (510092)
SSH MORGANTOWN (512004),SSH MORGANTOWN (512004)
ASH MORGANTOWN (512004),ASH MORGANTOWN (512004)
ASHE MEMORIAL HOSPITAL (341325),ASHE MEMORIAL HOSPITAL (341325)
ASHEVILLE SPECIALTY HOSPITAL  LLC (342017),ASHEVILLE SPECIALTY HOSPITAL  LLC (342017)
ASHFORD PRESBYTERIAN COMMUNITY CORP (400001),ASHFORD PRESBYTERIAN HOSPITAL (400001)
ASHFORD PRESBYTERIAN COMMUNITY CORP. (400001),ASHFORD PRESBYTERIAN HOSPITAL (400001)
ASHFORD PRESBYTERIAN COMUNITY CORP (400001),ASHFORD PRESBYTERIAN HOSPITAL (400001)
ASHFORD PRESBYTERIAN HOSPITAL (400001),ASHFORD PRESBYTERIAN HOSPITAL (400001)
ASHLAND COMMUNITY HOSPITAL (380005),ASHLAND COMMUNITY HOSPITAL (380005)
ASHLAND HEALTH CENTER (171304),ASHLAND HEALTH CENTER (171304)
ASHLEY COUNTY MEDICAL CENTER (041323),ASHLEY COUNTY MEDICAL CENTER (041323)
ASHLEY MEDICAL CENTER (351322),ASHLEY MEDICAL CENTER (351322)
ASHLEY REGIONAL MEDICAL CENTER (460030),ASHLEY REGIONAL MEDICAL CENTER (460030)
ASHTABULA COUNTY MEDICAL CENTER (360125),ASHTABULA COUNTY MEDICAL CENTER (360125)
ASOCIACION HOSPITAL DEL MAESTRO  INC (400004),ASOCIACION HOSPITAL DEL MAESTRO  INC (400004)
ASOCIACION HOSPITAL DEL MAESTRO INC (400004),ASOCIACION HOSPITAL DEL MAESTRO  INC (400004)
ASOCIACION HOSPITAL DEL MAESTRA INC (400004),ASOCIACION HOSPITAL DEL MAESTRO  INC (400004)
ASPEN HILLS HEALTHCARE CENTER (314023),ASPEN HILLS HEALTHCARE CENTER (314023)
ASPEN MOUNTAIN MEDICAL CENTER (530035),ASPEN MOUNTAIN MEDICAL CENTER (530035)
ASPEN VALLEY HOSPITAL DISTRICT (061324),ASPEN VALLEY HOSPITAL DISTRICT (061324)
ASPIRE BEHAVIORAL HEALTH OF CONROE (454112),ASPIRE BEHAVIORAL HEALTH OF CONROE (454112)
ASPIRE HEALTH PARTNERS INC (104067),ASPIRE HEALTH PARTNERS INC (104067)
ASPIRE HOSPITAL  LLC (454112),ASPIRE HOSPITAL  LLC (454112)
ASPIRE HOSPITAL  LLC (670093),ASPIRE HOSPITAL  LLC (670093)
ASPIRUS GRAND VIEW (231333),ASPIRUS GRAND VIEW (231333)
ASPIRUS IRON RIVER HOPSITAL & CLINIC (231318),ASPIRUS IRON RIVER HOSPITAL & CLINIC (231318)
ASPIRUS IRONWOOD HOSPITAL (231333),ASPIRUS IRONWOOD HOSPITAL (231333)
ASPIRUS KEWEENAW HOSPITAL (231319),ASPIRUS KEWEENAW HOSPITAL (231319)
ASPIRUS LANGLADE HOSPITAL (521350),ASPIRUS LANGLADE HOSPITAL (521350)
ASPIRUS MEDFORD HOSPITAL AND CLINICS (521324),ASPIRUS MEDFORD HOSPITAL AND CLINICS (521324)
ASPIRUS NORTHSTAR  INC. (231318),ASPIRUS NORTHSTAR  INC. (231318)
ASPIRUS ONTONAGON HOSPITAL (231309),ASPIRUS ONTONAGON HOSPITAL (231309)
ASPIRUS RIVERVIEW HOSPITAL & CLINICS (520033),ASPIRUS RIVERVIEW HOSPITAL & CLINICS (520033)
ASPIRUS WAUSAU HOSPITAL (520030),ASPIRUS WAUSAU HOSPITAL (520030)
ASSURANCE HEALTH HUDSON (364059),ASSURANCE  HEALTH HUDSON (364059)
ASSURANCE HEALTH (364059),ASSURANCE  HEALTH HUDSON (364059)
ASSURANCE HEALTH HUDSON LLC (364059),ASSURANCE  HEALTH HUDSON (364059)
ASSURANCE  HEALTH HUDSON (364059),ASSURANCE  HEALTH HUDSON (364059)
ASSURANCE HEALTH CINCINNATI (364056),ASSURANCE HEALTH - CINCINNATI (364056)
ASSURANCE HEALTH - CINCINNATI (364056),ASSURANCE HEALTH - CINCINNATI (364056)
ASSURANCE HEALTH CINCINNATI LLC (364056),ASSURANCE HEALTH - CINCINNATI (364056)
ASSURANCE HEALTH (154062),ASSURANCE HEALTH (154062)
ASSURANCE HEALTH INDIANAPOLIS (154064),ASSURANCE HEALTH INDIANAPOLIS (154064)
ASSURANCE HEALTH INDIANAPOLIS LLC (154064),ASSURANCE HEALTH INDIANAPOLIS (154064)
ASSURANCE  HEALTH INDIANAPOLIS LLC (154064),ASSURANCE HEALTH INDIANAPOLIS (154064)
ASTRIA SUNNYSIDE HOSPITAL (501330),ASTRIA SUNNYSIDE HOSPITAL (501330)
ATCHISON HOSPITAL ASSOCIATION (171382),ATCHISON HOSPITAL ASSOCIATION (171382)
ATHENS LIMESTONE (010079),ATHENS LIMESTONE (010079)
ATHENS REGIONAL MEDICAL CENTER (110074),ATHENS REGIONAL MEDICAL CENTER (110074)
ATHENS REGIONAL MEDICAL CENTER (440068),ATHENS REGIONAL MEDICAL CENTER (440068)
ATHOL MEMORIAL HOSPITAL (221303),ATHOL MEMORIAL HOSPITAL (221303)
ATLANTA MEDICAL CENTER (110115),ATLANTA MEDICAL CENTER (110115)
ATLANTA MEMORIAL HOSPITAL (450615),ATLANTA MEMORIAL HOSPITAL (450615)
ATLANTIC GENERAL HOSPITAL (210061),ATLANTIC GENERAL HOSPITAL (210061)
ATLANTIC REHABILITATION INSTITUTE (313038),ATLANTIC REHABILITATION INSTITUTE (313038)
ATLANTIC SHORES HOSPITAL (104065),ATLANTIC SHORES HOSPITAL (104065)
ATLANTICARE REGIONAL MEDICAL CENTER (310064),ATLANTICARE REGIONAL MEDICAL CENTER (310064)
ATMORE COMMUNITY HOSPITAL (010169),ATMORE COMMUNITY HOSPITAL (010169)
ATOKA MEMORIAL HOSPITAL (371300),ATOKA MEMORIAL HOSPITAL (371300)
ATRIUM HEALTH ANSON (340084),ATRIUM HEALTH ANSON (340084)
ATRIUM HEALTH CABARRUS (340001),ATRIUM HEALTH CABARRUS (340001)
ATRIUM HEALTH CLEVELAND (340021),ATRIUM HEALTH CLEVELAND (340021)
ATRIUM HEALTH KINGS MOUNTAIN (340037),ATRIUM HEALTH KINGS MOUNTAIN (340037)
ATRIUM HEALTH LINCOLN (340145),ATRIUM HEALTH LINCOLN (340145)
ATRIUM HEALTH NAVICENT BALDWIN (110150),ATRIUM HEALTH NAVICENT BALDWIN (110150)
ATRIUM HEALTH NAVICENT PEACH (111310),ATRIUM HEALTH NAVICENT PEACH (111310)
ATRIUM HEALTH PINEVILLE (340098),ATRIUM HEALTH PINEVILLE (340098)
ATRIUM HEALTH STANLY (340119),ATRIUM HEALTH STANLY (340119)
ATRIUM HEALTH UNION (340130),ATRIUM HEALTH UNION (340130)
ATRIUM HEALTH UNIVERSITY CITY (340166),ATRIUM HEALTH UNIVERSITY CITY (340166)
ATRIUM MEDICAL CENTER (360076),ATRIUM MEDICAL CENTER (360076)
ATRIUM MEDICAL CENTER (452114),ATRIUM MEDICAL CENTER (452114)
ATRIUM MEDICAL CENTER AT CORINTH (452111),ATRIUM MEDICAL CENTER AT CORINTH (452111)
ATRIUM MEDICAL CENTER (452111),ATRIUM MEDICAL CENTER AT CORINTH (452111)
AU MEDICAL CENTER  INC (110034),AU MEDICAL CENTER  INC (110034)
AUBURN MEMORIAL HOSPITAL (330235),AUBURN MEMORIAL HOSPITAL (330235)
AUBURN REGIONAL MEDICAL CENTER (500015),AUBURN REGIONAL MEDICAL CENTER (500015)
AUDRAIN MEDICAL CENTER (260064),AUDRAIN MEDICAL CENTER (260064)
AUDUBON BEHAVIORAL HCARE LONGVIEW (454117),AUDUBON BEHAVIORAL HCARE LONGVIEW (454117)
AUDUBON BEHAVIORAL HOSPITAL OF LONGV (454117),AUDUBON BEHAVIORAL HCARE LONGVIEW (454117)
AUDUBON BEHAVIORAL HCARE LUFKIN (454116),AUDUBON BEHAVIORAL HCARE LUFKIN (454116)
AUDUBON COUNTY MEMORIAL HOSPITAL (161330),AUDUBON COUNTY MEMORIAL HOSPITAL (161330)
AUGUSTA MEDICAL CENTER (490018),AUGUSTA MEDICAL CENTER (490018)
AULTMAN HOSPITAL (360084),AULTMAN HOSPITAL (360084)
AULTMAN ORRVILLE HOSPITAL (361323),AULTMAN ORRVILLE HOSPITAL (361323)
AULTMAN SPECIALTY HOSPITAL (362032),AULTMAN SPECIALTY HOSPITAL (362032)
AURELIA OSBORN FOX MEMORIAL HOSPITAL (330085),AURELIA OSBORN FOX MEMORIAL HOSPITAL (330085)
AURORA BAYCARE MEDICAL CENTER (520193),AURORA BAYCARE MEDICAL CENTER (520193)
AURORA BEHAVIORAL  HEALTHCARE-TEMPE (034028),AURORA BEHAVIORAL  HEALTHCARE-TEMPE (034028)
AURORA BEHAVIORAL HEALTHCARE LAS VEG (294013),AURORA BEHAVIORAL HEALTHCARE LAS VEG (294013)
AURORA BHS OF ARIZONA (034024),AURORA BHS OF ARIZONA (034024)
AURORA CHARTER OAK BHS (054069),AURORA CHARTER OAK BHS (054069)
AURORA CHICAGO LAKESHORE (144005),AURORA CHICAGO LAKESHORE (144005)
AURORA HEALTH CARE METRO  INC. (520138),AURORA HEALTH CARE METRO  INC. (520138)
AURORA LAKELAND MEDICAL CENTER (520102),AURORA LAKELAND MEDICAL CENTER (520102)
AURORA LAS ENCINAS BHS (054078),AURORA LAS ENCINAS BHS (054078)
AURORA MED CTR OF MANITOWOC COUNTY (520034),AURORA MED CTR OF MANITOWOC COUNTY (520034)
AURORA MEDICAL CENTER - BAY AREA (520113),AURORA MEDICAL CENTER - BAY AREA (520113)
AURORA MEDICAL CENTER - HARTFORD (520038),AURORA MEDICAL CENTER - HARTFORD (520038)
AURORA MEDICAL CENTER - SUMMIT (520206),AURORA MEDICAL CENTER - SUMMIT (520206)
AURORA MEDICAL CENTER GRAFTON (520207),AURORA MEDICAL CENTER GRAFTON (520207)
AURORA MEDICAL CENTER KENOSHA (520189),AURORA MEDICAL CENTER KENOSHA (520189)
AURORA MEDICAL CENTER OF OSHKOSH (520198),AURORA MEDICAL CENTER OF OSHKOSH (520198)
AURORA PSYCHIATRIC HOSPITAL (524000),AURORA PSYCHIATRIC HOSPITAL (524000)
AURORA SAN DIEGO BHS (054095),AURORA SAN DIEGO BEHAVIORAL (054095)
AURORA SAN DIEGO BEHAVIORAL (054095),AURORA SAN DIEGO BEHAVIORAL (054095)
AURORA SANTA ROSA BEHAVIORAL HEALTH (054151),AURORA SANTA ROSA BEHAVIORAL HEALTH (054151)
AURORA VISTA DEL MAR BHS (054077),AURORA VISTA DEL MAR BHS (054077)
AURORA WESTBOROUGH BHS (224044),AURORA WESTBOROUGH BHS (224044)
AUSTIN LAKES HOSPITAL (454069),AUSTIN LAKES HOSPITAL (454069)
AUSTIN OAKS HOSPITAL (454121),AUSTIN OAKS HOSPITAL (454121)
AUSTIN STATE HOSPITAL (454084),AUSTIN STATE HOSPITAL (454084)
AUSTIN SURGICAL HOSPITAL (450871),AUSTIN SURGICAL HOSPITAL (450871)
AUXILIO MUTUO HOSPITAL (400016),AUXILIO MUTUO HOSPITAL (400016)
AVAIL HOSPITAL LAKE CHARLES (190315),AVAIL HOSPITAL LAKE CHARLES (190315)
AVALA (190267),AVALA (190267)
AVENIR BEHAVIORAL HEALTH CENTER (034035),AVENIR BEHAVIORAL HEALTH CENTER (034035)
HCA FLORIDA AVENTURA HOSPITAL (100131),HCA FLORIDA AVENTURA HOSPITAL (100131)
AVENTURA HOSPITAL AND MED CTR (100131),AVENTURA HOSPITAL AND MED CTR (100131)
AVERA CREIGHTON HOSPITAL (281331),AVERA CREIGHTON HOSPITAL (281331)
AVERA DELLS AREA HOSPITAL (431331),AVERA DELLS AREA HOSPITAL (431331)
AVERA FLANDREAU HOSPITAL (431310),AVERA FLANDREAU HOSPITAL (431310)
AVERA GETTYSBURG HOSPITAL (431302),AVERA GETTYSBURG HOSPITAL (431302)
AVERA GETTYSBURG MEDICAL CENTER (431302),AVERA GETTYSBURG MEDICAL CENTER (431302)
AVERA GRANITE FALLS (241343),AVERA GRANITE FALLS (241343)
AVERA GREGORY HOSPITAL (431338),AVERA GREGORY HOSPITAL (431338)
AVERA HAND COUNTY MEMORIAL HOSPITAL (431337),AVERA HAND COUNTY MEMORIAL HOSPITAL (431337)
AVERA HEART HOSPITAL OF SOUTH DAKOTA (430095),AVERA HEART HOSPITAL OF SOUTH DAKOTA (430095)
AVERA HOLY FAMILY HEALTH (161351),AVERA HOLY FAMILY HEALTH (161351)
AVERA MARSHALL REGIONAL MEDICAL CTR (241359),AVERA MARSHALL REGIONAL MEDICAL CTR (241359)
AVERA MCKENNAN (430016),AVERA MCKENNAN (430016)
AVERA MERRILL PIONEER HOSPITAL (161321),AVERA MERRILL PIONEER HOSPITAL (161321)
AVERA QUEEN OF PEACE (430013),AVERA QUEEN OF PEACE (430013)
AVERA SACRED HEART HOSPITAL (430012),AVERA SACRED HEART HOSPITAL (430012)
AVERA ST MARYS (430015),AVERA ST MARYS (430015)
AVERA ST. ANTHONYS HOSPITAL (281329),AVERA ST. ANTHONYS HOSPITAL (281329)
AVERA ST. BENEDICT HEALTH CENTER (431330),AVERA ST. BENEDICT HEALTH CENTER (431330)
AVERA ST. LUKES (430014),AVERA ST. LUKES (430014)
AVERA WESKOTA MEMORIAL MEDICAL CENTE (431324),AVERA WESKOTA MEMORIAL MEDICAL CENTE (431324)
AVISTA ADVENTIST HOSPITAL (060103),AVISTA ADVENTIST HOSPITAL (060103)
AVITA ONTARIO HOSPITAL (360365),AVITA ONTARIO HOSPITAL (360365)
AVON HOSPITAL JOINT VENTURE LLC (360130),AVON HOSPITAL JOINT VENTURE LLC (360130)
AVOYELLES HOSPITAL - MEDICARE TRAD (190099),AVOYELLES HOSPITAL - MEDICARE TRAD (190099)
AVOYELLES HOSPITAL (190099),AVOYELLES HOSPITAL (190099)
AZ SPINE & JOINT HOSPITAL (030107),AZ SPINE & JOINT HOSPITAL (030107)
BACHARACH INSTITUTE FOR REHABILITATI (313030),BACHARACH INSTITUTE FOR REHABILITATI (313030)
BACON COUNTY HOSPITAL (111327),BACON COUNTY HOSPITAL (111327)
BAILEY MEDICAL CENTER (370228),BAILEY MEDICAL CENTER (370228)
BAKERSFIELD BEHAVIORAL HEALTHCARE HO (054155),BAKERSFIELD BEHAVIORAL HEALTHCARE HO (054155)
BAKERSFIELD MEMORIAL HOSPITAL (050036),BAKERSFIELD MEMORIAL HOSPITAL (050036)
BALDPATE HOSPITAL (224033),BALDPATE HOSPITAL (224033)
BALDWIN AREA MEDICAL CENTER  INC. (521347),BALDWIN AREA MEDICAL CENTER  INC. (521347)
BALL MEMORIAL HOSPITAL (150089),BALL MEMORIAL HOSPITAL (150089)
BALLINGER MEMORIAL HOSPITAL (451310),BALLINGER MEMORIAL HOSPITAL (451310)
BALTIMORE CONVENTION CENTER-ACS (210068),BALTIMORE CONVENTION CENTER-ACS (210068)
BALTIMORE WASHINGTON MEDICAL CENTER (210043),BALTIMORE WASHINGTON MEDICAL CENTER (210043)
BAMBERG COUNTY MEMORIAL HOSPITAL (420056),BAMBERG COUNTY MEMORIAL HOSPITAL (420056)
BANNER BAYWOOD HEART HOSPITAL (030105),BANNER BAYWOOD HEART HOSPITAL (030105)
BANNER BAYWOOD MEDICAL CENTER (030088),BANNER BAYWOOD MEDICAL CENTER (030088)
BANNER BEHAVIORAL HEALTH HOSPITAL (034004),BANNER BEHAVIORAL HEALTH HOSPITAL (034004)
BANNER BOSWELL MEDICAL CENTER (030061),BANNER BOSWELL MEDICAL CENTER (030061)
BANNER CASA GRANDE MEDICAL CENTER (030016),BANNER CASA GRANDE MEDICAL CENTER (030016)
BANNER CHURCHILL COMMUNITY HOSPITAL (290006),BANNER CHURCHILL COMMUNITY HOSPITAL (290006)
BANNER CHURCHILL COMMUNITY HOSPITAL (291313),BANNER CHURCHILL COMMUNITY HOSPITAL (291313)
BANNER DEL E WEBB MEDICAL CENTER (030093),BANNER DEL E WEBB MEDICAL CENTER (030093)
BANNER DESERT MEDICAL CENTER (030065),BANNER DESERT MEDICAL CENTER (030065)
BANNER ESTRELLA MEDICAL CENTER (030115),BANNER ESTRELLA MEDICAL CENTER (030115)
BANNER FORT COLLINS MEDICAL CENTER (060126),BANNER FORT COLLINS MEDICAL CENTER (060126)
BANNER GATEWAY MEDICAL CENTER (030122),BANNER GATEWAY MEDICAL CENTER (030122)
BANNER GOLDFIELD MEDICAL CENTER (030134),BANNER GOLDFIELD MEDICAL CENTER (030134)
BANNER GOOD SAMARITAN MEDICAL CENTER (030002),BANNER GOOD SAMARITAN MEDICAL CENTER (030002)
BANNER HEART HOSPITAL (030105),BANNER HEART HOSPITAL (030105)
BANNER IRONWOOD MEDICAL CENTER (030130),BANNER IRONWOOD MEDICAL CENTER (030130)
BANNER LASSEN MEDICAL CENTER (051320),BANNER LASSEN MEDICAL CENTER (051320)
BANNER OCOTILLO MEDICAL CENTER (030147),BANNER OCOTILLO MEDICAL CENTER (030147)
BANNER PAYSON MEDICAL CENTER (030033),BANNER PAYSON MEDICAL CENTER (030033)
BANNER PAYSON MEDICAL CENTER (031318),BANNER PAYSON MEDICAL CENTER (031318)
BANNER THUNDERBIRD MEDICAL CENTER (030089),BANNER THUNDERBIRD MEDICAL CENTER (030089)
BANNER UNIVERSITY MED CENTER SOUTH (030111),BANNER UNIVERSITY MED CENTER SOUTH (030111)
BANNER UNIVERSITY MED CENTER TUCSON (030064),BANNER UNIVERSITY MED CENTER TUCSON (030064)
UNIVERSITY MEDICAL CENTER (030064),BANNER UNIVERSITY MED CENTER TUCSON (030064)
BANNER UNIVERSITY MEDICAL CENTER PHX (030002),BANNER UNIVERSITY MEDICAL CENTER PHX (030002)
BAPTIST BEAUMONT HOSPITAL (450346),BAPTIST BEAUMONT HOSPITAL (450346)
BAPTIST EASLEY HOSPITAL (420015),BAPTIST EASLEY HOSPITAL (420015)
BAPTIST EMERGENCY HOSPITAL (670078),BAPTIST EMERGENCY HOSPITAL (670078)
BAPTIST HEALTH CORBIN (180080),BAPTIST HEALTH CORBIN (180080)
BAPTIST HEALTH EXTENDED CARE (042012),BAPTIST HEALTH EXTENDED CARE (042012)
BAPTIST HEALTH FLOYD (150044),BAPTIST HEALTH FLOYD (150044)
BAPTIST HEALTH HARDIN (180012),BAPTIST HEALTH HARDIN (180012)
BAPTIST HEALTH LAGRANGE (180138),BAPTIST HEALTH LAGRANGE (180138)
BAPTIST HEALTH LEXINGTON (180103),BAPTIST HEALTH LEXINGTON (180103)
BAPTIST HEALTH LOUISVILLE (180130),BAPTIST HEALTH LOUISVILLE (180130)
BAPTIST HEALTH MADISONVILLE (180093),BAPTIST HEALTH MADISONVILLE (180093)
