FY 2020 IPPS Impact File -  Final Rule (August 2019)																																																								
Provider Number	Name	Geographic Labor Market Area	Pre-Reclass Labor Market Area	Post Reclass Labor Market Area	Payment Labor Market Area (for purposes of Capital and DSH)	FIPS County Code	Region	URGEO	URSPA	RECLASS	FY 2020 Wage Index	LUGAR	Section 401 Hospital	Section 401 or LUGAR Hospitals with a MGCRB Wage Index Reclass	Section  505 Eligible	Section 505 Adjustment	Cost of Living Adjustment	Resident to Bed Ratio	RDAY	Beds	Average Daily Census	TCHOP	TCHCP	DSHPCT	DSHOPP	DSHCPP	DSH_LY	UCP_ADJ	UCP Per Claim Amount	UCP_ADJ_LY	UCP Per Claim Amount LY	Operating CCR	Capital CCR	Provider Type	HSP Rate	Bills	CASETA36	CMIV36	TACMIV36	IME_CASETA36	IME_TACMIV36	CASETA37	CMIV37	TACMIV37	IME_CASETA37	IME_TACMIV37	GAF	Capital Cost of Living Adjustment	OUT19F	COUT19F	Medicare Percentage	Low Volume Hospital Adjustment	Proxy Value Based Purchasing Adjustment Factor	Proxy Readmission Adjustment Factor	Proxy Quality Reduction	Proxy EHR Reduction
010138	Hill Hospital Of Sumter County	01	01	01	01	01119	5	rural	rural	N	0.7543				N		1	0	0	33	10	0	0	0.9823	0.03	0	0.03	0.00001	643.03	0.000013	642.88	0.294	0.035	0		92	91.46	0.8113	0.8113			91.51	0.8173	0.8174			0.8244	1	0	0	0.43166	1.24583	1	1.0000	0	1
010139	Brookwood Baptist Medical Center	13820	13820	13820	13820	01073	5	lurban	lurban	N	0.8127				N		1	0	0	406	213	0	0	0.2111	0.01658	0.04367	0.01658	0.000384	733.89	0.000384	643.8	0.09	0.007	0		3542	3504.26	1.7867	1.7802			3506.77	1.7884	1.7819			0.8676	1	0.03334	0.03646	0.25645	1	0.99593	0.9869	0	0
010144	Springhill Memorial Hospital	33660	33660	33660	33660	01097	5	ourban	ourban	N	0.8012				N		1	0	0	186	149	0	0	0.2061	0.01555	0.04262	0.01555	0.000323	895.8	0.000264	698.69	0.311	0.018	0		2845	2824.40	1.9005	1.8918			2826.06	1.9056	1.8974			0.8592	1	0.02639	0.01334	0.32901	1	0.99951	0.9923	0	0
010146	Rmc Jacksonville	11500	11500	11500	11500	01015	5	ourban	ourban	N	0.8147				N		1	0	0	38	9	0	0	0.309	0.03	0	0.03	0.000026	757.56	0.000032	783.97	0.224	0.022	0		229	224.66	0.9410	0.9352			224.76	0.9464	0.9397			0.8691	1	0.00021	0.00219	0.39167	1	1	0.9957	0	0
010148	Evergreen Medical Center	01	01	01	01	01035	5	rural	rural	N	0.7629				N		1	0	0	44	14	0	0	0.3459	0.04438	0	0.04438	0.000039	407.6	0.000036	356.61	0.314	0.025	14	4088.03	741	729.64	0.9866	0.9814			730.15	0.9829	0.9778			0.8308	1	0	0	0.56351	1.165	1.00996	0.9860	0	1
010149	Baptist Medical Center East	33860	33860	33860	33860	01101	5	ourban	ourban	N	0.8008				N		1	0	0	176	123	0	0	0.4277	0.06125	0.09047	0.06125	0.000209	892.49	0.00029	1185.79	0.207	0.01	0		1740	1713.66	1.4395	1.4305			1715.29	1.4423	1.4332			0.8589	1	0.01084	0.00313	0.1926	1	0.99763	0.9997	0	0
010150	L V Stabler Memorial Hospital	01	01	33860	01	01013	5	rural	rural	W	0.8008				N		1	0	0	44	8	0	0	0.2188	0.01817	0	0.01817	0.000029	550.92	0.000026	443.78	0.132	0.015	14	3732.53	377	368.74	1.0840	1.0714			369.24	1.0825	1.0704			0.8589	1	0.00001	0.00185	0.59966	1.22205	0.99972	0.9961	0	0
010157	Shoals Hospital	22520	22520	19460	22520	01033	5	ourban	ourban	W	0.7615				N		1	0	0	122	16	0	0	0.1761	0.01049	0.0363	0.01049	0.000057	771.24	0.000047	519.88	0.267	0.022	0		384	372.98	1.1896	1.1796			373.70	1.1860	1.1769			0.8298	1	0.01965	0.02418	0.53889	1	1.00016	0.9899	0	0
010158	Russellville Hospital	01	01	25	01	01059	5	rural	rural	W	0.7929				N		1	0	0	92	16	0	0	0.2576	0.02617	0	0.02617	0.000051	482.53	0.000047	411.91	0.194	0.018	14	4512.32	848	837.54	1.2281	1.2209			838.19	1.2270	1.2201			0.8531	1	0	0	0.57224	1.14636	1.0013	0.9991	0	0
010164	Coosa Valley Medical Center	01	01	13820	13820	01121	5	rural	lurban	L	0.8042	LUGAR			N		1	0	0	122	34	0	0	0.3917	0.05383	0.08255	0.03	0.000121	977.59	0.000105	780.59	0.185	0.013	0		928	906.83	1.4184	1.3922			908.28	1.4150	1.3901			0.8614	1	0.00388	0.00347	0.37537	1.055	1.00437	0.9968	0	1
010168	Jack Hughston Memorial Hospital	17980	17980	17980	17980	01113	5	ourban	ourban	N	0.8213				N		1	0.1361	0.2426	47	19	0.0716	0.07086	0.068391917	0	0	0		0		0	0.305	0.024	0		1134	1123.19	2.2438	2.2432	239.06	2.5256	1125.40	2.2289	2.2280	240.32	2.5111	0.8739	1	0.00119	0.00121	0.46276	1	1.00655	0.9998	0	0
010169	Atmore Community Hospital	01	01	01	01	01053	5	rural	rural	N	0.7543				N		1	0	0	49	12	0	0	0.1961	0.01374	0	0.01374	0.000037	648.23	0.000031	467.44	0.327	0.029	0		411	394.07	1.1921	1.1619			394.39	1.1909	1.1609			0.8244	1	0.00029	0.00086	0.49379	1.17962	1.00731	1.0000	0	0
010173	St Vincent's Chilton	13820	13820	13820	13820	01021	5	lurban	lurban	N	0.8127				N		1	0		26	13	0	0.52699	0.175697015	0.01043	0	0.01043		0		0	0.369	0.052	0		139	134.35	1.1411	1.1415			134.65	1.1401	1.1404			0.8676	1	0.02974	0.06001	0.24664	1	1	1.0000	0	0
020001	Providence Alaska Medical Center	11260	11260	11260	11260	02020	9	ourban	ourban	N	1.2624				N		1.25	0.053	0.085	388	274	0.02853	0.02428	0.4874	0.07356	0.10373	0.07356	0.001359	2481.93	0.001224	2327.43	0.205	0.016	0		4633	4611.35	2.1065	2.0976	69.77	2.0762	4613.22	2.1040	2.0965	69.77	2.0886	1.173	1.0788	0.10049	0.09376	0.28032	1	1.00323	1.0000	0	0
020006	Mat-Su Regional Medical Center	11260	11260	02	02	02170	9	ourban	rural	S	1.2624		YES		N		1.25	0	0	74	50	0	0	0.3168	0.03	0	0.03		0		0	0.196	0.021	16	10687.92	1543	1527.27	1.8227	1.8145			1527.98	1.8106	1.8027			1.173	1.0788	0.05983	0.10208	0.40071	1	1.0152	0.9969	0	0
020008	Bartlett Regional Hospital	02	02	02	02	02110	9	rural	rural	N	1.2624				N		1.25	0	0	45	18	0	0	0.327598766	0.03	0	0.03		0		0	0.583	0.058	16	12156.33	573	566.36	1.3698	1.3668			566.59	1.3683	1.3655			1.173	1.0788	0.24182	0.32198	0.37711	1	1.00546	1.0000	0	1
020012	Fairbanks Memorial Hospital	21820	21820	21820	21820	02090	9	ourban	ourban	N	1.2624				N		1.25	0	0	122	50	0	0	0.474	0.0708	0.10074	0.0708		0		0	0.384	0.062	17	13835.55	1233	1219.78	1.6467	1.6362			1220.35	1.6469	1.6365			1.173	1.0788	0.09742	0.28838	0.22904	1	1.0157	1.0000	0	0
020017	Alaska Regional Hospital	11260	11260	11260	11260	02020	9	ourban	ourban	N	1.2624				N		1.25	0	0	141	88	0	0	0.4058	0.05673	0.08565	0.05673	0.000368	1366.81	0.000269	1113.12	0.182	0.018	0		2371	2357.22	2.2579	2.2470			2358.18	2.2598	2.2486			1.173	1.0788	0.07781	0.11397	0.36278	1	1.00553	0.9995	0	0
020018	Yukon Kuskokwim Delta Reg Hospital	02	98	98	98	02290	9	rural	rural	N	1.9343				N		1.25	0	0	34	11	0	0	0.711	0.03	0	0.03	0.000143	4735.85	0.000138	4758.31	0.467	0.027	8		246	244.78	1.0560	1.0555			244.95	1.0513	1.0509			1.5711	1.0788			0.18459	1.15727	1.01261	1.0000	0	0
020024	Central Peninsula General Hospital	02	02	02	02	02122	9	rural	rural	N	1.2624				N		1.25	0	0	49	24	0	0	0.311527383	0.03	0	0.03		0		0	0.403	0.052	16	13359.58	1029	1020.53	1.5704	1.5648			1020.94	1.5646	1.5591			1.173	1.0788	0.10577	0.24598	0.42369	1	1.00541	0.9763	0	0
020026	Alaska Native Medical Center	11260	98	98	98	02020	9	ourban	rural	N	1.9343				N		1.25	0	0	152	106	0	0	0.6972	0.03	0	0.03	0.000454	2343.61	0.000437	2444.43	0.22	0.027	8		1806	1800.16	1.7215	1.7156			1800.74	1.7247	1.7192			1.5711	1.0788			0.23313	1	1.0033	0.9988	0	0
030002	Banner - University Medical Center Phoenix	38060	38060	39140	03	04013	8	ourban	rural	S	1.0002		YES	YES	N		1	0.2455	0.3617	618	421	0.12553	0.10746	0.5299	0.08233	0	0.08233	0.000714	1119.48	0.00094	1424.48	0.177	0.015	0		5243	5172.60	2.6817	2.6639	3130.75	2.3354	5177.10	2.6940	2.6761	3133.29	2.3332	1.0001	1	0.05231	0.06307	0.18016	1	0.99486	0.9982	0	0
030006	Tucson Medical Center	46060	46060	38060	03	04019	8	ourban	rural	S	1.0002		YES	YES	N		1	0.0989	0.1316	441	344	0.05256	0.03784	0.4007	0.05568	0	0.05568	0.000302	347.41	0.000623	744.86	0.25	0.022	7		7242	7153.00	1.9558	1.9472	5142.18	1.7499	7157.95	1.9573	1.9485	5145.87	1.7535	1.0001	1	0.02267	0.03048	0.22785	1	0.99372	0.9961	0	0
030007	Verde Valley Medical Center	39140	39140	03	03	04025	8	ourban	rural	S	1.026		YES		N		1	0.126	0.2435	93	45	0.06647	0.07113	0.2688	0.02848	0	0.02848		0		0	0.196	0.014	16	9642.92	1771	1740.23	1.6449	1.6377	659.13	1.7414	1741.93	1.6462	1.6392	659.61	1.7453	1.0177	1	0.05838	0.04341	0.3676	1	1.00119	1.0000	0	0
030010	St. Mary's Hospital	46060	46060	03	03	04019	8	ourban	rural	S	1.026		YES		N		1	0	0	349	133	0	0	0.374	0.05018	0	0.05018	0.000118	400.51	0.000181	592.29	0.16	0.011	7		2473	2428.76	1.7991	1.7942			2431.12	1.7972	1.7925			1.0177	1	0.03081	0.02518	0.24723	1	0.99891	0.9988	0	0
030011	St Joseph's Hospital	46060	46060	03	03	04019	8	ourban	rural	S	1.026		YES		N		1	0	0	451	158	0	0	0.2679	0.02829	0	0.02829	0.00009	199.55	0.00023	498.1	0.15	0.009	7		3602	3529.33	1.8429	1.8309			3534.05	1.8467	1.8346			1.0177	1	0.01688	0.00913	0.26017	1	0.99633	0.9998	0	0
030012	Yavapai Regional Medical Center	39140	39140	22380	03	04025	8	ourban	rural	S	1.0267		YES	YES	N		1	0	0	164	78	0	0	0.2095	0.01625	0	0.01625		0		0	0.239	0.018	16	7350.33	4301	4216.09	1.6705	1.6613			4221.09	1.6690	1.6595			1.0182	1	0.0334	0.02698	0.4657	1	1.00261	0.9849	0	0
030013	Yuma Regional Medical Center	49740	49740	49740	49740	04027	8	ourban	ourban	N	1.0002				N		1	0.0474	0.0625	406	193	0.02556	0.01779	0.3896	0.05339	0.08209	0.05339		0	0.001411	1886.42	0.243	0.029	17	7284.32	5632	5500.86	1.9492	1.9373	1109.76	1.9297	5514.07	1.8656	1.8542	1111.71	1.8185	1.0001	1	0.04337	0.09925	0.40242	1	1.00098	0.9913	0	0
030014	John C. Lincoln North Mountain Hospital	38060	38060	39140	03	04013	8	ourban	rural	S	1.0002		YES	YES	N		1	0.0284	0.0036	223	169	0.0154	0.00102	0.3775	0.0509	0	0.0509	0.0003	674.98	0.000551	1200	0.14	0.017	7		3410	3343.32	1.7953	1.7814	1992.68	1.8449	3347.25	1.7984	1.7841	1995.12	1.8464	1.0001	1	0.03148	0.07829	0.28598	1	0.99451	0.9957	0	0
030016	Banner Casa Grande Medical Center	38060	38060	38060	38060	04021	8	lurban	lurban	N	1.0002				N		1	0	0	164	58	0	0	0.3913	0.05374	0.08246	0.05374	0.000177	906.58	0.0002	980.32	0.195	0.027	0		1552	1513.87	1.7330	1.7232			1515.30	1.7340	1.7242			1.0001	1	0.02939	0.08052	0.34338	1	1.0052	0.9928	0	0
030022	Maricopa Medical Center	38060	38060	03	03	04013	8	ourban	rural	S	1.026		YES		N		1	0.6403	0.9455	300	141	0.2996	0.30581	0.8489	0.14812	0	0.14812	0.001591	19951.92	0.001476	18173.33	0.188	0.011	7		713	694.61	2.0061	1.9911	565.95	2.0813	695.36	2.0313	2.0166	566.41	2.1102	1.0177	1	0.12106	0.10576	0.06957	1	0.9891	1.0000	0	0
030023	Flagstaff Medical Center	22380	22380	22380	22380	04005	8	ourban	ourban	N	1.059				N		1	0	0	220	144	0	0	0.5083	0.07787	0.10841	0.07787		0		0	0.306	0.016	17	11206.06	4066	4009.48	2.2075	2.1897			4011.96	2.2059	2.1873			1.04	1	0.08172	0.02826	0.29504	1	1.00313	1.0000	0	0
030024	St. Joseph's Hospital And Medical Center	38060	38060	03	03	04013	8	ourban	rural	S	1.026		YES		N		1	0.3275	0.3708	517	396	0.16413	0.11031	0.4913	0.07437	0	0.07437	0.000845	1311.86	0.001003	1645.3	0.181	0.013	7		5640	5528.61	2.5551	2.5219	3315.75	2.0899	5534.22	2.5727	2.5404	3319.09	2.1021	1.0177	1	0.06055	0.06082	0.17678	1	0.99263	0.9991	0	0
030030	Abrazo Central Campus	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0.107	0.111	125	75	0.05674	0.03182	0.5412	0.08466	0.11582	0.08466	0.000296	2196.07	0.000416	2411.63	0.154	0.013	0		1214	1190.47	1.7766	1.7400	1305.15	1.7077	1191.87	1.7800	1.7434	1307.00	1.7183	1.0001	1	0.02034	0.0286	0.15996	1	1.00178	0.9991	0	0
030036	Chandler Regional Medical Center	38060	38060	03	03	04013	8	ourban	rural	S	1.026		YES		N		1	0	0	338	274	0	0	0.2888	0.0326	0	0.0326	0.000519	688.04	0.000522	738.39	0.14	0.008	7		6665	6491.36	1.9550	1.9351			6503.68	1.9519	1.9325			1.0177	1	0.02881	0.01389	0.2514	1	0.99458	0.9982	0	0
030037	St Luke's Medical Center	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0	0	185	71	0	0	0.4497	0.06579	0.09534	0.06579	0.000117	686.3	0.000165	969.48	0.161	0.011	0		1294	1273.80	2.2183	2.2055			1275.79	2.2127	2.2002			1.0001	1	0.03654	0.02816	0.1858	1	0.99692	0.9998	0	0
030038	Scottsdale Osborn Medical Center	38060	38060	39140	03	04013	8	ourban	rural	S	1.0002		YES	YES	N		1	0.0545	0.1187	330	167	0.02933	0.03406	0.2745	0.02965	0	0.02965	0.000305	557.98	0.000345	652.99	0.136	0.015	7		4674	4595.91	1.7224	1.7166	1530.83	1.9212	4602.76	1.7241	1.7186	1533.68	1.9302	1.0001	1	0.01889	0.03632	0.30807	1	0.99408	0.9988	0	0
030043	Canyon Vista Medical Center	43420	43420	03	03	04003	8	ourban	rural	S	1.026		YES		N		1	0.2354	0.4926	75	38	0.12067	0.14914	0.2857	0.03	0	0.03		0		0	0.249	0.032	16	8217.87	1781	1719.01	1.4923	1.4715	503.98	1.4333	1721.91	1.4838	1.4635	505.24	1.4266	1.0177	1	0.00755	0.01949	0.38529	1	0.99891	0.9700	0	1
030055	Kingman Regional Medical Center	29420	29420	39140	29420	04015	8	ourban	ourban	W	1.0002				N		1	0.0981	0.1651	214	111	0.05215	0.04769	0.2827	0.03134	0.05892	0.03134		0		0	0.177	0.003	17	7485.47	2640	2603.83	1.9173	1.9020	1121.31	1.8543	2605.34	1.9189	1.9040	1121.98	1.8607	1.0001	1	0.0739	0.00002	0.3943	1	0.99835	0.9770	0	0
030061	Banner Boswell Medical Center	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0.0097	0.0097	400	168	0.00529	0.00274	0.1205	0	0.0247	0		0		0	0.169	0.016	0		5218	5135.83	1.9253	1.9155	4325.53	1.8853	5139.93	1.9239	1.9148	4330.67	1.8822	1.0001	1	0.01017	0.01329	0.37014	1	1.00915	1.0000	0	0
030062	Summit Healthcare Regional Medical Center	03	03	03	03	04017	8	rural	rural	N	1.026				N		1	0	0	89	36	0	0	0.3629	0.03	0	0.03		0		0	0.271	0.035	16	8671.2	1534	1488.43	1.7038	1.6798			1491.02	1.7006	1.6777			1.0177	1	0.0126	0.03607	0.31264	1	1.00275	0.9981	0	0
030064	Banner - University Medical Center Tucson Campus	46060	46060	38060	03	04019	8	ourban	rural	S	1.0002		YES	YES	N		1	0.5243	0.7184	479	344	0.25132	0.22474	0.5215	0.0806	0	0.0806	0.000839	1656.44	0.001127	2107.13	0.206	0.014	7		3878	3844.40	2.3720	2.3573	2362.34	2.1933	3846.30	2.3795	2.3649	2363.90	2.1957	1.0001	1	0.07539	0.05571	0.19498	1	1.00211	0.9984	0	0
030065	Banner Desert Medical Center	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0	0	615	383	0	0	0.4302	0.06177	0.09102	0.06177	0.000705	1100.15	0.000999	1619.91	0.174	0.023	0		5421	5363.12	1.8984	1.8815			5366.68	1.8990	1.8820			1.0001	1	0.02684	0.07415	0.17169	1	0.99877	0.9960	0	0
030068	Mt. Graham Regional Medical Center	03	03	03	03	04009	8	rural	rural	N	1.026				N		1	0	0	49	10	0	0	0.4327	0.03	0	0.03		0		0	0.392	0.043	16	9353	271	266.54	1.4320	1.4237			266.76	1.4326	1.4250			1.0177	1	0.01545	0.02562	0.17791	1.1397	1.00375	1.0000	0	0
030069	Havasu Regional Medical Center	29420	29420	40140	03	04015	8	ourban	rural	S	1.1822		YES	YES	N		1	0	0	144	61	0	0	0.1833	0.01166	0	0.01166	0.000077	216.79	0.000099	274.66	0.135	0.017	17	6349.55	2853	2818.09	1.8010	1.7901			2820.39	1.7997	1.7892			1.1214	1	0.00654	0.01947	0.50136	1	1.00949	0.9852	0	0
030071	Fort Defiance Indian Hospital	03	99	99	99	04001	8	rural	rural	N	1.4448				N		1	0	0	56	25	0	0	0.8277	0.03	0	0.03	0.000203	2576.63	0.000198	2848.6	0.289	0.017	8		676	673.13	0.9800	0.9795			673.07	0.9812	0.9808			1.2866	1			0.22394	1.12424	1.01214	1.0000	0	0
030073	Tuba City Regional Health Care Corporation	22380	99	99	99	04005	8	ourban	rural	N	1.4448				N		1	0	0	73	26	0	0	0.8406	0.03	0	0.03	0.000153	2227.39	0.000148	2189.07	0.186	0.017	8		519	516.30	1.4081	1.4072			516.39	1.4107	1.4099			1.2866	1			0.30337	1.12174	1.00944	0.9899	0	0
030074	Sells Hospital	46060	99	99	99	04019	8	ourban	rural	N	1.4448				N		1	0	0	15	4	0	0	0.7785	0.03	0	0.03	0.00002	4229.1	0.000019	3645.12	0.186	0.017	8		42	40.85	0.9454	0.9327			40.90	0.9452	0.9323			1.2866	1			0.09168	1.25	1	1.0000	1	0
030077	San Carlos Apache Healthcare	03	99	99	99	04007	8	rural	rural	N	1.4448				N		1	0		8	4	0	0.52699	0.7368	0.03	0	0.03	0.000004	348.39	0.000003	270.16	0.289	0.017	8		75	74.34	0.9392	0.9377			74.31	0.9381	0.9360			1.2866	1			0.19439	1.25	1	1.0000	0	0
030078	Phoenix Indian Medical Center	38060	99	99	99	04013	8	ourban	rural	N	1.4448				N		1	0	0	133	26	0	0	0.7373	0.03	0	0.03	0.000095	4087.56	0.000093	4615.17	0.186	0.017	8		221	217.53	1.5409	1.5213			217.63	1.5454	1.5263			1.2866	1			0.09577	1.10773	1.0221	1.0000	0	1
030083	Abrazo Scottsdale Campus	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0	0	127	56	0	0	0.3855	0.05255	0.08119	0.05255	0.000152	1235.03	0.000167	1385.93	0.164	0.021	0		971	949.50	1.6359	1.6291			951.10	1.6359	1.6295			1.0001	1	0.02396	0.06393	0.18264	1	0.99953	0.9984	0	0
030084	Chinle Comprehensive Health Care Facility	03	99	99	99	04001	8	rural	rural	N	1.4448				N		1	0	0	60	14	0	0	1.0471	0.03	0	0.03	0.00012	3081.93	0.000115	2916.09	0.289	0.017	8		319	315.11	1.1340	1.1276			315.10	1.1338	1.1270			1.2866	1			0.27225	1.15833	1.00972	1.0000	0	0
030085	Northwest Medical Center	46060	46060	38060	03	04019	8	ourban	rural	S	1.0002		YES	YES	N		1	0	0	281	151	0	0	0.2852	0.03186	0	0.03186	0.000109	208.92	0.000212	395.18	0.122	0.011	7		4002	3904.43	1.8583	1.8572			3911.97	1.8515	1.8501			1.0001	1	0.00927	0.01424	0.27609	1	0.99067	0.9709	0	0
030087	Scottsdale Shea Medical Center	38060	38060	39140	03	04013	8	ourban	rural	S	1.0002		YES	YES	N		1	0.0113	0.0121	412	224	0.00616	0.00342	0.1171	0	0	0		0		0	0.151	0.017	7		6812	6685.21	1.9693	1.9634	1684.04	2.0640	6694.26	1.9727	1.9674	1686.45	2.0715	1.0001	1	0.03049	0.07255	0.30062	1	0.99396	0.9912	0	0
030088	Banner Baywood Medical Center	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0	0	318	194	0	0	0.1997	0.01433	0.04127	0.01433	0.000173	241.52	0.000236	316.9	0.152	0.013	0		5685	5589.14	1.6582	1.6409			5595.85	1.6559	1.6393			1.0001	1	0.01218	0.01485	0.38107	1	0.99631	0.9942	0	0
030089	Banner Thunderbird Medical Center	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0	0	499	277	0	0	0.4175	0.05915	0.08822	0.05915	0.000449	1039.36	0.000779	1717.06	0.174	0.022	0		3599	3538.10	2.1142	2.0992			3541.24	2.1172	2.1026			1.0001	1	0.03711	0.09691	0.16772	1	0.99662	0.9985	0	0
030092	Honorhealth Deer Valley Medical Center	38060	38060	39140	03	04013	8	ourban	rural	S	1.0002		YES	YES	N		1	0	0	204	132	0	0	0.2419	0.02293	0	0.02293	0.000501	1246.3	0.000413	1076.01	0.127	0.018	7		3438	3382.07	1.8716	1.8487			3385.30	1.8701	1.8471			1.0001	1	0.01425	0.04772	0.30458	1	0.99735	0.9935	0	0
030093	Banner Del E. Webb Medical Center	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0	0	286	144	0	0	0.1911	0.01293	0.03946	0.01293	0.000186	306.06	0.000219	363.27	0.157	0.018	0		5173	5096.18	1.7203	1.7093			5100.48	1.7147	1.7041			1.0001	1	0.01614	0.03171	0.35943	1	1.00823	1.0000	0	0
030094	Abrazo Arrowhead Campus	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0	0	262	163	0	0	0.3501	0.04525	0.07347	0.04525	0.000178	386.8	0.000257	645.53	0.149	0.007	0		3848	3788.22	2.2800	2.2648			3792.00	2.2839	2.2685			1.0001	1	0.05766	0.01054	0.24447	1	0.99261	0.9991	0	0
030101	Western Arizona Regional Medical Center	29420	29420	29420	29420	04015	8	ourban	ourban	N	1.0002				N		1	0	0	139	52	0	0	0.223	0.01903	0.04619	0.01903	0.000045	202.62	0.000073	283.33	0.071	0.006	7		1747	1714.33	1.7001	1.6850			1715.23	1.6995	1.6844			1.0001	1	0.0044	0.00579	0.4267	1	1.01342	0.9925	0	0
030103	Mayo Clinic Hospital	38060	38060	03	03	04013	8	ourban	rural	S	1.026		YES		N		1	0.2294	0.3184	261	192	0.11778	0.09401	0.0608	0	0	0		0		0	0.364	0.021	7		7964	7822.15	2.2274	2.2172	337.21	2.1603	7831.37	2.2387	2.2293	337.30	2.1895	1.0177	1	0.12001	0.05727	0.48527	1	1.01385	0.9999	0	0
030105	Banner Heart Hospital	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0	0	111	54	0	0	0.1273	0	0.02611	0		0		0	0.129	0.009	0		1926	1909.80	2.6296	2.6265			1910.45	2.6109	2.6075			1.0001	1	0.00963	0.00632	0.43838	1	1.00565	0.9997	0	0
030107	Arizona Spine And Joint Hospital	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0	0	23	5	0	0	0.010539779	0	0	0		0		0	0.163	0.01	0		627	623.70	2.4553	2.4496			624.21	2.4283	2.4217			1.0001	1	0.0028	0.00135	0.42818	1	1	1.0000	0	0
030108	"Core Institute Specialty Hospital, The"	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0	0	33	4	0	0	0.013320521	0	0	0		0		0	0.355	0.059	0		716	712.28	2.4781	2.4794			713.37	2.4491	2.4498			1.0001	1	0.00007	0.00452	0.40065	1	1	1.0000	0	0
030110	Abrazo West Campus	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0	0	179	117	0	0	0.424	0.06049	0.08965	0.06049	0.000397	1282.24	0.000457	1738.84	0.132	0.009	0		2507	2458.92	1.5717	1.5631			2461.09	1.5736	1.5652			1.0001	1	0.02175	0.01647	0.2074	1	0.99621	0.9937	0	0
030111	Banner-University Medical Center South Campus	46060	46060	46060	46060	04019	8	ourban	ourban	N	1.0002				N		1	0.6514	0.9168	145	92	0.30411	0.29527	0.6965	0.11669	0.15147	0.11669	0.000236	1715.65	0.000308	2054.23	0.205	0.01	0		1088	1068.04	1.4858	1.4738	1227.62	1.5186	1068.90	1.4875	1.4769	1228.42	1.5175	1.0001	1	0.0106	0.00439	0.17578	1	1.00593	0.9998	0	0
030112	Arizona Specialty Hospital	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0	0	24	5	0	0	0.0073	0	0	0		0		0	0.188	0.016	0		423	419.57	2.3348	2.3359			420.93	2.3143	2.3151			1.0001	1	0.01248	0.01367	0.37302	1	1	0.9700	0	0
030113	Whiteriver Phs Indian Hospital	03	99	99	99	04017	8	rural	rural	N	1.4448				N		1	0	0	40	9	0	0	0.9914	0.03	0	0.03	0.000083	4466.04	0.000079	4365.56	0.289	0.017	8		161	158.57	1.0050	1.0030			158.74	1.0005	0.9990			1.2866	1			0.22089	1.22485	1	1.0000	0	0
030114	Oro Valley Hospital	46060	46060	38060	46060	04019	8	ourban	ourban	W	1.0002				N		1	0	0	111	47	0	0	0.0769	0	0.01569	0		0		0	0.121	0.014	0		2254	2210.53	1.6102	1.6009			2213.06	1.6019	1.5926			1.0001	1	0.00717	0.01437	0.48963	1	1.00873	0.9978	0	0
030115	Banner Estrella Medical Center	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0	0	317	156	0	0	0.5286	0.08206	0.11298	0.08206	0.000415	1553.07	0.000505	1925.49	0.141	0.023	0		2319	2297.18	1.8086	1.7998			2298.47	1.8023	1.7934			1.0001	1	0.01402	0.05762	0.14202	1	1.00875	0.9967	0	0
030117	Valley View Medical Center	29420	29420	29420	29420	04015	8	ourban	ourban	N	1.0002				N		1	0	0	66	20	0	0	0.3104	0.03	0	0.03	0.000079	844.29	0.000062	625.79	0.112	0.011	0		799	786.86	1.3971	1.3838			787.14	1.3923	1.3787			1.0001	1	0.00764	0.01139	0.41077	1	1.01174	0.9950	0	0
030119	Mercy Gilbert Medical Center	38060	38060	03	03	04013	8	ourban	rural	S	1.026		YES		N		1	0	0	198	147	0	0	0.2464	0.02386	0	0.02386	0.000229	543.93	0.000264	650.6	0.15	0.011	7		3553	3473.85	1.6900	1.6768			3478.35	1.6813	1.6682			1.0177	1	0.02644	0.02502	0.24989	1	0.9979	0.9974	0	0
030120	Gilbert Hospital	38060	38060	38060	38060	04013	8	lurban	lurban	N	1.0002				N		1	0	0	19	8	0	0	0.3204	0.03	0	0.03	0.000056	3101.5	0.000049	2492.91	0.401	0.091	0		106	101.58	1.3242	1.2630			101.79	1.3279	1.2674			1.0001	1	0.09159	0.57001	0.31517	1	1	0.9955	0	1
