FY 2019 IPPS Impact File -  Correction Notice (September 2018)																																																									
Provider Number	Name	Geographic Labor Market Area	Pre-Reclass Labor Market Area	Post Reclass Labor Market Area	Payment Labor Market Area (for purposes of Capital and DSH)	SSA County Code	FIPS County Code	Region	URGEO	URSPA	RECLASS	FY 2019 Wage Index	LUGAR	Section 401 Hospital	Section 401 or LUGAR Hospitals with a MGCRB Wage Index Reclass	Section 505 Eligible	Section 505 Adjustment	Cost of Living Adjustment	Resident to Bed Ratio	RDAY	Beds	Average Daily Census	TCHOP	TCHCP	DSHPCT	DSHOPP	DSHCPP	DSH_LY	UCP_ADJ	UCP Per Claim Amount	UCP_ADJ_LY	UCP Per Claim Amount LY	Operating CCR	Capital CCR	Provider Type	HSP Rate	Bills	CASETA35	CMIV35	TACMIV35	IME_CASETA35	IME_TACMIV35	CASETA36	CMIV36	TACMIV36	IME_CASETA36	IME_TACMIV36	GAF	Capital Cost of Living Adjustment	OUT19F	COUT19F	Medicare Percentage	Low Volume Hospital Adjustment	Proxy Value Based Purchasing Adjustment Factor	Proxy Readmission Adjustment Factor	Proxy Quality Reduction	Proxy EHR Reduction
010138	Hill Hospital Of Sumter County	1	1	1	1	1590	01119	5	rural	rural	N	0.6841				YES	0.0137	1	0	0	33	7	0	0	0.6481	0.03	0	0.03	0.000013	642.88	0.000019	648.23	0.252	0.029	0		122	121.77	0.7898	0.7899			121.8	0.8066	0.8067			0.7711	1	0	0	0.524	1	1	1.00	0	0
010139	Brookwood Baptist Medical Center	13820	13820	13820	13820	1360	01073	5	lurban	lurban	N	0.8036						1	0	0	401	229	0	0	0.2165	0.01769	0.04482	0.01769	0.000384	643.8	0.000352	452.53	0.093	0.007	0		4222	4181.11	1.7858	1.7801			4184.32	1.7816	1.7756			0.8609	1	0.06809	0.06497	0.264	1	0.99642	0.98	0	0
010144	Springhill Memorial Hospital	33660	33660	33660	33660	1480	01097	5	ourban	ourban	N	0.7494						1	0	0	185	145	0	0	0.1946	0.0135	0.04019	0.0135	0.000264	698.69	0.000234	467.83	0.294	0.018	0		2816	2787.23	1.8466	1.8348			2791.31	1.8436	1.8333			0.8207	1	0.01678	0.00706	0.357	1	0.99691	0.99	0	0
010146	Rmc Jacksonville	11500	11500	11500	11500	1070	01015	5	ourban	ourban	N	0.7542						1	0	0	38	9	0	0	0.286	0.03	0	0.03	0.000032	783.97	0.000043	740.94	0.182	0.017	0		310	304.58	0.9335	0.9291			304.97	0.9443	0.9404			0.8243	1	0	0	0.392	1	1	1.00	0	0
010148	Evergreen Medical Center	1	1	37860	1	1170	01035	5	rural	rural	W	0.803						1	0	0	44	13	0	0	0.2905	0.03295	0	0.03	0.000036	356.61	0.000042	329.41	0.314	0.025	14	3995.76	814	804.02	0.9562	0.9511			804.26	0.9589	0.9534			0.8605	1	0	0	0.647	1.17326	1.00484	1.00	0	1
010149	Baptist Medical Center East	33860	33860	33860	33860	1500	01101	5	ourban	ourban	N	0.7459						1	0	0	167	126	0	0	0.3952	0.05455	0.08332	0.05455	0.00029	1185.79	0.000387	1268.33	0.194	0.011	0		1834	1805.96	1.4573	1.4472			1807.64	1.4635	1.453			0.8181	1	0.02461	0.0136	0.203	1	1.00134	1.00	0	0
010150	L V Stabler Memorial Hospital	1	1	33860	1	1060	01013	5	rural	rural	W	0.7459						1	0	0	44	9	0	0	0.2187	0.01814	0	0.01814	0.000026	443.78	0.000027	343.54	0.137	0.014	14	3646.53	425	411.91	1.2178	1.2017			412.9	1.2174	1.2004			0.8181	1	0.00363	0.00819	0.624	1.21727	0.9956	1.00	0	0
010157	Shoals Hospital	22520	22520	19460	22520	1160	01033	5	ourban	ourban	W	0.6846						1	0	0	122	18	0	0	0.2184	0.01808	0.04522	0.01808	0.000047	519.88	0.000034	288.33	0.242	0.017	0		707	692.42	1.1979	1.1903			694.35	1.1926	1.187			0.7714	1	0.01037	0.00876	0.57	1	0.99083	0.99	0	0
010158	Russellville Hospital	1	1	25	1	1290	01059	5	rural	rural	W	0.7197						1	0	0	92	17	0	0	0.2973	0.03436	0	0.03	0.000047	411.91	0.000052	365.51	0.184	0.016	14	4408.36	910	896.11	1.1395	1.134			896.89	1.1428	1.1371			0.7983	1	0.00003	0.00043	0.606	1.14348	1.00311	0.99	0	0
010164	Coosa Valley Medical Center	1	1	1	1	1600	01121	5	rural	rural	N	0.7025				YES	0.0321	1	0	0	122	34	0	0	0.3919	0.03	0	0.05387	0.000105	780.59	0.000115	661.8	0.181	0.013	0		1002	979.95	1.3705	1.3527			981.48	1.368	1.3512			0.7852	1	0.00298	0.00256	0.378	1.03871	0.9944	0.99	0	1
010168	Jack Hughston Memorial Hospital	17980	17980	17980	17980	1560	01113	5	ourban	ourban	N	0.7932						1	0.1357	0.2426	47	21	0.0714	0.07086	0.05593	0	0	0		0		0	0.282	0.022	0		959	950.4	2.2261	2.2272	310.96	2.2997	951.84	2.1947	2.1954	311.1	2.258	0.8533	1	0.00196	0.00165	0.465	1	1	1.00	0	0
010169	Atmore Community Hospital	1	1	1	1	1260	01053	5	rural	rural	N	0.6704						1	0	0	49	13	0	0	0.1921	0.01309	0	0.01309	0.000031	467.44	0.000031	317.13	0.295	0.026	0		409	392.3	1.1541	1.1399			393.43	1.1538	1.1403			0.7605	1	0.00161	0.00226	0.56	1.18462	1.01466	1.00	0	0
010173	St Vincent'S Chilton	13820	13820	13820	13820	1100	01021	5	lurban	lurban	N	0.8036						1	0		21	0	0	0.52699	0.0712	0	0	0		0		0	0.38	0.041	0		205	200.27	1.1047	1.0962			200.39	1.101	1.0921			0.8609	1	0	0		1	1	1.00	0	0
020001	Providence Alaska Medical Center	11260	11260	11260	11260	2020	02020	9	ourban	ourban	N	1.213						1.25	0.0566	0.085	389	273	0.03044	0.02428	0.471	0.07018	0.10007	0.07018	0.001224	2327.43	0.000962	1496.19	0.235	0.018	0		4311	4288.52	2.0995	2.0891	78	1.948	4291.46	2.1028	2.0923	78	1.955	1.1414	1.0788	0.12716	0.10844	0.26	1	1.00072	1.00	0	0
020006	Mat-Su Regional Medical Center	11260	11260	2	2	2170	02170	9	ourban	rural	S	1.213		YES				1.25	0	0	74	45	0	0	0.3227	0.03	0	0.03		0		0	0.185	0.02	16	10441.67	1615	1598.84	1.6425	1.6309			1599.54	1.6395	1.6279			1.1414	1.0788	0.03695	0.06135	0.402	1	1.01364	1.00	0	0
020008	Bartlett Regional Hospital	2	2	2	2	2110	02110	9	rural	rural	N	1.213						1.25	0	0	45	15	0	0	0.31675	0.03	0	0.03		0		0	0.646	0.059	16	11881.95	574	569.03	1.2888	1.2885			569.41	1.2761	1.2758			1.1414	1.0788	0.33311	0.36355	0.392	1.15833	1.01168	1.00	0	1
020012	Fairbanks Memorial Hospital	21820	21820	21820	21820	2090	02090	9	ourban	ourban	N	1.213						1.25	0	0	122	47	0	0	0.4704	0.07006	0.09994	0.07006		0		0	0.372	0.059	17	13516.79	1141	1134.2	1.578	1.5734			1134.69	1.5806	1.576			1.1414	1.0788	0.06256	0.1846	0.267	1	1.01765	1.00	0	0
020017	Alaska Regional Hospital	11260	11260	11260	11260	2020	02020	9	ourban	ourban	N	1.213						1.25	0	0	131	66	0	0	0.3508	0.04539	0.07362	0.04539	0.000269	1113.12	0.000157	584.73	0.191	0.018	0		2187	2172.36	2.1409	2.1284			2173.73	2.1454	2.1322			1.1414	1.0788	0.07902	0.10221	0.385	1	1.00563	1.00	0	0
020018	Yukon Kuskokwim Delta Reg Hospital	2	98	98	98	2290	02290	9	rural	rural	N	1.9343						1.25	0	0	34	14	0	0	0.8868	0.03	0	0.03	0.000138	4758.31	0.000126	3864.68	0.563	0.028	8		271	266.16	0.9866	0.9831			266.45	0.984	0.9801			1.5711	1.0788			0.159	1.15114	1	1.00	1	1
020024	Central Peninsula General Hospital	2	2	2	2	2122	02122	9	rural	rural	N	1.213						1.25	0	0	46	25	0	0	0.22327	0.01909	0	0.01909		0		0	0.51	0.061	16	13051.78	896	887.23	1.5625	1.5605			887.45	1.5654	1.5628			1.1414	1.0788	0.18497	0.3435	0.438	1.0928	1.00128	0.97	0	0
020026	Alaska Native Medical Center	11260	98	98	98	2020	02020	9	ourban	rural	N	1.9343						1.25	0	0	152	94	0	0	0.6529	0.03	0	0.1077	0.000437	2444.43	0.000431	2137.37	0.233	0.028	8		1609	1601.99	1.7845	1.7845			1602.65	1.7856	1.7864			1.5711	1.0788			0.243	1	1.00099	1.00	0	0
030001	Abrazo Maryvale Campus	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0	0	232	44	0	0	0.6316	0.10331	0.13644	0.10331		0	0.000206	3029.54	0.212	0.011	0		245	240.71	1.358	1.3473			240.89	1.373	1.3629			1.0359	1	0.07626	0.02644	0.131	1	1.00215	1.00	0	0
030002	Banner - University Medical Center Phoenix	38060	38060	39140	3	3060	04013	8	ourban	rural	S	1.0528		YES	YES			1	0.2198	0.3617	643	429	0.11312	0.10746	0.5076	0.07773	0	0.07773	0.00094	1424.48	0.001263	1568.69	0.18	0.015	0		5334	5242.58	2.5258	2.5047	3253.51	2.3445	5253.55	2.516	2.4964	3259.47	2.3479	1.0359	1	0.04364	0.04763	0.19	1	0.99989	1.00	0	0
030006	Tucson Medical Center	46060	46060	38060	3	3090	04019	8	ourban	rural	S	1.0528		YES	YES			1	0.0955	0.1316	498	344	0.0508	0.03784	0.4173	0.05911	0	0.05911	0.000623	744.86	0.000954	1002.53	0.254	0.022	7		7427	7305.89	1.9419	1.9369	4880.06	1.7953	7316.61	1.9392	1.9344	4884.38	1.7996	1.0359	1	0.02427	0.02976	0.224	1	0.99203	1.00	0	0
030007	Verde Valley Medical Center	39140	39140	3	3	3120	04025	8	ourban	rural	S	1.0528		YES				1	0.1315	0.2435	94	44	0.06927	0.07113	0.2711	0.02895	0	0.02895		0		0	0.209	0.016	16	9420.75	1500	1475.52	1.6519	1.6424	528.32	1.5839	1476.24	1.6566	1.6464	529.01	1.5774	1.0359	1	0.0469	0.03895	0.441	1	1.00012	1.00	0	0
030010	St. Mary'S Hospital	46060	46060	38060	3	3090	04019	8	ourban	rural	S	1.0528		YES	YES			1	0	0	349	131	0	0	0.3637	0.04805	0	0.04805	0.000181	592.29	0.000225	577.27	0.195	0.014	7		2480	2451.36	1.7187	1.7155			2453.98	1.7262	1.7233			1.0359	1	0.05726	0.04361	0.218	1	0.9943	1.00	0	0
030011	St Joseph'S Hospital	46060	46060	38060	3	3090	04019	8	ourban	rural	S	1.0528		YES	YES			1	0	0	421	172	0	0	0.2801	0.03081	0	0.03081	0.00023	498.1	0.000314	554.01	0.195	0.012	7		3805	3737.65	1.806	1.7943			3742.05	1.8174	1.8053			1.0359	1	0.03591	0.01678	0.238	1	0.99468	1.00	0	0
030012	Yavapai Regional Medical Center	39140	39140	39140	3	3120	04025	8	ourban	rural	S	1.0528		YES				1	0	0	134	63	0	0	0.2539	0.0254	0	0.0254		0		0	0.262	0.026	16	7180.98	4698	4578.57	1.6815	1.6693			4589.15	1.685	1.6734			1.0359	1	0.02748	0.04396	0.525	1	0.9925	0.99	0	0
030013	Yuma Regional Medical Center	49740	49740	49740	49740	3130	04027	8	ourban	ourban	N	1.0528						1	0.0474	0.0625	406	195	0.02556	0.01779	0.3698	0.04931	0.07776	0.04931	0.001411	1886.42		0	0.258	0.027	17	7116.49	5867	5754.4	1.8364	1.8256	1137.38	1.7146	5764.9	1.8355	1.8246	1138.63	1.727	1.0359	1	0.01989	0.04059	0.387	1	0.99582	0.99	0	0
030014	John C. Lincoln North Mountain Hospital	38060	38060	39140	3	3060	04013	8	ourban	rural	S	1.0528		YES	YES			1	0.0152	0.0036	229	170	0.00827	0.00102	0.3938	0.05426	0	0.05426	0.000551	1200	0.000512	919.02	0.153	0.017	7		3778	3691.26	1.8034	1.7616	2182.55	1.9169	3698.66	1.7962	1.7556	2187.15	1.9027	1.0359	1	0.04501	0.08402	0.283	1	0.99324	1.00	0	0
030016	Banner Casa Grande Medical Center	38060	38060	38060	38060	3100	04021	8	lurban	lurban	N	1.0528						1	0	0	164	58	0	0	0.3947	0.05444	0.08321	0.05444	0.0002	980.32	0.000236	868.11	0.215	0.032	0		1590	1542.92	1.7549	1.7382			1546.06	1.7604	1.7438			1.0359	1	0.01518	0.05667	0.321	1	1.00235	1.00	0	0
030022	Maricopa Medical Center	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0.6287	0.9455	290	184	0.29486	0.30581	0.9334	0.16555	0.20806	0.16555	0.001476	18173.33	0.001478	14746.9	0.188	0.015	0		675	659.26	2.0982	2.1029	554.31	2.2541	660.68	2.1315	2.1374	556.21	2.2763	1.0359	1	0.10904	0.12439	0.068	1	0.98908	1.00	0	0
030023	Flagstaff Medical Center	22380	22380	22380	22380	3020	04005	8	ourban	ourban	N	1.1117						1	0	0	218	149	0	0	0.5122	0.07868	0.10929	0.07868		0		0	0.31	0.017	17	10947.88	3788	3746.34	2.1915	2.176			3749.66	2.1867	2.1712			1.0752	1	0.07379	0.03092	0.33	1	1.00561	1.00	0	0
030024	St. Joseph'S Hospital And Medical Center	38060	38060	3	3	3060	04013	8	ourban	rural	S	1.0528		YES				1	0.2678	0.3708	542	380	0.13617	0.11031	0.4684	0.06965	0	0.06965	0.001003	1645.3	0.001485	2004.52	0.197	0.011	7		5233	5123.95	2.535	2.4984	2835.15	2.0515	5138.32	2.5458	2.5122	2840.8	2.0625	1.0359	1	0.05856	0.02154	0.172	1	0.99686	1.00	0	0
030030	Abrazo Central Campus	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0.102	0.111	168	91	0.05416	0.03182	0.5694	0.09048	0.12221	0.09048	0.000416	2411.63	0.000392	1535.9	0.206	0.018	0		1120	1096.65	1.8358	1.8126	1201.82	1.6693	1098.53	1.858	1.8363	1203.75	1.6824	1.0359	1	0.01379	0.0176	0.171	1	0.99733	1.00	0	0
030033	Banner Payson Medical Center	3	3	3	3	3030	04007	8	rural	rural	N	1.0528						1	0	0	39	12	0	0	0.3	0.03	0	0.03		0		0	0.188	0.037	16	5990.02	695	662.89	1.4913	1.4752			664.81	1.4892	1.4742			1.0359	1	0.01222	0.04734	0.467	1.2372	1.01317	0.99	0	0
030036	Chandler Regional Medical Center	38060	38060	3	3	3060	04013	8	ourban	rural	S	1.0528		YES				1	0	0	338	280	0	0	0.3034	0.03561	0	0.03561	0.000522	738.39	0.000568	738.09	0.14	0.008	7		6315	6131.65	1.9422	1.9091			6151.08	1.9475	1.9158			1.0359	1	0.02816	0.01271	0.232	1	0.99556	1.00	0	0
030037	St Luke'S Medical Center	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0	0	185	70	0	0	0.4853	0.07313	0.10326	0.07313	0.000165	969.48	0.000202	1028.67	0.167	0.016	0		1499	1483.94	2.1671	2.1615			1486.19	2.1539	2.1481			1.0359	1	0.02102	0.02789	0.201	1	0.99172	1.00	0	0
030038	Scottsdale Osborn Medical Center	38060	38060	39140	3	3060	04013	8	ourban	rural	S	1.0528		YES	YES			1	0.0672	0.1187	326	169	0.03603	0.03406	0.2711	0.02895	0	0.02895	0.000345	652.99	0.000431	668.61	0.162	0.016	7		4572	4489.91	1.7448	1.738	1679.55	1.8328	4498.61	1.7432	1.7371	1685.05	1.8362	1.0359	1	0.02946	0.04449	0.318	1	0.99142	1.00	0	0
030043	Canyon Vista Medical Center	43420	43420	3	3	3010	04003	8	ourban	rural	S	1.0528		YES				1	0.2449	0.4926	75	41	0.12524	0.14914	0.2821	0.03	0	0.03		0		0	0.252	0.03	16	8032.38	1692	1648.14	1.4359	1.4233	366.9	1.2967	1650.18	1.4345	1.4211	368.09	1.3026	1.0359	1	0.00883	0.01892	0.367	1	0.99583	0.98	0	1
030055	Kingman Regional Medical Center	29420	29420	39140	29420	3070	04015	8	ourban	ourban	W	1.0528						1	0.0898	0.1651	197	110	0.04785	0.04769	0.2818	0.03116	0.05872	0.03116		0		0	0.185	0.004	17	7313.01	2892	2854.25	1.7869	1.7752	1267.8	1.7764	2857.32	1.7932	1.7814	1268.71	1.7916	1.0359	1	0.05849	0.00049	0.382	1	0.99835	0.98	0	0
030061	Banner Boswell Medical Center	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0.0076	0.0097	386	171	0.00415	0.00274	0.1234	0	0.0253	0		0		0	0.169	0.019	0		5126	5027.26	1.9886	1.975	3989.98	1.8884	5036	1.992	1.9778	3996.44	1.8914	1.0359	1	0.01388	0.02378	0.4	1	1.00542	1.00	0	0
030062	Summit Healthcare Regional Medical Center	3	3	3	3	3080	04017	8	rural	rural	N	1.0528						1	0	0	89	35	0	0	0.3842	0.03	0	0.03		0		0	0.279	0.042	16	8471.42	1420	1377.73	1.6009	1.5831			1379.93	1.5905	1.5736			1.0359	1	0.00485	0.02396	0.328	1	1.00821	1.00	0	0
030064	Banner - University Medical Center Tucson Campus	46060	46060	38060	3	3090	04019	8	ourban	rural	S	1.0528		YES	YES			1	0.6206	0.7184	479	324	0.29154	0.22474	0.5229	0.08089	0	0.08089	0.001127	2107.13	0.001417	2169	0.203	0.015	7		4434	4387.63	2.2387	2.2294	2670.07	2.1319	4391.59	2.249	2.2399	2673.78	2.1425	1.0359	1	0.05886	0.05235	0.222	1	0.9977	1.00	0	0
030065	Banner Desert Medical Center	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0	0	644	375	0	0	0.4369	0.06315	0.0925	0.06315	0.000999	1619.91	0.001349	1805.46	0.185	0.026	0		5298	5226.65	1.916	1.906			5231.83	1.9205	1.9108			1.0359	1	0.0397	0.10936	0.155	1	1.00032	0.99	0	0
030068	Mt. Graham Regional Medical Center	3	3	3	3	3040	04009	8	rural	rural	N	1.0528						1	0	0	49	12	0	0	0.3851	0.03	0	0.03		0		0	0.396	0.041	16	9137.51	294	289.96	1.5003	1.4949			290.22	1.4921	1.485			1.0359	1	0.01817	0.03259	0.193	1.12735	1.01223	1.00	0	0
030069	Havasu Regional Medical Center	29420	29420	40140	3	3070	04015	8	ourban	rural	S	1.1765		YES	YES			1	0	0	154	70	0	0	0.2009	0.01452	0	0.01452	0.000099	274.66	0.000111	235.73	0.136	0.018	17	6203.26	2799	2756.3	1.879	1.8718			2761.59	1.8688	1.8626			1.1177	1	0.00633	0.01898	0.534	1	1.00367	0.99	0	0
030071	Fort Defiance Indian Hospital	3	99	99	99	3000	04001	8	rural	rural	N	1.4448						1	0	0	50	24	0	0	0.7365	0.03	0	0.03	0.000198	2848.6	0.000194	2346.42	0.268	0.019	8		658	652.42	0.9588	0.9568			652.62	0.9538	0.9519			1.2866	1			0.189	1.1372	1.01601	0.99	0	0
030073	Tuba City Regional Health Care Corporation	22380	99	99	99	3020	04005	8	ourban	rural	N	1.4448						1	0	0	73	25	0	0	0.8764	0.03	0	0.03	0.000148	2189.07	0.000154	1954.21	0.196	0.019	8		650	643.09	1.3727	1.3619			643.21	1.3734	1.3626			1.2866	1			0.302	1.13167	1.01401	0.99	0	1
030074	Sells Hospital	46060	99	99	99	3090	04019	8	ourban	rural	N	1.4448						1	0	0	14	4	0	0	0.5053	0.03	0	0.03	0.000019	3645.12	0.000019	2808.46	0.196	0.019	8		39	38.01	0.9199	0.9095			38.03	0.9275	0.9169			1.2866	1			0.128	1.25	1	1.00	1	1
030077	San Carlos Apache Healthcare	3	99	99	99	3030	04007	8	rural	rural	N	1.4448						1	0		8	0	0	0.52699	0.6048	0.03	0	0.03	0.000003	270.16	0.000002	444.85	0.268	0.019	8		123	121.3	0.8735	0.8684			121.33	0.8679	0.8629			1.2866	1			97	1.25	1	1.00	0	1
030078	Phoenix Indian Medical Center	38060	99	99	99	3060	04013	8	ourban	rural	N	1.4448						1	0	0	115	22	0	0	0.653	0.03	0	0.10772	0.000093	4615.17	0.000107	4189.69	0.196	0.019	8		191	188.25	1.3825	1.3824			188.35	1.3885	1.3888			1.2866	1			0.081	1.11144	1.02166	1.00	0	1
030083	Abrazo Scottsdale Campus	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0	0	127	47	0	0	0.3723	0.04982	0.07831	0.04982	0.000167	1385.93	0.000133	974.09	0.196	0.027	0		1072	1043.95	1.5058	1.4861			1044.76	1.5199	1.4981			1.0359	1	0.0092	0.02436	0.19	1	0.9988	1.00	0	0
030084	Chinle Comprehensive Health Care Facility	3	99	99	99	3000	04001	8	rural	rural	N	1.4448						1	0	0	60	14	0	0	0.9655	0.03	0	0.03	0.000115	2916.09	0.000109	2373.31	0.268	0.019	8		328	323.49	1.0673	1.0593			322.57	1.0561	1.0476			1.2866	1			0.271	1.15682	1.01768	1.00	0	0
030085	Northwest Medical Center	46060	46060	38060	3	3090	04019	8	ourban	rural	S	1.0528		YES	YES			1	0	0	281	157	0	0	0.2771	0.03	0	0.03019	0.000212	395.18	0.000312	470.54	0.121	0.01	0		4362	4270.01	1.8771	1.8731			4280.35	1.8753	1.8715			1.0359	1	0.00822	0.00958	0.276	1	0.99115	0.97	0	0
030087	Scottsdale Shea Medical Center	38060	38060	39140	3	3060	04013	8	ourban	rural	S	1.0528		YES	YES			1	0.0107	0.0121	408	219	0.00583	0.00342	0.1321	0	0	0		0		0	0.174	0.02	7		6268	6168.6	1.8734	1.8689	1715.06	1.98	6177.29	1.8709	1.8663	1719.22	1.9799	1.0359	1	0.03674	0.07772	0.315	1	0.99757	0.99	0	0
030088	Banner Baywood Medical Center	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0	0	318	210	0	0	0.2087	0.01608	0.04317	0.01608	0.000236	316.9	0.000291	306.37	0.163	0.016	0		5899	5779.44	1.6678	1.6482			5793.01	1.6726	1.6536			1.0359	1	0.01152	0.01567	0.38	1	1.0029	0.99	0	0
030089	Banner Thunderbird Medical Center	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0	0	499	266	0	0	0.4237	0.06043	0.08959	0.06043	0.000779	1717.06	0.001068	1774.01	0.175	0.026	0		3442	3373.23	2.0677	2.0477			3379.14	2.0496	2.0289			1.0359	1	0.03953	0.11803	0.175	1	1.00017	1.00	0	0
030092	Honorhealth Deer Valley Medical Center	38060	38060	39140	3	3060	04013	8	ourban	rural	S	1.0528		YES	YES			1	0	0	184	129	0	0	0.2729	0.02932	0	0.02932	0.000413	1076.01	0.000332	740.98	0.155	0.019	7		3310	3242.88	1.7932	1.7818			3250	1.79	1.7795			1.0359	1	0.02543	0.05958	0.292	1	0.99151	0.99	0	0
030093	Banner Del E. Webb Medical Center	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0	0	286	140	0	0	0.1945	0.01348	0.04017	0.01348	0.000219	363.27	0.000286	388.02	0.157	0.02	0		5049	4963.99	1.7677	1.7606			4971.59	1.7559	1.7487			1.0359	1	0.00529	0.01243	0.363	1	0.9996	1.00	0	0
030094	Abrazo Arrowhead Campus	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0	0	232	131	0	0	0.376	0.05059	0.07911	0.05059	0.000257	645.53	0.000327	820.52	0.198	0.01	0		3858	3783.37	2.2656	2.2477			3791.24	2.2621	2.2466			1.0359	1	0.05363	0.0126	0.224	1	0.99554	1.00	0	0
030101	Western Arizona Regional Medical Center	29420	29420	29420	29420	3070	04015	8	ourban	ourban	N	1.0528						1	0	0	139	60	0	0	0.2007	0.01449	0.04148	0.01449	0.000073	283.33	0.000098	268.88	0.078	0.007	7		1772	1749.26	1.5574	1.5526			1750.57	1.5538	1.5479			1.0359	1	0.01634	0.02025	0.455	1	1.00455	0.99	0	0
030103	Mayo Clinic Hospital	38060	38060	3	3	3060	04013	8	ourban	rural	S	1.0528		YES				1	0.232	0.3184	261	177	0.11903	0.09401	0.0607	0	0	0		0		0	0.362	0.022	7		7744	7573.09	2.2134	2.204	239	2.0612	7591.5	2.2061	2.1978	239.52	2.0467	1.0359	1	0.08919	0.04447	0.484	1	1.01982	1.00	0	0
030105	Banner Heart Hospital	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0	0	111	57	0	0	0.1111	0	0.02275	0		0		0	0.14	0.011	0		1845	1828.4	2.7897	2.7745			1831	2.7979	2.7834			1.0359	1	0.0125	0.00805	0.421	1	1.00686	1.00	0	0
030107	Arizona Spine And Joint Hospital	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0	0	23	5	0	0	0.00412	0	0	0		0		0	0.181	0.015	0		517	514.14	2.5049	2.5017			514.59	2.4522	2.4486			1.0359	1	0.00245	0.00224	0.455	1	1	1.00	0	0
030108	"Core Institute Specialty Hospital, The"	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0	0	33	4	0	0	0.02034	0	0	0		0		0	0.391	0.092	0		377	373.89	2.8021	2.7959			375.03	2.7557	2.7476			1.0359	1	0	0.00444	0.346	1	1	1.00	0	0
030110	Abrazo West Campus	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0	0	179	111	0	0	0.4073	0.05704	0.08598	0.05704	0.000457	1738.84	0.000237	792.03	0.174	0.014	0		2341	2303.1	1.5246	1.5046			2305.8	1.5382	1.5196			1.0359	1	0.00895	0.00834	0.21	1	1.00556	0.99	0	0
030111	Banner-University Medical Center South Campus	46060	46060	46060	46060	3090	04019	8	ourban	ourban	N	1.0528						1	0.6202	0.9168	149	90	0.29138	0.29527	0.6878	0.1149	0.14945	0.1149	0.000308	2054.23	0.00033	1767.73	0.2	0.01	0		1217	1182.59	1.5394	1.5184	988.19	1.4241	1186.03	1.5395	1.52	989.97	1.4243	1.0359	1	0.00329	0.00167	0.189	1	1.00441	1.00	0	0
030112	Arizona Specialty Hospital	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0	0	24	5	0	0	0.0154	0	0	0		0		0	0.196	0.028	0		389	383.77	2.3033	2.3024			385.27	2.2524	2.2508			1.0359	1	0.00395	0.02195	0.346	1	1	0.97	0	0
030113	Whiteriver Phs Indian Hospital	3	99	99	99	3080	04017	8	rural	rural	N	1.4448						1	0	0	40	9	0	0	0.8893	0.03	0	0.03	0.000079	4365.56	0.000081	3711.2	0.268	0.019	8		151	146.64	0.9405	0.932			146.76	0.9363	0.9274			1.2866	1			0.255	1.22705	1	1.00	0	1
030114	Oro Valley Hospital	46060	46060	38060	46060	3090	04019	8	ourban	ourban	W	1.0528						1	0	0	111	47	0	0	0.0678	0	0.01382	0		0		0	0.128	0.013	0		2419	2366.22	1.5676	1.5648			2370.67	1.5556	1.5526			1.0359	1	0.00317	0.00477	0.463	1	1.00012	1.00	0	0
030115	Banner Estrella Medical Center	38060	38060	38060	38060	3060	04013	8	lurban	lurban	N	1.0528						1	0	0	305	152	0	0	0.5295	0.08225	0.11318	0.08225	0.000505	1925.49	0.000639	1937.24	0.145	0.027	0		2210	2177.47	1.7495	1.7458			2179.07	1.7437	1.7395			1.0359	1	0.01134	0.05744	0.15	1	1.00552	1.00	0	0
030117	Valley View Medical Center	29420	29420	29420	29420	3070	04015	8	ourban	ourban	N	1.0528						1	0	0	72	22	0	0	0.3099	0.03	0	0.03	0.000062	625.79	0.000076	555.85	0.119	0.009	0		717	706.69	1.5195	1.5114			708.2	1.4913	1.4855			1.0359	1	0.01486	0.01409	0.407	1	1.01404	1.00	0	0
030119	Mercy Gilbert Medical Center	38060	38060	3	3	3060	04013	8	ourban	rural	S	1.0528		YES				1	0	0	198	148	0	0	0.2721	0.02916	0	0.02916	0.000264	650.6	0.000303	635.62	0.152	0.01	7		3473	3398.89	1.7068	1.6978			3402.37	1.709	1.7			1.0359	1	0.04682	0.0345	0.236	1	1.0012	1.00	0	0
