original label,curated label,CMS ID,CO/RN,SP
SUMMIT HEALTHCARE (030062),SUMMIT HEALTHCARE (030062),30062,,
BANNER UNIVERSITY MED CENTER TUCSON (030064),BANNER UNIVERSITY MED CENTER TUCSON (030064),30064,1,
UNIVERSITY MEDICAL CENTER (030064),UNIVERSITY MEDICAL CENTER (030064),30064,1,
BANNER DESERT MEDICAL CENTER (030065),BANNER DESERT MEDICAL CENTER (030065),30065,,
LA PAZ REGIONAL HOSPITAL (030067),LA PAZ REGIONAL HOSPITAL (030067),30067,,
MT. GRAHAM REGIONAL MEDICAL CENTER (030068),MT. GRAHAM REGIONAL MEDICAL CENTER (030068),30068,,
HAVASU REGIONAL MEDICAL CENTER (030069),HAVASU REGIONAL MEDICAL CENTER (030069),30069,,
FORT DEFIANCE INDIAN HOSPITAL (030071),FORT DEFIANCE INDIAN HOSPITAL (030071),30071,,
TUBA CITY REG HEALTH CARE CORP (030073),TUBA CITY INDIAN MEDICAL CENTER (030073),30073,,1
TUBA CITY INDIAN MEDICAL CENTER (030073),TUBA CITY INDIAN MEDICAL CENTER (030073),30073,,1
TOHONO ODHAM NATION SELLS HOSPITAL (030074),TOHONO ODHAM NATION SELLS HOSPITAL (030074),30074,1,1
SELLS PUBLIC HEALTH INDIAN HOSPITAL (030074),SELLS PUBLIC HEALTH INDIAN HOSPITAL (030074),30074,1,1
SELLS HOSPITAL (030074),SELLS PUBLIC HEALTH INDIAN HOSPITAL (030074),30074,1,1
TON (030074),TOHONO ODHAM NATION SELLS HOSPITAL (030074),30074,1,1
PHS HOSPITAL - SAN CARLOS (030077),PHS HOSPITAL - SAN CARLOS (030077),30077,1,
SAN CARLOS APACHE HEALTHCARE CORP (030077),PHS HOSPITAL - SAN CARLOS (030077),30077,1,
PHS INDIAN HOSPITAL- SAN CARLOS (030077),PHS HOSPITAL - SAN CARLOS (030077),30077,1,
SAN CARLOS HOSPITAL (030077),PHS HOSPITAL - SAN CARLOS (030077),30077,1,
USPHS HOSPITAL-SAN CARLOS (030077),PHS HOSPITAL - SAN CARLOS (030077),30077,1,
SAN CARLOS INDIAN HOSPITAL (030077),PHS HOSPITAL - SAN CARLOS (030077),30077,1,
PHOENIX INDIAN MEDICAL CENTER (030078),PHOENIX INDIAN MEDICAL CENTER (030078),30078,,
ABRAZO SCOTTSDALE CAMPUS (030083),ABRAZO SCOTTSDALE CAMPUS (030083),30083,1,
PARADISE VALLEY HOSPITAL (030083),PARADISE VALLEY HOSPITAL (030083),30083,1,
CHINLE COMPREHENSIVE CARE FACILITY (030084),CHINLE COMPREHENSIVE CARE FACILITY (030084),30084,,1
CHINLE COMPREHENSIVE HEALTH CARE FAC (030084),CHINLE COMPREHENSIVE CARE FACILITY (030084),30084,,1
NORTHWEST MEDICAL CENTER (030085),NORTHWEST MEDICAL CENTER (030085),30085,,
HONORHEALTH SCOTTSDALE SHEA MED CTR (030087),HONORHEALTH SCOTTSDALE SHEA MED CTR (030087),30087,1,1
SCOTTSDALE SHEA MEDICAL CENTER (030087),SCOTTSDALE SHEA MEDICAL CENTER (030087),30087,1,1
SCOTTSDALE HEALTHCARE - SHEA (030087),SCOTTSDALE SHEA MEDICAL CENTER (030087),30087,1,1
BANNER BAYWOOD MEDICAL CENTER (030088),BANNER BAYWOOD MEDICAL CENTER (030088),30088,,
BANNER THUNDERBIRD MEDICAL CENTER (030089),BANNER THUNDERBIRD MEDICAL CENTER (030089),30089,,
JOHN C. LINCOLN HOSP-DEER VALLEY (030092),JOHN C. LINCOLN HOSP-DEER VALLEY (030092),30092,1,1
DEER VALLEY MEDICAL CENTER (030092),DEER VALLEY MEDICAL CENTER (030092),30092,1,1
HONORHEALTH DEER VALLEY MED CENTER (030092),HONORHEALTH DEER VALLEY MED CENTER (030092),30092,1,1
HONORHEALTH DEER VALLEY MED CTR (030092),HONORHEALTH DEER VALLEY MED CENTER (030092),30092,1,1
BANNER DEL E WEBB MEDICAL CENTER (030093),BANNER DEL E WEBB MEDICAL CENTER (030093),30093,,
ARROWHEAD COMMUNITY HOSPITAL (030094),ARROWHEAD COMMUNITY HOSPITAL (030094),30094,1,
ABRAZO ARROWHEAD CAMPUS (030094),ABRAZO ARROWHEAD CAMPUS (030094),30094,1,
CARONDELET HEART AND VASCULAR INSTIT (030100),CARONDELET HEART AND VASCULAR INSTIT (030100),30100,,
WESTERN ARIZONA REGIONAL MEDICAL CEN (030101),WESTERN ARIZONA REGIONAL MEDICAL CEN (030101),30101,,
MAYO CLINIC HOSPITAL (030103),MAYO CLINIC HOSPITAL (030103),30103,,
BANNER BAYWOOD HEART HOSPITAL (030105),BANNER HEART HOSPITAL (030105),30105,,1
BANNER HEART HOSPITAL (030105),BANNER HEART HOSPITAL (030105),30105,,1
AZ SPINE & JOINT HOSPITAL (030107),AZ SPINE & JOINT HOSPITAL (030107),30107,,
SURGICAL SPECIALTY HOSP OF AZ (030108),SURGICAL SPECIALTY HOSP OF AZ (030108),30108,,1
SURGICAL SPECIALTY HOSPITAL OF ARIZO (030108),SURGICAL SPECIALTY HOSP OF AZ (030108),30108,,1
THE CORE INSTITUTE SPECIALTY HOSPITA (030108),THE CORE INSTITUTE SPECIALTY HOSPITA (030108),30108,,
WEST VALLEY HOSPITAL (030110),WEST VALLEY HOSPITAL (030110),30110,1,
ABRAZO WEST CAMPUS (030110),ABRAZO WEST CAMPUS (030110),30110,1,
BANNER UNIVERSITY MED CENTER SOUTH (030111),BANNER UNIVERSITY MED CENTER SOUTH (030111),30111,1,
THE UNIVERSITY PHYSICIANS HOSPITAL (030111),THE UNIVERSITY PHYSICIANS HOSPITAL (030111),30111,1,
ARIZONA ORTHOPEDIC SURGICAL HOSPITAL (030112),ARIZONA ORTHOPEDIC SURGICAL HOSPITAL (030112),30112,,
USPHS HOSPITAL-WHITERIVER (030113),WHITERIVER PHS INDIAN HOSPITAL (030113),30113,,1
WHITERIVER PHS INDIAN HOSPITAL (030113),WHITERIVER PHS INDIAN HOSPITAL (030113),30113,,1
NORTHWEST MEDICAL CENTER ORO VALLEY (030114),NORTHWEST MEDICAL CENTER ORO VALLEY (030114),30114,,
BANNER ESTRELLA MEDICAL CENTER (030115),BANNER ESTRELLA MEDICAL CENTER (030115),30115,,
VALLEY VIEW MEDICAL CENTER (030117),VALLEY VIEW MEDICAL CENTER (030117),30117,,
YAVAPAI REGIONAL MEDICAL CENTER-EAST (030118),YAVAPAI REGIONAL MEDICAL CENTER (030118),30118,,1
YAVAPAI REGIONAL MEDICAL CENTER (030118),YAVAPAI REGIONAL MEDICAL CENTER (030118),30118,,1
MERCY GILBERT MEDICAL CENTER (030119),MERCY GILBERT MEDICAL CENTER (030119),30119,,
GILBERT HOSPITAL (030120),GILBERT HOSPITAL (030120),30120,,
MOUNTAIN VISTA MEDICAL CENTER (030121),MOUNTAIN VISTA MEDICAL CENTER (030121),30121,,
BANNER GATEWAY MEDICAL CENTER (030122),BANNER GATEWAY MEDICAL CENTER (030122),30122,,
SCOTTSDALE HEALTHCARE THOMPSON PEAK (030123),SCOTTSDALE THOMPSON PEAK MED CTR (030123),30123,1,1
SCOTTSDALE THOMPSON PEAK MED CTR (030123),SCOTTSDALE THOMPSON PEAK MED CTR (030123),30123,1,1
SCOTTSALE THOMPSON PEAK MED CTR (030123),SCOTTSDALE THOMPSON PEAK MED CTR (030123),30123,1,1
HONORHEALTH SCOTTSDALE THOMPSON PEAK (030123),HONORHEALTH SCOTTSDALE THOMPSON PEAK (030123),30123,1,1
HONORHEALTH SCOTTDALE THOMPSON PEAK (030123),HONORHEALTH SCOTTSDALE THOMPSON PEAK (030123),30123,1,1
ARIZONA REGIONAL MEDICAL CENTER (030126),ARIZONA REGIONAL MEDICAL CENTER (030126),30126,,
HUALAPAI MOUNTAIN MEDICAL CENTER (030128),HUALAPAI MOUNTAIN MEDICAL CENTER (030128),30128,,
FLORENCE COMM. HEALTHCARE (030129),FLORENCE COMM. HEALTHCARE (030129),30129,,
BANNER IRONWOOD MEDICAL CENTER (030130),BANNER IRONWOOD MEDICAL CENTER (030130),30130,,
OASIS HOSPITAL (030131),OASIS HOSPITAL (030131),30131,,1
ORTHOPEDIC AND SPINE INPATIENT SURGI (030131),OASIS HOSPITAL (030131),30131,,1
FLORENCE HOSPITAL AT ANTHEM (030132),FLORENCE HOSPITAL AT ANTHEM (030132),30132,,
BANNER GOLDFIELD MEDICAL CENTER (030134),BANNER GOLDFIELD MEDICAL CENTER (030134),30134,,
FREEDOM PAIN HOSPITAL (030135),FREEDOM PAIN HOSPITAL (030135),30135,,
ARIZONA GENERAL HOSPITAL (030136),ARIZONA GENERAL HOSPITAL (030136),30136,,
SANTA CRUZ VALLEY REGIONAL HOSPITAL (030137),SANTA CRUZ VALLEY REGIONAL HOSPITAL (030137),30137,1,
GREEN VALLEY HOSPITAL (030137),GREEN VALLEY HOSPITAL (030137),30137,1,
WESTERN REGIONAL MEDICAL CENTER (030138),WESTERN REGIONAL MEDICAL CENTER (030138),30138,,
ARIZONA GENERAL HOSPITAL (030139),ARIZONA GENERAL HOSPITAL (030139),30139,,
HONORHEALTH SONORAN CROSSING MED CTR (030146),HONORHEALTH SONORAN CROSSING MED CTR (030146),30146,,
BANNER OCOTILLO MEDICAL CENTER (030147),BANNER OCOTILLO MEDICAL CENTER (030147),30147,,
NORTHWEST MEDICAL CENTER SAHUARITA (030148),NORTHWEST MEDICAL CENTER SAHUARITA (030148),30148,,
MARICOPA COMMUNITY HOSPITAL (030152),MARICOPA COMMUNITY HOSPITAL (030152),30152,,
WICKENBURG COMMUNITY HOSPITAL (031300),WICKENBURG COMMUNITY HOSPITAL (031300),31300,,
BENSON HOSPITAL (031301),BENSON HOSPITAL (031301),31301,,
N. COCHISE COMM. HOSPITAL (031302),NORTHERN COCHISE COMMUNITY HOSPITAL (031302),31302,,1
NORTHERN COCHISE COMMUNITY HOSPITAL (031302),NORTHERN COCHISE COMMUNITY HOSPITAL (031302),31302,,1
SOUTHEAST ARIZONA MEDICAL CENTER (031303),SOUTHEAST ARIZONA MEDICAL CENTER (031303),31303,,1
S.E. ARIZONA MED. CTR. (031303),SOUTHEAST ARIZONA MEDICAL CENTER (031303),31303,,1
PAGE HOSPITAL (031304),PAGE HOSPITAL (031304),31304,,
HOPI HEALTH CENTER (031305),HOPI HEALTH CENTER (031305),31305,,
PARKER INDIAN HEALTH CENTER (031307),PARKER INDIAN HEALTH CENTER (031307),31307,,
HU HU KAM MEMORIAL HOSPITAL (031308),HU HU KAM MEMORIAL HOSPITAL (031308),31308,,
SAGE MEMORIAL HOSPITAL (031309),SAGE MEMORIAL HOSPITAL (031309),31309,,
WINSLOW MEMORIAL HOSPITAL (031311),WINSLOW MEMORIAL HOSPITAL (031311),31311,,
COPPER QUEEN COMM. HOSP. (031312),COPPER QUEEN COMM. HOSP. (031312),31312,,
CARONDELET HOLY CROSS HOSPITAL (031313),CARONDELET HOLY CROSS HOSPITAL (031313),31313,,
COBRE VALLEY REG. MEDICAL CENTER (031314),COBRE VALLEY REG. MEDICAL CENTER (031314),31314,,1
COBRE VALLEY REG. MED. CTR. (031314),COBRE VALLEY REG. MEDICAL CENTER (031314),31314,,1
WHITE MOUNTAIN REGIONAL HOSPITAL (031315),WHITE MOUNTAIN REGIONAL HOSPITAL (031315),31315,,
FLORENCE COMM. HEALTHCARE (031316),FLORENCE COMM. HEALTHCARE (031316),31316,,
LA PAZ REGIONAL HOSPITAL (031317),LA PAZ REGIONAL HOSPITAL (031317),31317,,
BANNER PAYSON MEDICAL CENTER (031318),BANNER PAYSON MEDICAL CENTER (031318),31318,,
MT. GRAHAM REGIONAL MEDICAL CENTER (031319),MT. GRAHAM REGIONAL MEDICAL CENTER (031319),31319,,
CURAHEALTH PHOENIX NORTHWEST (032000),CURAHEALTH PHOENIX NORTHWEST (032000),32000,1,
KINDRED HOSPITAL PHOENIX (032000),KINDRED HOSPITAL PHOENIX (032000),32000,1,
SSH - PHOENIX (032001),SSH - PHOENIX (032001),32001,,1
SSH -PHOENIX (032001),SSH - PHOENIX (032001),32001,,1
SSH - TUCSON (032002),SSH - TUCSON (032002),32002,1,
CURAHEALTH TUCSON (032002),CURAHEALTH TUCSON (032002),32002,1,
KINDRED HOSPITAL TUCSON (032002),KINDRED HOSPITAL TUCSON (032002),32002,1,
CORNERSTONE SPECIALTY TUCSON (032004),CORNERSTONE SPECIALTY TUCSON (032004),32004,1,
CORNERSTONE HOSP OF SE ARIZONA (032004),CORNERSTONE HOSP OF SE ARIZONA (032004),32004,1,
SSH - ARIZONA  INC (032005),SSH - ARIZONA  INC (032005),32005,,1
SSH -ARIZONA  INC (032005),SSH - ARIZONA  INC (032005),32005,,1
SSH - ARIZONA  INC. (032005),SSH - ARIZONA  INC (032005),32005,,1
PROMISE HOSPITAL OF PHOENIX  INC. (032006),KPC PROMISE HOSPITAL OF PHOENIX (032006),32006,,1
KPC PROMISE HOSPITAL OF PHOENIX (032006),KPC PROMISE HOSPITAL OF PHOENIX (032006),32006,,1
TRILLIUM SPECIALTY EAST (032007),TRILLIUM SPECIALTY EAST (032007),32007,1,
ACUITY SPECIALTY HOSPITAL - MESA (032007),ACUITY SPECIALTY HOSPITAL - MESA (032007),32007,1,
RESTORA HOSPITAL OF MESA LLC (032007),RESTORA HOSPITAL OF MESA LLC (032007),32007,1,
ACUITY SPECIALTY HOSPITAL - SUN CITY (032008),ACUITY SPECIALTY HOSPITAL - SUN CITY (032008),32008,1,
RESTORA HOSPITAL OF SUN CITY LLC (032008),RESTORA HOSPITAL OF SUN CITY LLC (032008),32008,1,
TRILLIUM SPECIALTY WEST (032008),TRILLIUM SPECIALTY WEST (032008),32008,1,
HEALTHSOUTH SCOTTSDALE REHAB HOSPITA (033025),HEALTHSOUTH SCOTTSDALE REHAB HOSPITA (033025),33025,1,1
ENCOMPASS HEALTH REHABILITATION HOSP (033025),ENCOMPASS HEALTH REHABILITATION HOSP (033025),33025,1,1
HEALTHSOUTH SCOTTSDALE REHABILITATIO (033025),HEALTHSOUTH SCOTTSDALE REHAB HOSPITA (033025),33025,1,1
ENCOMPASS HEALTH REHABILITATION INST (033028),ENCOMPASS HEALTH REHABILITATION INST (033028),33028,1,1
HEALTHSOUTH REHAB INSTITUTE OF TUSCO (033028),HEALTHSOUTH REHABILITATION INSTITUTE (033028),33028,1,1
HEALTHSOUTH REHABILITATION INSTITUTE (033028),HEALTHSOUTH REHABILITATION INSTITUTE (033028),33028,1,1
SOUTHERN ARIZONA REHABILITATION HOSP (033029),SOUTHERN ARIZONA REHABILITATION HOSP (033029),33029,1,
ENCOMPASS HEALTH REHABILITATION HOSP (033029),ENCOMPASS HEALTH REHABILITATION HOSP (033029),33029,1,
HEALTHSOUTH REHABILITATION HOSPITAL (033029),HEALTHSOUTH REHABILITATION HOSPITAL (033029),33029,1,
HEALTHSOUTH VALLEY OF THE SUN REHABI (033032),HEALTHSOUTH VALLEY OF THE SUN REHABI (033032),33032,1,1
ENCOMPASS HEALTH VALLEY OF THE SUN R (033032),ENCOMPASS HEALTH VALLEY OF THE SUN R (033032),33032,1,1
HEALTHSOUTH REHAB - VALLEY OF THE SU (033032),HEALTHSOUTH REHAB - VALLEY OF THE SU (033032),33032,1,1
HEALTHSOUTH RAHABILITATION HOSPITAL (033034),HEALTHSOUTH RAHABILITATION HOSPITAL (033034),33034,1,1
YUMA REHABILITATION HOSPITAL  A PART (033034),YUMA REHABILITATION HOSPITAL  A PART (033034),33034,1,1
YUMA REHABILITATION HOSPITAL  AN AFF (033034),YUMA REHABILITATION HOSPITAL  AN AFF (033034),33034,1,1
MOUNTAIN VALLEY REGIONAL REHAB HOSP (033036),MOUNTAIN VALLEY REGIONAL REHAB HOSP (033036),33036,,1
MOUNTAIN VALLEY REGIONAL REHABILITAT (033036),MOUNTAIN VALLEY REGIONAL REHAB HOSP (033036),33036,,1
ENCOMPASS HEALTH REHABILITATION HOSP (033037),ENCOMPASS HEALTH REHABILITATION HOSP (033037),33037,1,1
HEALTHSOUTH EAST VALLEY REHABILITATI (033037),HEALTHSOUTH EAST VALLEY REHAB HOSPIT (033037),33037,1,1
HEALTHSOUTH EAST VALLEY REHAB HOSPIT (033037),HEALTHSOUTH EAST VALLEY REHAB HOSPIT (033037),33037,1,1
SCOTTSDALE HRH (033038),SCOTTSDALE HRH (033038),33038,,
COBALT REHABILITATION HOSPITAL (033039),COBALT REHABILITATION HOSPITAL (033039),33039,,1
COBALT REHAB HOSPITAL SURPRISE (033039),COBALT REHABILITATION HOSPITAL (033039),33039,,1
DIGNITY HEALTH EAST VALLEY REHAB HOS (033040),DIGNITY HEALTH EAST VALLEY REHAB HOS (033040),33040,,
REHABILITATION HOSPITAL OF NORTHERN (033041),REHABILITATION HOSPITAL OF NORTHERN (033041),33041,,
BHSM REHABILITATION (033042),BHSM REHABILITATION (033042),33042,,
REUNION REHABILITATION HOSPITAL PHOE (033043),REUNION REHABILITATION HOSPITAL PHOENIX (033043),33043,,
HACIENDA DE LOS NINOS (033301),HACIENDA DE LOS NINOS (033301),33301,,
PHOENIX CHILDRENS HOSPITAL (033302),PHOENIX CHILDRENS HOSPITAL (033302),33302,,
HACIENDA CHILDRENS HOSPITAL INC (033303),HACIENDA CHILDRENS HOSPITAL INC (033303),33303,,
BANNER BEHAVIORAL HEALTH HOSPITAL (034004),BANNER BEHAVIORAL HEALTH HOSPITAL (034004),34004,,
ST. LUKES BEHAVIORAL HEALTH CENTER (034013),ST. LUKES BEHAVIORAL HEALTH CENTER (034013),34013,,1
ST. LUKES BEHAVIORAL HEALTH (034013),ST. LUKES BEHAVIORAL HEALTH CENTER (034013),34013,,1
HAVEN SENIOR HORIZONS (034020),HAVEN BEHAVIORAL HOSIPITAL OF PHOENI (034020),34020,,1
HAVEN BEHAVIORAL HOSIPITAL OF PHOENI (034020),HAVEN BEHAVIORAL HOSIPITAL OF PHOENI (034020),34020,,1
ARIZONA STATE HOSPITAL (034021),ARIZONA STATE HOSPITAL (034021),34021,,
ACADIA SONORA BEHAVIORAL HOSPITAL (034022),ACADIA SONORA BEHAVIORAL HOSPITAL (034022),34022,1,
SONORA BEHAVIORAL HEALTH HOSPITAL (034022),SONORA BEHAVIORAL HEALTH HOSPITAL (034022),34022,1,
THE GUIDANCE CENTER  INC. (034023),THE GUIDANCE CENTER  INC. (034023),34023,,
AURORA BHS OF ARIZONA (034024),AURORA BHS OF ARIZONA (034024),34024,,
WINDHAVEN PSYCHIATRIC HOSPITAL (034025),WINDHAVEN PSYCHIATRIC HOSPITAL (034025),34025,,
UBH OF PHOENIX  LLC DBA VALLEY HSP (034026),UBH OF PHOENIX  LLC (034026),34026,,1
UBH OF PHOENIX  LLC (034026),UBH OF PHOENIX  LLC (034026),34026,,1
COMMUNITY COUNSELING CENTERS  INC AT (034027),CHANGEPOINT PSYCHIARIC HOSPITAL (034027),34027,,1
COMMUNITY COUNSELING PINEVIEW HSP (034027),CHANGEPOINT PSYCHIARIC HOSPITAL (034027),34027,,1
CHANGEPOINT PSYCHIARIC HOSPITAL (034027),CHANGEPOINT PSYCHIARIC HOSPITAL (034027),34027,,1
AURORA BEHAVIORAL  HEALTHCARE-TEMPE (034028),AURORA BEHAVIORAL  HEALTHCARE-TEMPE (034028),34028,,
OASIS BEHAVIORAL HEALTH (034029),OASIS BEHAVIORAL HEALTH (034029),34029,,
PALO VERDE BEHAVIORAL HEALTH (034030),PALO VERDE BEHAVIORAL HEALTH (034030),34030,,
QUAIL RUN BEHAVIORAL HEALTH (034031),QUAIL RUN BEHAVIORAL HEALTH (034031),34031,,
COPPER SPRINGS (034032),COPPER SPRINGS (034032),34032,,
CORNERSTONE BH EL DORADO (034033),CORNERSTONE BH EL DORADO (034033),34033,,1
CORNERSTONE BEHAVIORAL HEALTH EL DOR (034033),CORNERSTONE BEHAVIORAL HEALTH EL DOR (034033),34033,,1
DESTINY SPRINGS HEALTHCARE (034034),DESTINY SPRINGS HEALTHCARE (034034),34034,,
AVENIR BEHAVIORAL HEALTH CENTER (034035),AVENIR BEHAVIORAL HEALTH CENTER (034035),34035,,
MBH OF NORTHERN ARIZONA (034036),MBH OF NORTHERN ARIZONA (034036),34036,,
TALAS HARBOR AT BULLHEAD CITY (034037),TALAS HARBOR AT BULLHEAD CITY (034037),34037,,
PHOENIX MEDICAL PSYCHIATRIC HOSPITAL (034038),PHOENIX MEDICAL PSYCHIATRIC HOSPITAL (034038),34038,,
TALAS HARBOR AT BUCKEYE LLC (034039),TALAS HARBOR AT BUCKEYE LLC (034039),34039,,
SILOAM SPRINGS MEMORIAL HOSPITAL (040001),SILOAM SPRINGS MEMORIAL HOSPITAL (040001),40001,,
JOHNSON REGIONAL MEDICAL CENTER (040002),JOHNSON REGIONAL MEDICAL CENTER (040002),40002,,
WASHINGTON REGIONAL MEDICAL CENTER (040004),WASHINGTON REGIONAL MEDICAL CENTER (040004),40004,,
ST VINCENT INFIRMARY MEDICAL CENTER (040007),ST VINCENT INFIRMARY MEDICAL CENTER (040007),40007,,
MERCY MEDICAL CENTER (040010),MERCY MEDICAL CENTER (040010),40010,,
CHAMBERS MEMORIAL HOSPITAL (040011),CHAMBERS MEMORIAL HOSPITAL (040011),40011,,
WHITE COUNTY MEDICAL CENTER (040014),WHITE COUNTY MEDICAL CENTER (040014),40014,,
MENA MEDICAL CENTER (040015),MENA MEDICAL CENTER (040015),40015,,
UNIV OF AR FOR MED SCI MED CENTER (040016),UNIV OF AR FOR MED SCI MED CENTER (040016),40016,,1
UNIV OF AR FOR MEDICAL SCIENCES (040016),UNIV OF AR FOR MED SCI MED CENTER (040016),40016,,1
UAMS MEDICAL CENTRER (040016),UNIV OF AR FOR MED SCI MED CENTER (040016),40016,,1
UAMS MEDICAL CENTER (040016),UNIV OF AR FOR MED SCI MED CENTER (040016),40016,,1
UAMS (040016),UNIV OF AR FOR MED SCI MED CENTER (040016),40016,,1
NORTH ARKANSAS REGIONAL MEDICAL CTR (040017),NORTH ARKANSAS REGIONAL MEDICAL CTR (040017),40017,,
BAPTIST HEALTH MEDICAL CENTER - VB (040018),BAPTIST HEALTH MEDICAL CENTER - VB (040018),40018,1,1
SUMMIT MEDICAL CENTER (040018),SUMMIT MEDICAL CENTER (040018),40018,1,1
SPARKS - VAN BUREN (040018),SPARKS - VAN BUREN (040018),40018,1,1
FORREST CITY MEDICAL CENTER (040019),FORREST CITY MEDICAL CENTER (040019),40019,,
ST BERNARDS MEDICAL CENTER (040020),ST BERNARDS MEDICAL CENTER (040020),40020,,
NORTHWEST MEDICAL CENTER (040022),NORTHWEST MEDICAL CENTER (040022),40022,,1
NORTHWEST MEDICAL CENTER OF WASHINGT (040022),NORTHWEST MEDICAL CENTER (040022),40022,,1
ST. VINCENT HOT SPRINGS (040026),ST. VINCENT HOT SPRINGS (040026),40026,1,1
MERCY HOSPITAL HOT SPRINGS (040026),MERCY HOSPITAL HOT SPRINGS (040026),40026,1,1
ST JOSEPHS MERCY HEALTH CENTER (040026),ST JOSEPHS MERCY HEALTH CENTER (040026),40026,1,1
ST. JOSEPHS MERCY HEALTH CENTER (040026),ST JOSEPHS MERCY HEALTH CENTER (040026),40026,1,1
BAXTER REGIONAL MEDICAL CENTER (040027),BAXTER REGIONAL MEDICAL CENTER (040027),40027,,
CONWAY REGIONAL MEDICAL CENTER  INC (040029),CONWAY REGIONAL MEDICAL CENTER  INC (040029),40029,,
BAPTIST HEALTH MEDICAL CENTER- NLR (040036),BAPTIST HEALTH MEDICAL CENTER- NLR (040036),40036,,
ARKANSAS METHODIST MEDICAL CENTER (040039),ARKANSAS METHODIST MEDICAL CENTER (040039),40039,,
ST. MARYS REGIONAL MEDICAL CENTER (040041),ST. MARYS REGIONAL MEDICAL CENTER (040041),40041,,
CRITTENDEN REGIONAL HOSPITAL (040042),CRITTENDEN REGIONAL HOSPITAL (040042),40042,,
FIVE RIVERS MEDICAL CENTER (040047),FIVE RIVERS MEDICAL CENTER (040047),40047,,
OUACHITA COUNTY MEDICAL CENTER (040050),OUACHITA COUNTY MEDICAL CENTER (040050),40050,,
DREW MEMORIAL HOSPITAL (040051),DREW MEMORIAL HOSPITAL (040051),40051,,1
DREW MEMORIAL HOSPITAL INC (040051),DREW MEMORIAL HOSPITAL (040051),40051,,1
SPARKS REGIONAL MEDICAL CENTER (040055),SPARKS REGIONAL MEDICAL CENTER (040055),40055,1,
BAPTIST HEALTH MEDICAL CENTER - FS (040055),BAPTIST HEALTH MEDICAL CENTER - FS (040055),40055,1,
MERCY HOSPITAL FORT SMITH (040062),MERCY HOSPITAL FORT SMITH (040062),40062,1,
ST. EDWARD MERCY MEDICAL CENTER (040062),ST. EDWARD MERCY MEDICAL CENTER (040062),40062,1,
MAGNOLIA REGIONAL MEDICAL CENTER (040067),MAGNOLIA REGIONAL MEDICAL CENTER (040067),40067,1,1
MAGNOLIA REGIONAL HEALTH SYSTEM  INC (040067),MAGNOLIA REGIONAL MEDICAL CENTER (040067),40067,1,1
MAGNOLIA CITY HOSPITAL (040067),MAGNOLIA CITY HOSPITAL (040067),40067,1,1
GREAT RIVER MEDICAL CENTER (040069),GREAT RIVER MEDICAL CENTER (040069),40069,,
JEFFERSON REGIONAL MEDICAL CENTER (040071),JEFFERSON REGIONAL MEDICAL CENTER (040071),40071,,
BHMC- STUTTGART (040072),BHMC- STUTTGART (040072),40072,,
NORTH METRO MEDICAL CENTER (040074),NORTH METRO MEDICAL CENTER (040074),40074,,
BAPTIST HEALTH MEDICAL CENTER - HSC (040076),BAPTIST HEALTH MEDICAL CENTER - HSC (040076),40076,1,
HOT SPRING COUNTY MED CENTER (040076),HOT SPRING COUNTY MED CENTER (040076),40076,1,
NATIONAL PARK MEDICAL CENTER (040078),NATIONAL PARK MEDICAL CENTER (040078),40078,,
HARRIS HOSPITAL (040080),HARRIS HOSPITAL (040080),40080,,
SALINE MEMORIAL HOSPITAL (040084),SALINE MEMORIAL HOSPITAL (040084),40084,,
HELENA REGIONAL MEDICAL CENTER (040085),HELENA REGIONAL MEDICAL CENTER (040085),40085,,
MEDICAL CENTER OF ARKANSAS (040088),MEDICAL CENTER OF ARKANSAS (040088),40088,,
MEDICAL PARK HOSPITAL (040091),MEDICAL PARK HOSPITAL (040091),40091,,
BAPTIST HEALTH MEDICAL CENTER - LR (040114),BAPTIST HEALTH MEDICAL CENTER - LR (040114),40114,,
NEA - BAPTIST MEMORIAL HEALTH (040118),NEA BAPTIST MEMORIAL HOSPITAL (040118),40118,,1
NEA BAPTIST MEMORIAL HOSPITAL (040118),NEA BAPTIST MEMORIAL HOSPITAL (040118),40118,,1
NEA-BAPTIST MEMORIAL HOSPITAL (040118),NEA BAPTIST MEMORIAL HOSPITAL (040118),40118,,1
WHITE RIVER MEDICAL CENTER (040119),WHITE RIVER MEDICAL CENTER (040119),40119,,
LEO N LEVI MEMORIAL HOSPITAL (040132),LEO N LEVI MEMORIAL HOSPITAL (040132),40132,,
ARKANSAS HEART HOSPITAL (040134),ARKANSAS HEART HOSPITAL (040134),40134,,
ST VINCENT NORTH (040137),ST VINCENT NORTH (040137),40137,,1
ST VINCENT MED CTR SHERWOOD (040137),ST VINCENT NORTH (040137),40137,,1
ARKANSAS SURGICAL HOSPITAL (040147),ARKANSAS SURGICAL HOSPITAL (040147),40147,,
PHYSICIANS SPECIALTY HOSPITAL (040152),PHYSICIANS SPECIALTY HOSPITAL (040152),40152,,1
NWH PHYSICIANS SPECIALTY HOSPITAL (040152),PHYSICIANS SPECIALTY HOSPITAL (040152),40152,,1
WADLEY MEDICAL CENTER AT HOPE (040153),WADLEY MEDICAL CENTER AT HOPE (040153),40153,,
BHMC-CONWAY (040154),BHMC-CONWAY (040154),40154,,
